ID,ENTREZ_GENE_ID
1752_at,811
1753_s_at,5886
1754_at,1616
1755_i_at,1576
1756_f_at,1576
1757_i_at,1551 /// 100861540
1758_r_at,1551 /// 100861540
1759_f_at,1551 /// 100861540
175_s_at,5585
1760_s_at,5778
1761_at,5157
1762_at,5382
1763_at,5383
1764_s_at,4150
1765_at,843
1766_g_at,843
1767_s_at,7043
1768_s_at,1445
1769_at,22983
176_at,5527
1770_at,3440
1771_s_at,5159
1772_s_at,2339
1773_at,2342 /// 100529261
1774_at,4084
1775_at,23649
1776_at,6236
1777_at,9610
1778_g_at,9610
1779_s_at,5292
177_at,5337
1780_at,2268
1781_at,2002
1782_s_at,3925
1783_at,54453
1784_s_at,5926
1785_at,5927
1786_at,10461
1787_at,1028
1788_s_at,1846
1789_at,10987
178_f_at,5379
1790_s_at,8558
1791_s_at,3440
1792_g_at,1017
1793_at,8621
1794_at,896
1795_g_at,896
1796_s_at,602 /// 102465879
1797_at,1032
1798_at,25800
1799_at,2072
179_at,441263
1800_g_at,2072
1801_at,580
1802_s_at,2064
1803_at,983
1804_at,354
1805_g_at,354
1806_at,4168
1807_g_at,4168
1808_s_at,355
1809_at,8317
180_at,79143
1810_s_at,5580
1811_at,5794
1812_s_at,4233
1813_at,64285
1814_at,7048
1815_g_at,7048
1816_at,5922
1817_at,5204
1818_at,23433
1819_at,5911
181_g_at,79143
1820_g_at,5911 /// 5912
1821_at,5912
1822_at,5979
1823_g_at,5979
1824_s_at,5111
1825_at,8826
1826_at,388
1827_s_at,4609
1828_s_at,2247
182_at,3710
1830_s_at,7040
1831_at,653
1832_at,4163
1833_at,1017
1834_at,11245
1836_at,10983
1837_at,22800
1838_g_at,22800
1839_at,5901
183_at,4133
1840_g_at,5901
1841_s_at,10408
1842_at,1649
1843_at,5987
1844_s_at,5604
1845_at,6416
1846_at,3964
1847_s_at,596
1848_at,5906
1849_s_at,5926
184_at,187
1850_at,4292
1851_s_at,356
1852_at,7124
1853_at,7471
1854_at,4605
1855_at,2248
1856_at,5966
1857_at,4092
1858_at,356
1859_s_at,4193
185_at,4857
1860_at,7159
1861_at,572
1862_at,472
1863_s_at,472 /// 4863
1865_at,6498
1866_g_at,6498
1867_at,8837
1868_g_at,8837
1869_at,7015
186_at,5563
1870_at,5781
1871_g_at,5781
1872_at,5888
1873_at,7508
1874_at,5887
1875_f_at,5387
1876_at,5898
1877_g_at,5898
1878_g_at,2067
1879_at,6237
187_at,5871
1880_at,4193
1881_at,2122
1882_g_at,2122
1883_s_at,4299
1884_s_at,5111
1885_at,2071
1886_at,7476
1887_g_at,7476
1888_s_at,3815
188_at,1947
1890_at,9518
1891_at,1326
1892_s_at,4914
1893_s_at,2099
1894_f_at,4771
1895_at,3725
1896_s_at,4363
1897_at,7049
1898_at,23650
1899_s_at,5893
189_s_at,5329
1900_at,5925
1901_s_at,2064
1902_at,2067
1903_at,5908
1904_at,26292
1905_s_at,5925
1906_at,79109
1907_at,5933
1908_at,2117
1909_at,596
190_at,8013
1910_s_at,596
1911_s_at,1647
1912_s_at,324
1913_at,901
1914_at,8900
1915_s_at,2353
1916_s_at,2353
1917_at,5894
1918_at,6497
1919_at,7409
191_at,100129528
1920_s_at,900
1921_at,5923
1922_g_at,5923
1923_at,892
1924_at,902
1925_at,899
1926_at,7423
1927_s_at,94
1928_s_at,4087
1929_at,284
192_at,6879
1930_at,8714
1931_at,10257
1932_at,10057
1933_g_at,10057
1934_s_at,7424
1935_at,4194
1936_s_at,4609
1937_at,
1938_at,6714
1939_at,7157
193_at,6880 /// 102157402
1940_at,3845
1941_at,6502
1942_s_at,1019
1943_at,890
1944_f_at,4292
1945_at,891
1946_at,51352
1947_g_at,51352
1948_f_at,4843
1949_at,
194_at,856
1950_s_at,4088
1951_at,285
1952_s_at,4090
1953_at,7422
1954_at,3791
1955_s_at,4091
1956_s_at,
1957_s_at,7046
1958_at,2277 /// 100532742
1959_at,51582
195_s_at,837
1960_at,
1961_f_at,4846
1962_at,383
1963_at,2321
1964_g_at,2321
1965_s_at,4842
1966_i_at,
1967_f_at,
1968_g_at,5156 /// 81608
1969_s_at,1022
196_s_at,838
1970_s_at,2263
1971_g_at,2272
1972_s_at,4133
1973_s_at,4609
1974_s_at,7157
1975_s_at,3479
1976_s_at,2242
1977_s_at,2113
1978_at,3673
1979_s_at,4839
197_at,4832
1980_s_at,4831 /// 654364
1981_s_at,4149
1983_at,894
1984_s_at,397
1985_s_at,4830
1986_at,5934
1987_at,5156
1988_at,5156
1989_at,675
198_g_at,4832
1990_g_at,675
1991_s_at,7867
1992_at,2272
1993_s_at,672
1994_at,1386
1995_at,7507
1996_s_at,899
1997_s_at,581
1998_i_at,581
1999_s_at,1432
199_s_at,5586
2000_at,472
2001_g_at,472
2002_s_at,597
2003_s_at,2956
2004_at,4214
2005_s_at,3718
2006_at,3718
2007_g_at,3718
2008_s_at,4193
2009_at,2185
200_at,653
2010_at,6500
2011_s_at,638
2012_s_at,5591
2013_at,7029
2014_s_at,5608
2015_s_at,5395 /// 441194
2016_s_at,1915 /// 6134 /// 26778
2017_s_at,595
2018_at,2697
2019_s_at,3695
201_s_at,567
2020_at,595
2021_s_at,898
2022_at,208
2023_g_at,208
2024_s_at,4067
2025_s_at,328
2026_at,861 /// 100506403 /// 101928269
2027_at,6273
2028_s_at,1869
2029_at,394
202_at,3298
2030_at,7481
2031_s_at,1026
2032_s_at,3685
2033_s_at,7465
2034_s_at,1027
2035_s_at,2023
2036_s_at,960
2037_s_at,6198
2038_g_at,596
2039_s_at,2534
203_at,2624
2040_s_at,25
2041_i_at,25
2042_s_at,4602
2043_s_at,613
2044_s_at,5925
2045_s_at,3055
2046_at,2078
2047_s_at,3728
2048_s_at,7068
2049_s_at,3726
204_at,3201
2050_s_at,5879
2051_at,4255
2052_g_at,4255
2053_at,1000
2054_g_at,1000
2055_s_at,3688
2056_at,2260
2057_g_at,2260
2058_s_at,3693
2059_s_at,3932
205_g_at,3201
2060_at,596
2061_at,3676
2062_at,3490
2063_at,2073 /// 100533467
2064_g_at,2073 /// 100533467
2065_s_at,581
2066_at,581
2067_f_at,581
2068_s_at,1870
2069_s_at,1495
206_at,1510
2070_i_at,5599
2071_s_at,5599
2072_at,1010
2073_s_at,1012
2074_at,2702
2075_s_at,5606 /// 100996792
2076_s_at,1947
2077_at,3655
2078_s_at,4613
2079_s_at,3481
207_at,10963
2080_s_at,2074
2081_s_at,5588
2082_s_at,999
2083_at,887
2084_s_at,2118
2085_s_at,1495
2086_s_at,7301
2087_s_at,1009
2088_s_at,2048
2089_s_at,2065
208_at,1496
2090_i_at,7475
2091_at,54361
2092_s_at,6696
2093_s_at,7520
2094_s_at,2353
209_at,3084
210_at,5330
211_at,1810
212_at,4920
213_at,4919
214_at,4487
215_g_at,4487
216_at,5730
217_at,3817
218_at,3550
219_i_at,4133
220_r_at,4133
221_s_at,5277
222_at,2131
223_at,7332
224_at,7071
225_at,2784
226_at,5573
227_g_at,5573
228_at,5899
229_at,10153
230_s_at,2488
231_at,7052
232_at,3915
233_s_at,4146
234_s_at,5764
235_at,6285
236_at,2775
237_s_at,5515
238_at,6198
239_at,1509
240_at,6723
241_g_at,6723
242_at,4134
243_g_at,4134
244_at,3297
245_at,6402
246_at,3816
247_s_at,1589 /// 1590
248_at,9318
249_at,4776
250_at,4775
251_at,8536
252_at,2841
253_g_at,2841
254_at,3020 /// 3021 /// 440926
255_s_at,3623
256_s_at,3921 /// 6044 /// 220885 /// 388524 /// 574040 /// 653162
257_at,3685
258_at,4049
259_s_at,7124
260_at,5860
261_s_at,338
262_at,262
263_g_at,262
264_at,150
265_s_at,6401
266_s_at,100133941
267_at,2475
268_at,5175
269_at,8638
270_at,1576
271_s_at,1510
272_at,2922
273_g_at,2922
274_at,7707
275_at,1845
276_at,3301
277_at,4170
278_at,4882
279_at,3164
280_g_at,3164
281_s_at,5530
282_at,9585
283_at,7384
284_at,8329 /// 8330 /// 8332 /// 8336 /// 8969 /// 85235
285_g_at,8329 /// 8330 /// 8332 /// 8336 /// 8969 /// 85235
286_at,8337 /// 723790
287_at,467
288_s_at,3930
289_at,6774
290_s_at,2827
291_s_at,4070
292_s_at,1195
293_at,391518
294_s_at,984 /// 728642
295_s_at,3975
296_at,7280
297_g_at,7280
298_at,4586
299_i_at,
300_f_at,
301_at,100508689
302_at,
303_at,6654
304_at,6655
305_g_at,6655
306_s_at,3150
307_at,240
308_f_at,2689
309_f_at,2689
310_s_at,4137
311_s_at,2335
312_s_at,5747
31307_at,
31308_at,
31309_r_at,
31310_at,2741
31311_at,
31312_at,9312
31313_at,4249
31314_at,651
31315_at,3546 /// 28831
31316_at,
31317_r_at,3500 /// 8935
31318_at,
31319_at,
31320_at,2835
31321_at,
31322_at,10730
31323_r_at,
31324_at,
31325_at,
31326_at,100129271
31327_at,3493 /// 3500 /// 3507 /// 28396 /// 28442
31328_at,6569
31329_at,
31330_at,6223
31331_at,
31332_at,
31333_at,7092
31334_at,11250
31335_at,3480
31336_at,388567
31337_at,2797
31338_at,27291
31339_at,51050
31340_at,9313
31341_at,3748
31342_at,2590
31343_at,3557
31344_at,28778
31345_at,9407
31346_at,26584
31347_at,3537
31348_at,
31349_at,10895
31350_at,26532
31351_at,
31352_at,6035
31353_f_at,2304
31354_r_at,2304
31355_at,430
31356_at,152789
31357_at,
31358_at,
31359_at,4729
31360_at,
31361_at,
31362_at,
31363_at,
31364_i_at,10725
31365_f_at,10725
31366_at,10002
31367_at,23093
31368_at,49855
31369_at,
31370_at,
31371_at,
31372_at,374378
31373_at,
31374_at,
31375_at,
31376_at,
31377_r_at,
31378_at,5309
31379_at,
31380_at,2081
31381_at,8993
31382_f_at,10720
31383_at,643733
31384_at,
31385_at,6158 /// 102465483
31386_at,
31387_at,
31388_at,10824
31389_at,
31390_at,7710
31391_at,9001
31392_r_at,711
31393_r_at,8433
31394_at,5276
31395_i_at,4440
31396_r_at,4440
31397_at,
31398_at,8647
31399_at,27302
313_at,2957
31400_at,1607
31401_r_at,9671
31402_at,57824
31403_at,6570
31404_at,6011
31405_at,4544
31406_at,9248
31407_at,5651
31408_at,10692
31409_at,5273
31410_at,23495
31411_at,9083
31412_at,9081 /// 442862 /// 100509646
31413_at,50858 /// 100101116
31414_at,60439 /// 100101117
31415_at,9082 /// 353515
31416_at,51360
31417_at,3060
31418_at,
31419_r_at,
31420_at,
31421_at,4635
31422_at,8688
31423_at,
31424_at,135948
31425_g_at,26211 /// 135948
31426_at,2838
31427_at,
31428_at,10798
31429_at,10730
31430_at,
31431_at,2217
31432_g_at,2217
31433_at,26707
31434_at,
31435_at,8756
31436_s_at,2100
31437_r_at,2100
31438_s_at,9332
31439_f_at,6006 /// 6007
31440_at,6932
31441_at,643332
31442_at,1048
31443_at,861 /// 100506403 /// 101928269
31444_s_at,302 /// 303 /// 305
31445_at,
31446_s_at,10879 /// 26952
31447_at,
31448_s_at,11027
31449_at,28568 /// 51561
31450_s_at,6014
31451_at,392
31452_at,
31453_s_at,11024
31454_f_at,
31455_r_at,
31456_at,
31457_at,2306
31458_at,51350
31459_i_at,28823
31460_f_at,28823
31461_at,
31462_f_at,6758
31463_s_at,3178 /// 144983 /// 664709 /// 728643 /// 101929491
31464_at,1638
31465_g_at,1638
31466_at,3128
31467_at,3111
31468_f_at,2911
31469_s_at,9711
31470_at,5208
31471_at,641339
31472_s_at,960
31473_s_at,8658
31474_r_at,8658
31475_at,8658
31476_g_at,8658
31477_at,7033
31478_at,51032
31479_f_at,1720
31480_f_at,4111
31481_s_at,9168
31482_at,1057
31483_g_at,1056 /// 1057
31484_at,
31485_at,221823
31486_s_at,4330
31487_at,9637
31488_s_at,5230
31489_at,4287
31490_at,6331
31491_s_at,841
31492_at,27335
31493_s_at,1442 /// 1443 /// 1444 /// 2688
31494_at,
31495_at,6846
31496_g_at,6375 /// 6846
31497_at,2543 /// 2574 /// 26749 /// 645037 /// 645051 /// 729408 /// 729447 /// 100101629
31498_f_at,2543 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399 /// 102724473
31499_s_at,2215
