## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE results/homo_sapiens/naiveB/naiveB/picard/hist/naiveB_S1R4_insert_size_histo.pdf --MINIMUM_PCT 0.05 --INPUT results/homo_sapiens/naiveB/naiveB/align/S1R4/naiveB_S1R4.bam --OUTPUT results/homo_sapiens/naiveB/naiveB/picard/insert/naiveB_S1R4_insert_size.txt --VERBOSITY WARNING --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Feb 09 17:19:35 CST 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
128	100	41	13	2217723	139.276309	71.628561	34369623	FR	17	33	51	67	83	101	123	171	603	3977	34457			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
13	1
14	2
15	462
16	114
17	1109
18	65
19	57
20	79
21	37
22	38
23	43
24	23
25	31
26	43
27	61
28	80
29	104
30	154
31	188
32	407
33	570
34	852
35	1544
36	2936
37	2421
38	3715
39	4017
40	6499
41	9953
42	11916
43	18925
44	21084
45	20904
46	24887
47	25681
48	33350
49	32701
50	39577
51	43692
52	43224
53	48520
54	52281
55	72095
56	63014
57	76234
58	87252
59	94378
60	108954
61	101529
62	126765
63	126914
64	146183
65	150116
66	157180
67	186727
68	174993
69	203297
70	205744
71	220623
72	233883
73	218806
74	229668
75	220311
76	234419
77	262511
78	248772
79	269753
80	274303
81	274757
82	269531
83	247178
84	259098
85	276301
86	282553
87	278697
88	272294
89	287768
90	291398
91	286108
92	272843
93	272559
94	279634
95	289867
96	279516
97	266117
98	262254
99	276656
100	292406
101	283804
102	268357
103	273022
104	265219
105	263425
106	285524
107	245060
108	250257
109	254856
110	260472
111	254306
112	249845
113	244306
114	237831
115	240488
116	232997
117	228598
118	237309
119	230991
120	241850
121	227845
122	217189
123	213993
124	214259
125	216269
126	210355
127	209884
128	205529
129	204889
130	208039
131	200426
132	200376
133	203927
134	196547
135	194357
136	186333
137	183083
138	181190
139	179092
140	179795
141	179475
142	174544
143	177033
144	173922
145	178365
146	163274
147	161150
148	159703
149	159784
150	164256
151	156917
152	153326
153	149393
154	148758
155	148963
156	145572
157	141924
158	137628
159	139368
160	139276
161	134834
162	131914
163	130652
164	130555
165	126666
166	127398
167	122132
168	119633
169	117188
170	114590
171	116426
172	112823
173	113935
174	111081
175	110883
176	107630
177	103876
178	103974
179	101502
180	101601
181	97315
182	95329
183	95657
184	93914
185	94635
186	92095
187	90141
188	89330
189	87493
190	85038
191	82463
192	81235
193	79903
194	80006
195	77780
196	79011
197	75568
198	74548
199	73693
200	73054
201	69554
202	68399
203	68441
204	68571
205	65336
206	64908
