## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE results/homo_sapiens/naiveB/naiveB/picard/hist/naiveB_S1R3_insert_size_histo.pdf --MINIMUM_PCT 0.05 --INPUT results/homo_sapiens/naiveB/naiveB/align/S1R3/naiveB_S1R3.bam --OUTPUT results/homo_sapiens/naiveB/naiveB/picard/insert/naiveB_S1R3_insert_size.txt --VERBOSITY WARNING --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Feb 09 17:51:08 CST 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
143	106	63	15	3171479	158.763126	115.485223	66915802	FR	27	51	77	101	127	157	195	413	3055	8167	40643			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
718	5071
719	4402
720	4295
721	4423
722	5012
723	4759
724	4435
725	4181
726	4351
727	4600
728	4758
729	4620
730	4748
731	4498
732	4961
733	4322
734	4732
735	5009
736	4306
737	4530
738	4542
739	4463
740	4583
741	4260
742	4475
743	4656
744	4197
745	4686
746	4161
747	4644
748	4539
749	4525
750	4419
751	4558
752	4181
753	4645
754	4534
755	4646
756	4573
757	4388
758	4187
759	4442
760	4240
761	5171
762	4404
763	4350
764	4419
765	4471
766	4648
767	4314
768	4529
769	4251
770	4168
771	4373
772	4222
773	4670

