## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE results/homo_sapiens/naiveB/naiveB/picard/hist/naiveB_S1R2_insert_size_histo.pdf --MINIMUM_PCT 0.05 --INPUT results/homo_sapiens/naiveB/naiveB/align/S1R2/naiveB_S1R2.bam --OUTPUT results/homo_sapiens/naiveB/naiveB/picard/insert/naiveB_S1R2_insert_size.txt --VERBOSITY WARNING --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Feb 09 15:54:34 CST 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
151	56	86	15	1474343	186.511726	177.680046	33622260	FR	39	75	109	141	173	205	271	863	4005	9305	48617			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
207	54447
208	50034
209	50031
210	48926
211	48691
212	48765
213	47971
214	47457
215	47838
216	47950
217	46888
218	46433
219	46741
220	44871
221	46084
222	44690
223	45017
224	44052
225	42886
226	43772
227	43257
228	42157
229	42255
230	40378
231	40707
232	41037
233	40901
234	39998
235	41098
236	39797
237	37892
238	39666
239	37861
240	39340
241	38245
242	36755
243	36407
244	35994
245	36892
246	36235
247	34776
248	34773
249	35686
250	34623
251	34309
252	34088
253	34361
254	34738
255	32699
256	32244
257	32549
258	32111
259	32175
260	31943
261	31069
262	31487
263	31500
264	30507
265	30570
266	29234
267	28902
268	29281
269	28066
270	28683
271	29566
272	28352
273	28403
274	27749
275	28193
276	27012
277	26336
278	26546
279	27706
280	26541
281	25755
282	25965
283	25712
284	25654
285	25223
286	25026
287	25483
288	24816
289	24652
290	24108
291	24647
292	23148
293	23231
294	23682
295	22997
296	23075
297	23258
298	22826
299	22577
300	22782
301	22705
302	21611
303	21815
304	21149
305	21426
306	21418
307	20917
308	22132
309	20308
310	20993
311	20798
312	20393
313	20323
314	20073
315	20066
316	19377
317	18985
318	19231
319	19165
320	18946
321	18662
322	17633
323	18640
324	18054
325	18540
326	18005
327	17494
328	17697
329	17688
330	18285
331	17699
332	17356
333	17155
334	17362
335	17148
336	16857
337	16529
338	16244
339	16776
340	16431
341	16162
342	16376
343	15843
344	16190
345	15664
346	15499
347	15551
348	15255
349	15483
350	15822
351	17539
352	15738
353	15827
354	15147
355	15435
356	15453
357	15213
358	15332
359	15563
360	16845
361	15961
362	15025
363	14651
364	15312
365	14145
366	14538
367	13749
368	13621
369	14628
370	15026
371	14625
372	14347
373	13115
374	13562
375	14123
376	16096
377	15059
378	13403
379	13305
380	13595
381	13217
382	13974
383	12652
384	13103
385	13874
386	13076
387	17655
388	12778
389	12729
390	13102
391	12107
392	13411
393	12310
394	12193
395	13089
396	12031
397	12331
398	11922
399	11272
400	12266
401	11644
402	12164
403	11472
404	11610
405	11297
406	11286
407	12057
408	10772
409	11510
410	12401
411	10650
412	13027
413	10583
414	12150
415	11195
416	10925
417	11044
418	10404
419	11030
420	10898
421	10554
422	10766
423	10777
424	10516
425	11160
426	10687
427	11127
428	10896
429	10778
430	10061
431	9739
432	10292
433	9539
434	10391
435	10121
436	10891
437	9881
438	10098
439	10868
440	10618
441	9032
442	9813
443	8948
444	9439
445	10049
446	9856
447	10022
448	10324
449	8753
450	9764
451	8776
452	9493
453	8684
454	8490
455	12187
456	8600
457	9657
458	8438
459	8592
460	8932
461	8168
462	8822
463	8826
464	8193
465	8350
466	9696
467	8994
468	8286
469	8153
470	7876
471	7883
472	8290
473	8220
474	8463
475	7539
476	7377
477	7206
478	8011
479	7472
480	8129
481	7157
482	7821
483	7486
484	7077
485	7787
486	7659
487	7185
488	7201
489	6591
490	7509
491	7188
492	6602
493	7586
494	7170
495	7339
496	6329
497	6799
498	6961
499	6919
500	6811
501	6522
502	6052
503	6434
504	6126
505	7039
506	6236
507	6030
508	6279
509	6552
510	6592
511	6409
512	6292
513	6468
514	6659
515	6769
516	6125
517	5619
518	5899
519	5750
520	5652
521	5640
522	6082
523	5781
524	6017
525	5640
526	6751
527	5710
528	6331
529	5751
530	6855
531	5781
532	6093
533	5701
534	5997
535	5580
536	6121
537	5072
538	5672
539	5860
540	5475
541	5892
542	6113
543	5070
544	5627
545	5665
546	5694
547	5354
548	4700
549	5308
550	5684
551	5530
552	5028
553	5751
554	5157
555	5449
556	4929
557	4761
558	5023
559	5417
560	5100
561	4981
562	4604
563	4751
564	4887
565	4938
566	4519
567	4817
568	4295
569	4793
570	4834
571	4557
572	4852
573	4526
574	4867
575	4701
576	4395
577	4983
578	4224
579	4540
580	4492
581	4541
582	4484
583	4478
584	4702
585	4297
586	4028
587	4526
588	4274
589	4454
590	4389
591	4316
592	4385
593	4025
594	4292
595	4305
596	4434
597	4454
598	4114
599	4265
600	4138
601	4218
602	4253
603	4472
604	4273
605	4274
606	4327
607	4065
608	4452
609	4127
610	4185
611	4524
612	3920
613	4522
614	3872
615	4052
616	4495
617	4123
618	4299
619	4093
620	4003
621	4196
622	4211
623	4166
624	3943
625	4037
626	5162
627	3682
628	4205
629	3931
630	4027
631	4230
632	4011
633	4112
634	4101
635	3994
636	4270
637	4024
638	4325
639	4185
640	4030
641	3883
642	3744
643	3618
644	4276
645	4169
646	4016
647	4316
648	3778
649	4146
650	4066
651	3914
652	3723
653	3978
654	3945
655	3646
656	3732
657	3579
658	3738
659	3954
660	3761
661	3876
662	3598
663	4042
664	3903
665	3627
666	3895
667	4010
668	4052
669	3693
670	3432
671	3549
672	3505
673	4330
674	3611
675	3828
676	3611
677	3523
678	3425
679	3554
680	4173
681	3785
682	3588
683	3643
684	3537
685	3837
686	3494
687	3353
688	3490
689	3780
690	3733
691	3473
692	3657
693	3483
694	3571
695	3676
696	3442
697	3426
698	3271
699	3717
700	3725
701	3843
702	3349
703	3307
704	3613
705	3742
706	3578
707	3495
708	3272
709	3593
710	3408
711	3501
712	3178
713	3291
714	3555
715	3462
716	3855
717	3214
718	3531
719	3343
720	3340
721	3494
722	3688
723	3565
724	3536
725	3469
726	3128
727	3605
728	3462
729	3793
730	3958
731	3506
732	3767
733	3327
734	3412
735	3688
736	3219
737	3422
738	3556
739	3316
740	3884
741	3312
742	3484
743	3498
744	3160
745	3616
746	3155
747	3754
748	3458
749	3279
750	3434
751	3193
752	3089
753	3594
754	3243
755	3318
756	3469
757	3099
758	3175
759	3283
760	3161
761	3452
762	3097
763	3196
764	3231
765	3215
766	3371
767	3022
768	3529
769	2984
770	3017
771	3037
772	3184
773	3229
774	2982
775	3070
776	2954
777	3292
778	3141
779	3647
780	3375
781	3420
782	3150
783	3045
784	3311
785	3106
786	3412
787	3211
788	3069
789	3060
790	3211
791	3325
792	3060
793	3106
794	3026
795	2981
796	3422
797	2941
798	3098
799	3083
800	3216
801	2994
802	3304
803	3112
804	3170
805	3472
806	3109
807	4875
808	2949
809	3109
810	3224
811	2937
812	3745
813	2852
814	3446
815	3190
816	3639
817	3757
818	3412
819	3162
820	3232
821	2915
822	3471
823	3012
824	3009
825	3131
826	3408
827	3063
828	3146
829	2997
830	3060
831	3125
832	3392
833	5792
834	3400
835	3434
836	2894
837	2905
838	2913
839	3370
840	3238
841	2994
842	3066
843	2939
844	3307
845	3231
846	3007
847	3099
848	2686
849	3030
850	3220
851	3070
852	3756
853	2961
854	3414
855	3189
856	3415
857	3185
858	2952
859	3374
860	3057
861	3146
862	3012
863	3293
864	3171
865	3251
866	3254
867	3138
868	3115
869	3267
870	3118
871	3646
872	3144
873	3536
874	3227
875	3193
876	3659
877	2982
878	3650
879	3528
880	3638
881	3559
882	3863
883	3274
884	3107
885	3506
886	3340
887	3399
888	2909
889	3288
890	3513
891	3325
892	3896
893	3411
894	3260
895	3019
896	3282
897	3238
898	3327
899	3290
900	3248
901	3773
902	3356
903	3077
904	3315
905	2861
906	3338
907	3211
908	2973
909	3405
910	3474
911	3882
912	3858
913	3648
914	2844
915	2950
916	3606
917	3308
918	3286
919	3095
920	3159
921	3330
922	3016
923	3262
924	2994
925	3234
926	3025
927	3094
928	3082
929	3150
930	3281
931	3355
932	3317
933	3151
934	3033
935	2959
936	3123
937	2873
938	3061
939	3072
940	2637
941	3112
942	3106
943	2921
944	3250
945	2861
946	2940
947	2840
948	2797
949	3111
950	2865
951	2934
952	2715
953	2613
954	2765
955	2517
956	2874
957	3084
958	2951
959	2801
960	2481
961	2515
962	2734
963	2783
964	2853
965	2386
966	2574
967	2771
968	2878
969	2984
970	2528
971	2673
972	2675
973	2488
974	2818
975	2541
976	2663
977	2384
978	2130
979	2758
980	2519
981	2458
982	2569
983	2572
984	2578
985	2520
986	2359
987	2354
988	2164
989	2617
990	2416
991	2620
992	2364
993	2362
994	2539
995	2258
996	2432
997	2367
998	2284
999	2422
1000	2392
1001	2476
1002	2471
1003	2536
1004	2419
1005	2167
1006	2255
1007	2168
1008	2446
1009	2332
1010	2466
1011	2498

