"GSM60733.CEL.gz","GSM60734.CEL.gz","GSM60735.CEL.gz","GSM60736.CEL.gz","GSM60737.CEL.gz","GSM60738.CEL.gz","GSM60739.CEL.gz","GSM60740.CEL.gz","GSM60741.CEL.gz","GSM60742.CEL.gz","GSM60743.CEL.gz","GSM60744.CEL.gz","GSM60745.CEL.gz","GSM60746.CEL.gz","GSM60747.CEL.gz","GSM60748.CEL.gz","GSM60749.CEL.gz","GSM60750.CEL.gz","GSM60751.CEL.gz","GSM60752.CEL.gz","GSM60753.CEL.gz","GSM60754.CEL.gz","GSM60755.CEL.gz","GSM60756.CEL.gz","GSM60757.CEL.gz","GSM60758.CEL.gz","GSM60759.CEL.gz","GSM60760.CEL.gz","GSM60761.CEL.gz","GSM60762.CEL.gz","GSM60763.CEL.gz","GSM60764.CEL.gz","GSM60765.CEL.gz","GSM60766.CEL.gz"
"30502",4.392143101,4.608471906,4.47219024,4.436801834,4.425372598,4.548945503,4.487604139,4.444017675,4.527015372,4.36736853,4.326918931,4.681185821,4.606526719,4.919269772,4.732694167,4.647620398,4.47793588,4.566486626,4.59665976,4.70845775,4.603863195,4.688380944,4.639943339,4.160352512,4.517177981,4.182138519,4.556773636,4.459419919,4.305865857,4.313097354,4.541322881,4.502453864,4.469768284,4.221348326
"368",5.113157637,5.552562816,4.988675531,5.278445419,5.267090373,5.590841624,4.837360877,5.479444896,5.314874484,5.651949114,5.248160945,4.336005037,3.474805156,3.610177652,4.278362222,4.112037541,3.91247068,4.203278364,3.71162694,3.532882562,3.933287551,3.147760787,3.810853689,5.153833194,4.5548329,4.293792251,4.276140747,4.388048363,4.405704311,4.278648341,4.288306036,4.574037991,4.267947307,4.274156088
"49125",4.555919827,4.040137992,4.152296653,4.287366754,3.937599624,4.331327936,4.273862934,4.233551396,4.049395517,4.158496066,4.272867474,4.470979604,5.324757556,5.263001089,4.853300064,4.866377562,5.034502561,4.761344368,4.674547412,4.822643693,4.786469202,5.032321554,4.721803123,4.380907539,4.398220271,4.327914445,4.383550456,4.261263715,4.427004847,4.347198106,4.35820037,4.535650665,4.345887355,4.474084434
"29235",5.517582908,5.752021172,5.195977843,5.399334794,5.166288064,4.752399233,4.960912005,5.349649538,4.869929139,5.881288358,4.582672528,4.293305251,4.418758227,4.139514149,4.389728738,4.263169996,4.374966691,4.30016281,4.177772377,4.324317198,4.218559706,4.32961669,4.21675934,4.061253997,4.072953055,3.875051717,3.995801803,4.060069057,3.864195212,3.953373399,3.830169705,4.043778591,4.420220458,4.104220412
"24575",4.367057736,4.3264489,4.309033317,4.637904924,4.474356681,4.31271418,4.361644666,4.257283389,4.290366038,4.103295131,4.558279201,4.430438838,4.75917916,4.838185896,5.165445101,4.657751389,4.385043599,4.7249005,4.609374786,4.535930342,4.814531063,4.908232427,4.993353289,4.438983349,4.417507807,4.438832801,4.517682679,4.449906963,4.423440122,4.277460293,4.376130893,4.326064332,4.358958179,4.320621614
"48607",4.425715153,4.151844329,4.164064515,4.509290578,4.085441809,4.267640405,4.286959867,4.114561747,4.054473017,4.10141631,4.26033666,4.584493103,4.855939033,4.872920604,4.639324822,4.730124453,4.718734559,4.907554647,4.842416735,4.680653448,4.637307895,4.827570523,4.694710066,4.405145777,4.490854413,4.476291087,4.603588293,4.584173614,4.507916667,4.48487943,4.413128068,4.467475092,4.697548271,4.645332111
"23643",4.436979266,4.35612306,4.254328444,4.256608772,4.288003906,4.45267839,4.325170072,4.342459599,4.385137633,4.393906569,4.467771228,4.72265457,4.746060522,4.804040506,4.699727038,4.404644715,4.33605375,4.8045103,4.863866293,4.74589555,4.505201476,4.576631864,4.840718895,4.404332856,4.674473809,4.657766725,4.716633146,4.401531686,4.327070352,4.541066375,4.484528003,4.406485247,4.187407369,4.394496675
"34390",4.831830225,4.134972433,4.446188718,4.69124464,4.509296227,4.193910032,4.450201193,4.510542886,4.236824819,4.485349734,4.509790229,4.897995955,4.875750306,4.885559299,4.608003948,4.419240379,4.899866343,4.372325753,4.57269807,4.781458645,4.286661106,4.776123031,4.408967909,4.527184315,4.080560832,4.529477746,4.388466076,4.249439379,4.474147686,4.527553814,4.377147804,4.184296474,4.540426572,4.54685222
"4135",4.174252386,4.370790351,4.303069391,4.25501243,4.205519826,4.401095353,4.525360507,4.538897503,4.28691226,4.432429958,4.405786807,4.554540013,5.120172565,5.233070498,4.813633713,4.844477106,4.724337871,4.83502143,4.714184823,4.714863023,4.634413502,4.143848842,4.587741188,4.450163313,4.517606242,4.331909178,4.414206342,4.398424824,4.373509202,4.196821692,4.43054447,4.461762883,4.043094048,4.780023482
"20488",4.571888816,4.060697448,4.654248956,4.427583582,4.680309464,3.912924562,4.529697641,4.147016127,4.723335623,4.278708826,4.740810653,4.529847397,4.436390913,4.273596891,4.23522023,4.43417786,4.417971646,4.598883364,4.713670585,4.57873842,4.795668659,4.500171979,4.766051964,4.296651707,4.637517658,4.756375537,4.562000809,4.537454141,4.749481809,4.947356378,4.39351622,4.385240286,4.422293958,4.559472035
"17499",4.35615443,4.409622144,4.49092611,4.463047214,4.303266217,4.566735233,4.399605479,4.32882695,4.381125993,4.36193777,4.307609286,4.603345157,4.420360941,4.373476834,4.498302211,4.380714703,4.474880242,5.067186605,4.509843399,4.415981408,4.637429069,4.538465702,4.519409153,4.526472542,4.689312079,4.458387392,4.736285289,4.481301772,4.506918072,4.644137478,4.863633091,4.496474106,4.618223017,4.449585913
"840",4.685368473,4.874202051,5.128803928,4.672999768,5.00408678,4.586921353,4.720952045,4.838991231,4.743863143,4.865042002,4.718010568,4.256987335,4.472199594,4.049344355,4.282253245,4.170676591,4.386769912,4.310184591,4.07737433,4.285326799,4.350947405,4.196759252,4.280596076,4.261479289,4.486214443,4.561339569,4.532062968,4.527184315,4.454842942,4.381521056,4.472490191,4.515335678,4.542460371,4.603130055
"2943",4.564456081,4.011560095,4.512528353,4.21947091,4.366517436,4.490771669,4.439668861,4.173601962,4.36262742,4.164629769,4.39944023,4.623531787,4.772983939,4.456415019,4.309325126,4.36952464,4.698319195,5.030077593,4.847385358,4.722626807,4.649832732,4.638511175,4.718122582,4.520850028,4.524406289,4.541937389,4.403543196,4.632123281,4.344493397,4.483655468,4.471918463,4.655765958,4.521988531,4.654825564
"1665",6.150140846,5.265936127,3.933462791,5.588662306,4.087741087,5.458941146,3.894149268,6.155550686,4.105924193,5.675194264,3.866834376,5.861484362,4.030529201,4.132808388,4.00598339,4.251653263,3.858534463,5.401826958,4.410452061,3.524831774,3.810528655,4.00163567,4.07175034,6.323307737,4.089284738,3.911004344,4.012511422,4.344428324,3.760921117,4.005820085,4.356071039,4.211082516,4.287266277,4.487208737
"14942",4.563047819,4.203217887,5.414563542,4.1586725,4.788965987,3.868245906,4.388441965,3.935845503,4.626573728,4.178803232,4.549013072,4.553700985,5.058908517,4.363897799,5.29318859,4.852109542,4.511704924,4.613521674,4.414437032,4.618517853,5.13988512,4.570070088,4.678385054,4.666231083,4.743018526,4.685903031,4.366414944,4.030896766,4.433578183,4.741232621,4.168062743,3.940253272,4.411374538,3.83889169
"9215",4.480690503,4.321040057,4.073855461,4.598883364,4.42479271,4.841279931,4.371192825,4.250456789,4.366138469,4.005649299,4.530018424,4.685341807,4.498161808,4.636992572,4.486493608,4.780340809,4.389754284,4.747261702,4.483959635,4.418112714,4.667784258,4.492077979,4.464380314,4.565402098,4.421665765,4.585724973,4.719159915,4.638302959,4.457716941,4.470699921,4.609365816,4.735120994,4.493634563,4.665547606
"2201",4.280884683,4.346014116,4.281009496,4.387433801,4.642094387,4.193762854,4.52563653,4.372499771,4.233785417,4.274033751,4.27522302,4.682577161,4.500609431,4.396670231,4.480418763,4.282814351,4.733755852,4.47240861,4.832356443,4.34357058,4.538525928,4.764925248,4.613763513,4.453348755,4.756158748,4.595301402,4.83769625,4.593365271,4.491037212,4.912838703,4.513755028,4.487992447,4.45539137,4.830400277
"6343",4.521729421,4.380007927,4.376340624,4.703698549,4.102493364,4.439041801,4.297981957,4.073926272,4.309896078,4.235156189,4.304320289,4.433431636,4.754859128,4.73891538,4.701697718,4.581077019,4.548051735,4.921544324,4.747256764,4.718754733,4.476482216,4.741909013,4.582934559,4.532487277,4.468016204,4.613347576,4.575305967,4.350555481,4.537909551,4.602845257,4.505208122,4.508316998,4.418575762,4.578795614
"24276",4.312495736,4.244996776,4.250756229,4.629213072,4.214346155,4.456452216,4.410171435,4.086284741,4.276767866,4.164955861,4.288641884,4.705838184,5.197601597,4.77946943,5.02238922,4.806013179,4.800239151,4.568259419,4.685464394,4.765105007,4.436441765,4.864613219,4.827996623,4.3505595,4.403039525,4.559371623,4.613301977,4.21820487,4.429585445,4.257163455,4.623510112,4.524475062,4.30948606,4.304324266
"37619",4.303430077,4.34289645,3.934015471,4.74569483,4.270314766,4.514725663,4.018370677,4.928528425,4.280186232,4.486122931,4.01203417,4.321715404,4.497677925,4.395333214,4.661726092,4.783972691,4.635290787,4.618751118,4.69728165,4.63975927,4.534666373,4.560693654,4.553669367,4.360928761,4.505815371,4.298820395,4.184958296,5.203579754,4.308635235,4.524226453,5.005065697,4.716443139,4.814447705,4.747886415
"48616",4.694395082,4.409622144,4.058413265,4.627409464,4.271562884,4.700338731,3.926009599,4.659773288,4.432215689,4.970271188,4.356824078,4.473130078,4.691354348,4.860492997,5.092010047,4.697214046,4.608630448,4.662746962,4.584893478,4.630271089,4.72744532,4.664088276,4.88896848,4.17683478,4.199550081,4.197324164,4.14442327,4.431554445,4.223189989,4.400918719,4.327658162,4.465371444,4.615555758,4.554877507
"33630",4.578498228,4.670774869,4.344718152,4.65452072,4.245550511,4.696977928,4.296887011,4.204808899,4.477282192,4.670732923,4.259278929,4.663308485,4.403168544,4.492669424,5.021976139,4.724883944,4.379624106,4.921657064,4.77732211,4.494513536,4.88184132,4.603913147,4.690687457,4.795541134,4.399480183,4.279652286,4.205875545,4.589472839,4.328470591,4.06809694,4.448929364,4.464937248,4.357455408,4.347030257
"9386",4.460173392,4.449940932,4.160824967,4.29485828,4.180831445,4.389410918,4.413660658,4.301713192,4.296032466,4.053182682,4.607178745,5.134563096,5.10305358,4.94744069,4.581404686,4.313401227,4.727190986,4.487862267,4.625260182,4.843872455,4.668603459,4.741142518,4.779294041,4.507493445,4.364076887,4.524324336,4.546439224,4.290430352,4.440028817,4.488091676,4.583639931,4.262767229,4.391894735,4.508050031
"24299",4.677378625,5.019516957,5.200759209,4.642490612,4.712857697,5.236219176,5.02442356,4.805802549,4.616904852,5.058886107,5.54976879,4.411980911,4.43302141,4.306426256,4.285442329,4.460968959,4.350443635,4.298639048,4.105365381,4.106534987,4.437318211,4.450038429,4.292807025,4.231629536,4.348022609,4.267156609,4.114389903,4.384319913,4.382036213,4.284492013,4.32232487,4.178553057,4.301739589,4.176802293
"25839",4.442116217,4.166040104,4.296094131,4.380066668,4.212005831,4.134962283,4.641892714,4.266159363,4.470129485,4.14014724,4.132886019,4.574458552,4.547294366,4.857559475,4.567040956,4.355250623,4.793550627,4.73274123,4.424477284,4.666855501,4.646414654,4.621194853,4.47266369,4.608756227,4.531714274,4.737014901,4.691297953,4.608629442,4.74053199,4.420984525,4.627227242,4.510457468,4.804765931,4.675328978
"40573",4.456810412,4.413667695,4.413470464,4.409723351,4.478903724,4.806442568,4.34254389,4.246466346,4.571583064,4.37255179,4.531812832,4.333062253,4.778824817,4.600676971,4.817613919,4.887818195,4.413685068,4.46283043,4.803995434,4.904306164,4.580128061,4.582734917,4.64194344,4.509567774,4.237633036,4.253074101,4.467073457,4.602528421,4.331831736,4.711153151,4.31175157,4.775190523,4.157591013,4.313881565
"27223",4.793381495,4.675398684,3.929680784,4.782987687,4.27620677,4.811155736,4.004958411,4.975702338,4.230164819,5.318626135,4.140358332,4.960580303,4.495316008,4.515205167,4.339877626,4.266730391,4.476525677,4.727324214,4.459565051,4.31030151,4.489700449,4.595374089,4.19604039,5.225018571,4.417882512,4.425925331,4.548438429,4.435998726,3.907863229,4.201952336,4.663922379,4.632615942,4.74906268,4.544504949
"13128",5.302793292,6.124165983,4.348280289,5.458964574,4.651831119,5.872341143,4.103893139,6.212124726,4.241385866,6.113773096,3.921040288,4.647517139,3.350486661,3.470157375,3.718419766,3.590596612,3.008918127,4.424868677,3.754098134,4.050737299,4.064776413,3.471578062,3.665904302,5.916380449,3.785552416,3.788860228,3.526442287,5.704151392,4.013664431,4.083513842,5.515942447,5.247868489,5.112790082,5.314069287
"28337",5.751132389,5.226324654,4.236219583,4.830909528,4.221962685,4.998879282,4.027441193,5.424112804,4.472227585,5.085985675,3.99040075,4.879648919,4.141751827,4.278737716,4.101958517,4.150046251,4.139018392,5.210306326,4.501352468,4.488080029,4.319200021,4.335202579,4.092865979,6.130879057,4.167197041,4.040128737,4.146412561,4.41171757,4.088083932,4.03727864,4.452255228,4.265026195,4.3840334,4.555836809
"24835",4.800100357,4.202446141,4.312797136,4.70606145,4.301680353,4.484034263,4.779938829,4.221229778,4.233666571,4.079974585,4.057602451,4.915585691,4.920012835,4.01000095,4.433171452,4.551042777,4.727287715,4.532259334,4.646376545,4.705198655,4.63584371,4.682071758,4.576349676,4.748417499,4.502320145,4.593261371,4.492675836,4.47613522,4.498956127,4.564082019,4.481035979,4.417395111,4.719849731,4.577372269
"28512",4.343172385,4.373303304,4.241102286,4.524490852,3.966981798,4.257084148,4.170990613,4.153063603,4.300773378,3.936158194,4.199395426,4.707933871,4.489657396,4.540826727,4.727282029,4.471335775,4.851384175,4.821352942,4.747918708,4.969393758,4.797725557,4.693747122,4.631345487,4.589215647,4.581375057,4.732027753,4.76523992,4.675425488,4.590668816,4.962878729,4.508621344,4.470431915,4.570141684,4.227813107
"29915",4.674866929,4.391690746,4.244049041,4.37220119,4.073187808,4.596086027,4.197305294,4.476912901,4.417872882,4.434402647,4.028505948,4.845528088,4.615663079,5.174367638,4.648840004,4.553338476,4.772491455,4.547686338,4.654578582,4.575190894,4.500488664,4.504920797,4.587563719,4.503424964,4.605517973,4.686566841,4.652413802,4.274021451,4.41888313,4.348697228,4.627973809,4.499898421,4.568949232,4.526256832
"5952",4.756894903,4.338442272,4.559598774,4.5833271,4.53846501,4.695101279,4.36924517,4.283561284,4.451315329,4.369322173,4.186407008,4.577317437,4.439870124,4.83538675,4.53586641,4.481721476,4.569782681,4.754459782,4.657454513,4.608431433,4.448508177,4.712239786,4.553112934,4.536324926,4.323683734,4.608717478,4.676378978,4.397192967,4.298914781,4.370208656,4.582855108,4.588992533,4.386431312,4.53343475
"28923",4.433704515,4.246147115,3.870079186,4.385839622,3.95775514,4.0157995,3.533127731,5.158131009,3.858797328,4.343011762,4.077132632,4.467079016,4.621586028,4.541476091,4.669436625,4.881352463,4.588523858,4.457074382,4.597981832,4.896116135,4.880692342,4.641477701,4.501928736,4.828780283,4.596862239,4.255696528,4.199037921,5.315101054,4.480875724,4.363111815,5.293254481,4.877371403,4.920034857,4.85617051
"30915",4.61324565,4.81475866,4.543580133,5.102385177,4.980321435,5.211344354,4.65420851,4.713527421,4.763419296,4.95426214,5.061205505,4.549851564,4.353615213,4.403512428,4.028171832,4.468583135,4.290270102,4.478340282,4.165506563,4.268984469,4.408171802,4.380874121,4.357252826,4.597215734,4.454071225,4.266728828,4.261118163,4.256521451,4.358597762,4.308561711,4.476827162,4.374459063,4.357822976,4.336127563
"24548",4.685185648,5.086220331,4.598883364,4.353264316,4.540203721,4.510234409,4.41549839,4.718078045,4.324558109,4.8718856,4.392445955,4.412741382,4.177675574,4.152354253,4.324197718,4.317064802,4.287761368,4.724058399,4.495634782,4.416908433,4.467679048,4.47553223,4.612873309,4.897133008,4.371913092,4.531506859,4.563078063,4.844181212,4.35931731,4.369006207,4.684534634,4.448309782,4.52920422,4.665944582
"4906",4.555028414,4.404396372,4.419300588,4.18795795,4.438906649,4.463954227,4.475338112,4.340782787,4.596527018,4.427191192,4.57706738,4.661646859,4.424447423,4.677997507,4.416484169,4.507286579,4.716849169,4.703364954,4.483223148,4.71773595,4.335860889,4.368952612,4.521578485,4.845072295,4.545536301,4.551970539,4.449855722,4.488875362,4.454531009,4.586466266,4.448428509,4.59674469,4.515242948,4.73737891
"3218",4.360676848,4.214334326,4.469331474,4.748843539,4.208631657,4.264905354,4.461252724,4.196645273,4.382250287,4.153068615,4.503223489,4.67982421,4.791705229,4.742955319,4.485960929,4.249888191,4.412355856,4.456904743,4.728661932,4.689543058,4.608349124,4.621532512,4.55172418,4.620161749,4.549131159,4.706343488,4.710431196,4.301174748,4.765903761,4.774776178,4.476448551,4.547737052,4.605229376,4.607619826
"26446",5.304339503,5.006585465,5.401258101,3.851816241,5.391908487,4.275569348,4.793855911,5.299012356,4.986599965,5.177558529,5.003342312,4.356201991,3.870563341,4.105640379,4.784087571,4.537001111,4.250970711,4.470686795,4.569917618,4.683909761,5.037192075,4.217066622,4.603300549,4.985963413,4.611149861,4.238851131,3.96362126,3.700752282,4.323858387,4.398748699,4.070102162,3.890031203,3.732322973,3.776826377
"7530",4.605628663,4.328346398,4.119618912,4.198551975,4.336033811,4.499353464,4.533463943,4.045482853,4.366453377,4.228824807,4.444345645,4.482227784,4.914920194,5.11822088,4.824086659,4.808204447,4.702367485,4.744197291,4.599404606,4.733068906,4.628027791,4.598883364,4.819885787,4.547450704,4.411078375,4.304002016,4.522677348,4.675556564,4.524393717,4.531717446,4.358311646,4.362152451,4.175654603,4.589497963
"26336",4.371280135,4.374035724,4.355141315,4.305699859,4.179653572,4.514509293,4.299341477,4.18766856,4.149087802,4.192218063,4.096814917,4.809260972,4.935067335,4.695635686,4.524226453,4.489576766,4.795028131,4.846134211,4.660230973,4.929401982,4.96136689,4.743584679,4.700410156,4.386255183,4.735237193,4.629310829,4.456714332,4.481846163,4.290129595,4.491507351,4.546599006,4.516770017,4.648238262,4.385708553
"24748",4.663146134,4.451304999,4.243585854,4.424303538,4.32478176,4.35040739,5.003229432,4.259838033,4.325399198,4.348014886,4.298494844,4.917434086,4.361574642,4.076622848,4.662744134,4.34372021,4.677713679,4.686974602,4.867074466,4.525520285,4.624667662,4.681002996,4.287932976,4.670839773,4.512938747,4.617493963,4.804252343,4.605899063,4.514979343,4.540469712,4.552074395,4.613892401,4.458404852,4.423005666
"24911",5.180900431,4.674648391,4.717309774,4.588143032,4.791266537,4.661939649,4.655923875,4.901486175,4.952142394,4.471503721,4.481572758,4.7587551,4.256253291,4.374454433,4.453037453,4.265746524,4.547144801,4.629492684,4.482521898,4.284680649,4.303673254,4.309602676,4.305120917,4.970112982,4.789732813,4.133989527,4.502408746,4.251982827,4.49823471,4.596809914,4.337751034,4.155602944,4.391430192,4.050249555
"31955",4.54246855,4.43218208,4.603224942,4.483678771,4.493456562,4.469212992,4.52058172,4.400973983,4.59456359,4.628781291,4.465487327,4.531986366,4.602433597,4.49138145,4.671765988,4.608299043,4.398332212,4.527107724,4.583165282,4.501554466,4.560836664,4.58671951,4.783656603,4.282131116,4.610066074,4.493343243,4.459044179,4.386147792,4.45686526,4.535447277,4.557446727,4.407414664,4.580945966,4.476259994
"16683",4.097065337,4.340570205,4.595942035,4.199032441,4.545432184,4.321742273,4.689344869,4.344618917,4.551641512,3.927684808,4.237516777,4.35758065,4.446655108,4.569249427,5.090142663,4.743408151,4.263415288,4.470636102,4.540271324,4.480100874,4.763399895,4.658990074,4.75606133,4.366834689,4.809643654,4.822050673,4.97448338,4.335304704,4.592407524,4.489753625,4.733694011,4.484007475,4.511360433,4.690434518
"25153",4.608490954,3.548220904,4.728300615,4.083838332,4.101988965,3.974764818,3.475790426,3.927470281,3.993026229,3.703366608,5.105435984,4.136227267,5.127385062,5.043194017,5.637560475,5.513590546,5.094582861,4.272294585,5.032464728,5.458542486,5.564119386,5.150770216,5.085194361,3.948772302,5.075144708,4.780259403,4.432215009,3.993860207,4.833269273,4.740425347,3.832585791,4.140388738,3.631100076,4.034074925
"2172",4.538298565,4.311404795,4.1473559,4.309124467,4.209239237,4.411698862,4.030400802,4.281462338,4.638842305,4.326439555,4.426767152,4.589047495,4.854896082,4.937028561,4.803911997,4.713569111,4.83464205,4.498541742,4.535225243,4.632480697,4.681605817,4.589691883,4.834559974,4.447876907,4.373311987,4.572087928,5.129386089,4.527184315,4.483172062,4.446658936,4.301050299,4.541669104,4.446887215,4.408218937
"8848",4.714813076,4.480087648,4.47512246,4.548945503,4.115627227,4.534077466,4.555230693,4.189869481,4.477683931,4.133498351,4.507003833,4.146981868,4.699969092,4.530518355,4.539371889,4.592071036,4.776009153,4.749664125,4.826327411,4.633801759,4.525418024,4.624322449,4.675857671,4.680731866,4.326006324,4.532795673,4.58453091,4.745387228,4.271311714,4.764798357,4.424019494,4.483409704,4.399158992,4.558539593
"21721",4.379727621,4.880417049,4.596959329,4.476150056,4.696207947,4.910155714,4.823655856,4.857416156,4.791233918,4.841235792,4.527122955,4.659391932,4.168212412,4.26880012,4.217123293,4.328841708,3.90529769,5.058533929,4.24459987,4.201303108,4.16387102,4.141458702,4.407721621,5.074858008,4.438832801,4.484565505,4.409074993,4.582618262,4.546267705,4.595633383,4.585132937,4.341638932,4.568281651,4.655926366
"49220",4.757307693,4.601268406,4.375487159,4.546445806,4.504243221,4.831451121,4.656062669,4.352710443,4.312001454,4.337836862,4.410436543,4.766334257,4.669009909,4.861548359,4.676281967,4.5812442,4.68555464,4.430333587,4.735206338,4.318039149,4.500763944,4.442738986,4.523216064,4.465994778,4.553168231,4.246354417,4.546449078,4.405372123,4.350090615,4.417401876,4.464125452,4.532431872,4.394634043,4.587799696
"24999",5.954407891,5.057815271,4.983131749,4.648263141,5.38332032,4.425302185,4.814474887,4.432426141,5.090810673,4.782674073,4.650498125,4.668519032,3.975522564,3.974191037,3.845758839,3.804491762,4.102981343,4.302606536,4.198894478,4.35752522,3.957657125,4.173227459,3.923065008,5.972537864,4.413854619,4.442214706,4.351013291,4.243629895,4.787994567,4.251705015,4.520463668,4.538927703,4.280962235,4.53280891
"25047",4.396424436,4.28044696,4.200473613,4.284370151,4.288276297,4.457307224,4.584556071,4.218214712,4.196322686,4.496271152,4.406542894,4.817774531,4.612503675,4.659477647,4.89011816,4.779867169,5.06104499,4.763825898,4.885432972,4.568950196,4.616764248,5.050265662,4.676506615,4.416521061,4.386839064,4.315359881,4.708206079,4.281630787,4.325397327,4.46276703,4.4154671,4.418227427,4.388740784,4.536524631
"1363",4.801262342,4.405396683,4.355560867,4.515851796,4.250085171,4.619477135,4.443767841,4.339281606,4.373335056,4.47785892,4.427068354,4.670495913,4.579030013,4.61858586,4.630118286,4.509544402,4.976281213,4.684347445,4.698577408,4.658668866,4.693543827,4.677203912,4.503824782,4.468961421,4.272155856,4.527454198,4.549094857,4.357510657,4.502308812,4.399891874,4.43653962,4.52176098,4.394634043,4.508050031
"13478",4.303828213,4.636018027,4.456755165,4.612537995,4.350034315,4.869560126,4.904561875,4.505921779,4.481803511,4.483629334,4.593876319,4.550475867,4.628937804,4.991305791,4.333877651,4.686994078,4.924856273,4.549538227,4.488513039,4.002703377,4.422109819,4.289858487,4.667692187,4.654019724,4.274322776,4.566549922,4.63758319,4.647455126,4.426692721,4.334626551,4.427402332,4.419475683,4.367872039,4.368366929
"1404",4.494590185,4.263176693,4.357222358,4.505691371,4.571553393,4.769443712,4.287347264,4.295618479,4.461973246,4.398293533,4.448735054,4.582892393,4.902722413,4.620398733,4.526356174,4.15819323,5.022386099,4.534189958,4.565802863,4.562908057,4.691453239,4.523168334,4.747307712,4.525348058,4.47356532,4.523442133,4.327814521,4.510007769,4.714383695,4.435140922,4.414949688,4.561434799,4.536751514,4.550720736
"24943",4.385463809,5.533164005,4.758231529,5.14348237,4.750928268,5.047620017,4.601536576,5.533398748,4.761531608,5.818171831,4.629394066,3.815296127,4.086721803,4.101504758,4.42117024,4.512449701,3.983907272,3.803588384,4.4008217,4.811374609,4.994938292,4.218257357,4.364059122,3.976989638,4.409136644,4.356656449,3.955493202,4.725580624,4.514780132,3.959093985,4.484018169,4.516439042,4.198211944,4.293014928
"20799",4.685386683,4.466282604,4.41789174,4.770667236,4.355581112,4.552026426,4.454863369,4.380934728,4.583834745,4.605716336,4.37760628,4.715613841,4.659889577,4.44497285,4.631496085,4.498912644,4.758231767,4.76785034,4.503211439,4.631361749,4.51368091,4.484443188,4.508439191,4.711411576,4.36413224,4.466540639,4.639231795,4.467330056,4.329255541,4.38214514,4.39795343,4.471267044,4.431606116,4.443962308
"14436",3.933509787,4.460084772,5.229012743,4.3812144,5.204944915,3.895239321,4.627646071,4.576112474,4.719508586,4.250866219,4.549688377,3.789453453,4.227515587,4.074053894,4.19078963,3.730797091,3.784960103,3.801465727,4.137217941,4.084260665,3.73516898,3.877724298,3.531939114,3.573927738,5.309821507,4.926637781,4.954410918,5.780467141,5.076417511,5.022158318,5.749346271,5.529814623,5.641594945,5.51874207
"20329",4.419152892,3.931447066,4.723653913,3.99787511,4.80182173,3.866712604,4.437459307,3.919982568,4.531576974,3.846577616,4.608951922,4.22143824,4.761191098,5.162575728,5.244459976,5.512577176,4.555372021,4.562031141,4.845550096,5.340918092,5.403589973,5.250268607,5.164464512,3.927778794,4.492048763,4.400584553,4.270925164,4.450240398,4.42471539,4.133474122,4.287021647,4.063668727,4.195779188,4.141281866
"937",4.609328051,4.188163904,6.378359817,4.437905752,5.822584483,4.135519484,5.310091874,4.359594814,5.613647182,4.378821663,5.593366432,4.232387216,3.924603932,4.056152579,3.845844454,3.970383791,3.891428576,3.971081135,4.337893328,3.962942699,3.928708219,4.115949368,4.090165527,4.343120022,5.160695525,4.885625482,4.690288655,4.503208903,5.189013831,4.832016983,4.36743799,4.221753202,4.059484858,4.490664579
"22135",4.719135382,4.297459762,4.240463481,4.602710869,4.46299082,4.409678131,4.434791706,4.225131678,4.098935794,4.374923098,4.24695205,4.674483016,4.834143817,4.704496046,4.610852289,4.547470691,4.719135382,4.596498394,4.623611517,4.758376708,4.574154117,4.459091956,4.558711567,4.333619723,4.654232219,4.540068203,4.413604167,4.547831346,4.807276379,4.613485236,4.523631459,4.587726356,4.619658123,4.490566333
"13392",5.748168097,4.543639303,4.268981331,4.718702144,4.574896295,4.594666467,4.101871746,4.590274755,4.715445013,4.716786989,4.319413758,5.074896841,4.518906702,4.410801827,4.381528817,4.137660168,4.214294658,4.950022522,4.693182772,4.617812476,4.646469482,4.648406487,4.544679922,4.891615475,4.417294783,4.374357054,4.225307316,4.436470273,4.147396241,4.374032564,4.165871916,4.365540611,4.392596377,4.386275432
"1361",4.780172257,4.407008922,4.534873672,4.739225171,4.435892823,4.328641598,4.903270423,4.699397655,4.600793891,4.487569457,4.311227411,4.278801173,4.188968593,4.472592772,4.544963768,4.340456231,4.100099784,4.634154565,4.526404953,4.302444391,4.583186442,4.3816756,4.405122702,4.198369351,4.689133762,4.57835495,4.905661507,4.527822103,4.631297107,4.799975352,4.708366674,4.642925419,4.710714414,4.56879915
"21629",4.483125716,4.348788112,4.326921826,4.628303814,4.29258936,4.367991157,4.161408604,4.359543361,4.255477399,4.387143729,4.384617701,4.694090545,4.95558514,4.63855696,4.586468392,4.470860766,4.842733227,4.668031656,4.606807231,4.530715502,4.625470183,4.679462906,4.544568322,4.423123195,4.601168077,4.485603646,4.534332793,4.43362191,4.530134178,4.44447202,4.640498416,4.734733924,4.827898003,4.480498888
"8518",4.474421959,4.391745255,4.398966518,4.390323898,4.382185736,4.6527164,4.613611278,4.532499731,4.426278104,4.250672623,4.521550114,4.647681917,4.518963701,4.763961588,4.405538088,4.633022512,4.619624217,4.498541742,4.593227392,4.554380703,4.471871583,4.673795511,4.75579031,4.497898745,4.699052115,4.506589846,4.678434759,4.354781731,4.50114595,4.596191235,4.401129364,4.630102089,4.538174371,4.417574379
