uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
O60486;B4DHQ7,PLXNC1,2409,0,437,454
O60487,MPZL2,0,0,0,0
O60488;O60488-2,ACSL4,337739,253218,286560,319356
O60493;O60493-2;O60493-4;O60493-3,SNX3,1304509,1457391,971396,925873
O60496;E5RJ11,DOK2,6921,5139,0,1205
O60499;Q5U8S2;X6R2W0;K7EIY4;O60499-2,STX10,41143,21518,23612,20581
O60502;O60502-4;O60502-2;O60502-3,MGEA5,271823,164286,123107,138541
O60504-2;E5RJP2,SORBS3,113170,22984,0,9313
O60506;O60506-2,SYNCRIP,1120941,1027037,609701,459761
O60506-3;O60506-4;B7Z645;O60506-5,SYNCRIP,22091,39399,15103,6031
O60508;Q5SRN1,CDC40,88227,92948,61806,54029
O60512,B4GALT3,3694,0,5076,7931
O60516,EIF4EBP3,0,0,0,0
O60518,RANBP6,0,0,4798,0
O60524;O60524-4;G3V5V3;O60524-3,NEMF,53047,23648,33848,27341
O60547;O60547-2,GMDS,342013,265982,146850,189513
O60551;Q5VUC6,NMT2,3983,1675,3944,2832
O60563,CCNT1,22316,15352,9288,14222
O60566;O60566-3;O60566-2,BUB1B,8592,1983,2416,0
O60568,PLOD3,10409,5858,4772,12389
O60573;B9A044;B8ZZ50;O60573-2;C9JEL3;B8ZZL3;B4E1E4;B9A023,EIF4E2,82832,72491,70227,64887
O60583;O60583-2,CCNT2,0,0,0,0
O60602,TLR5,0,0,0,3417
O60603,TLR2,830,3383,3030,357
O60610;O60610-2;O60610-3;H9KV28,DIAPH1,518205,395223,265071,283268
O60645;O60645-3;O60645-2;D6RB59,EXOC3,125540,86186,63931,100358
O60664;O60664-4;O60664-3,PLIN3,819850,612263,462216,380501
O60664-2,PLIN3,0,0,0,0
O60667;O60667-2;O60667-3,FAIM3,3506,29325,0,2863
O60669;F8W0N3,SLC16A7,6380,7878,0,2480
O60671;O60671-2,RAD1,17774,18700,7501,9882
O60674,JAK2,80977,72641,81334,56946
O60675,MAFK,6584,0,2362,7034
O60678;A0A0A0MSN7;O60678-2,PRMT3,39736,13982,8892,23183
O60683-2;O60683;D6RA89;D6RBB0,PEX10,0,0,1903,6678
O60684;Q5TFJ7,KPNA6,132308,114067,68194,100240
O60701;O60701-3;O60701-2,UGDH,137341,182148,103994,102601
O60704,TPST2,0,53548,593,1052
O60711;O60711-2;B7Z5P7,LPXN,2054860,1572986,1161145,1232544
O60716-3;O60716-5;O60716;C9JZR2;O60716-2;O60716-8;O60716-7;O60716-4;O60716-6;O60716-13;O60716-11;O60716-21;O60716-19;O60716-10;O60716-9;O60716-16;O60716-18;O60716-15;O60716-17;O60716-24;O60716-23;O60716-14;O60716-12;O60716-22;O60716-20,CTNND1,9802,15097,5895,6387
O60725,ICMT,8897,4596,6144,9046
O60733;O60733-2,PLA2G6,0,0,0,0
O60739,EIF1B,94898,76326,33849,18444
O60749,SNX2,1003254,1033845,646805,635658
O60759;O60759-2,CYTIP,0,0,0,7537
O60760,HPGDS,15812,0,1048,11866
O60762;Q5QPK2;H0Y368;Q5QPJ9,DPM1,361016,259001,185368,446683
O60763;O60763-2,USO1,483890,400204,262262,266106
O60783,MRPS14,197035,41321,117791,136511
O60784;O60784-2;O60784-4;O60784-3;B0QY01,TOM1,156201,95356,128166,108753
O60814;P57053,HIST1H2BK;H2BFS,526,0,1511,3353
O60825,PFKFB2,44709,17572,12731,35180
O60825-2,PFKFB2,0,0,0,0
O60826,CCDC22,86690,101840,70523,87830
O60828;O60828-2;O60828-4;H7C053;O60828-3;C9JQA1,PQBP1,169964,177578,134340,87433
O60830;V9GYS0;O60830-2;V9GYU0,TIMM17B,22642,12356,13860,31639
O60831,PRAF2,0,22139,26538,40211
O60832;O60832-2;C9IYT0,DKC1,1155543,682044,528305,814767
O60858;O60858-3;X6R9U5,TRIM13,12931,9075,2227,5124
O60861;O60861-2;O60861-1;O60861-4,GAS7,18864,5556,0,3120
O60869;O60869-2;O60869-3,EDF1,1276405,818244,438031,444826
O60870;O60870-2,KIN,43168,59403,55919,30463
O60880,SH2D1A,0,0,8886,0
O60880-4,SH2D1A,0,0,0,0
O60884,DNAJA2,553921,443891,295061,317243
O60885;O60885-2;O60885-3;M0QZD9,BRD4,125040,100962,71870,69857
O60888-3;O60888;O60888-2;C9IZG4,CUTA,295828,238001,272299,197187
O60890,OPHN1,0,0,0,0
O60906;H0Y5N2,SMPD2,3725,0,0,0
O60907-2;O60907,TBL1X,9680,17189,766,19588
O60911,CTSV,0,0,0,0
O60921;O60921-2,HUS1,72485,46973,28176,63872
O60925;E5RGS4,PFDN1,849080,703183,362217,309670
O60927,PPP1R11,22309,43575,10340,32422
O60930,RNASEH1,0,112836,5426,12981
O60934;A0A0C4DG07,NBN,71593,44843,44430,26682
O60942;O60942-2;O60942-4;O60942-3,RNGTT,152838,96586,46150,76910
O75022;O75022-3;O75022-2,LILRB3,0,0,0,17150
O75027-2;O75027;A0A087WW65;O75027-3,ABCB7,106405,52251,46068,79524
O75037;O75037-2;O75037-3;O75037-4,KIF21B,2721,2553,1988,5959
O75038;O75038-3;B9DI82,PLCH2,17205,0,51117,0
O75063,FAM20B,0,0,0,0
O75064;E9PAK5,DENND4B,30269,28670,10601,24692
O75069;O75069-2;G5E963;A0A0C4DFR1;A6NJC0,TMCC2,0,0,0,0
O75081;O75081-2;O75081-4;H3BNH2,CBFA2T3,0,0,0,0
O75083;O75083-3;D6RD66,WDR1,2122268,2095837,1788991,1439831
O75110;A0A0A0MR22;O75110-2,ATP9A,0,0,0,0
O75113,N4BP1,21929,14079,5332,0
O75116;E9PF63;Q14DU5,ROCK2,10245,16114,6151,2232
O75131;A0A087WYQ3,CPNE3,911655,435388,266687,471207
O75140;O75140-1;O75140-4;O75140-9;O75140-8;O75140-3;O75140-5;O75140-6;H0Y770;O75140-7,DEPDC5,4249,3891,1884,0
O75143;O75143-2;O75143-5;O75143-3;O75143-4,ATG13,7767,8171,7283,4558
O75146;O75146-2,HIP1R,427836,322609,315187,211876
O75150;H3BP71;O75150-4;O75150-3,RNF40,144195,95990,56020,99159
O75151,PHF2,5709,2694,14679,5900
O75152;E9PQ61;E9PBY7,ZC3H11A,106575,62488,68347,71248
O75153,CLUH,136017,85563,37158,79727
O75154;O75154-3;X6RFI8;O75154-2,RAB11FIP3,0,0,0,0
O75155;O75155-2,CAND2,0,0,0,0
O75157;O75157-2,TSC22D2,4139,4359,3374,0
O75164,KDM4A,5381,4824,4192,2258
O75165,DNAJC13,92316,82359,53570,69180
O75170-2;O75170-4;O75170-3;O75170-5;O75170;O75170-6;T1ECW5,PPP6R2,63736,47266,38891,41280
O75175;O75175-2,CNOT3,114444,74761,36926,35717
O75177,SS18L1,0,0,0,0
O75182-2;O75182,SIN3B,10637,11382,2182,1824
O75190;O75190-4;E9PH18,DNAJB6,46664,46271,16947,36761
O75191;O75191-2,XYLB,15757,29086,4165,67189
O75204,TMEM127,0,0,0,0
O75208;H3BNT2;H3BSJ5;H3BRC0,COQ9,59831,36848,49859,88865
O75223;M0QZK8;B8ZZK2,GGCT,316062,177430,108822,61207
O75251;F5H5N1,NDUFS7,262907,83457,66395,127437
O75290;O75290-3;A0A0C4DG08,ZNF780A,0,0,0,0
O75298;Q7RTN0;O75298-2;K7EMR7;O75298-3,RTN2,5926,4585,3141,1772
O75306;O75306-2,NDUFS2,364384,318352,281784,380472
O75312;H7C0E5;H7BZM7,ZPR1,232812,127479,64551,104914
O75317,USP12,9341,7972,5981,6514
O75319;O75319-2,DUSP11,65237,47678,42184,53953
O75323;O75323-2;H7C333;C9K068,GBAS,130832,198179,63099,134254
O75324,SNN,0,0,0,0
O75326;O75326-2;F5GYX3,SEMA7A,371673,241950,149276,78934
O75330;O75330-2;O75330-3;O75330-4,HMMR,8447,10039,1974,8599
O75340;O75340-2;A0A024QZ42,PDCD6;hCG_1985580,1021304,653326,493651,780311
O75342,ALOX12B,12493,0,3005,0
O75348,ATP6V1G1,283897,197402,219144,236560
O75351,VPS4B,544321,436311,341042,437998
O75362,ZNF217,13720,5779,3518,1214
O75367;O75367-3;B4DJC3,H2AFY,3605894,2710725,2425527,3285232
O75367-2,H2AFY,0,0,0,0
O75368,SH3BGRL,2581127,2177277,1913258,1149429
O75369;O75369-2;O75369-9;O75369-6;O75369-3;E7EN95;O75369-7;O75369-5;O75369-4,FLNB,0,0,0,0
O75369-8,FLNB,2307,3288,1263,14491
O75376;O75376-2;A0A088AWL3,NCOR1,53519,29620,27197,45933
O75379;O75379-2,VAMP4,25082,14017,14366,87976
O75380;D6RBT3,NDUFS6,520800,668729,402568,434198
O75381;O75381-2,PEX14,47463,28904,17039,53853
O75382;O75382-2;O75382-4;O75382-3,TRIM3,907,1640,1434,0
O75385,ULK1,0,0,0,0
O75391;I3L0X5;I3L4C3,SPAG7,190150,238330,140092,140827
O75394,MRPL33,329312,278411,200702,262901
O75394-2,MRPL33,36241,5073,0,0
O75396,SEC22B,1162363,862468,781850,964244
O75398;O75398-4;O75398-3;H0YCH1;O75398-5,DEAF1,0,0,0,0
O75400;O75400-2,PRPF40A,148270,141972,81402,71888
O75400-3,PRPF40A,0,0,0,0
O75410;O75410-2;O75410-7;E7ET87;O75410-3;E7EVI4;H0YAY0;O75410-6;R4GMT7;O75410-5;O75410-4;H0YBT8,TACC1,83355,52441,46651,91776
O75419;O75419-2;O75419-3,CDC45,18237,5992,4881,5842
O75420,GIGYF1,0,16249,6448,2371
O75427,LRCH4,139916,149396,75841,124016
O75431;O75431-2;C9JNK6;C9JAZ1,MTX2,386868,181783,156898,186823
O75436,VPS26A,950666,676535,253851,314049
O75438;O75438-2,NDUFB1,343162,309835,201516,271310
O75439;G3V0E4,PMPCB,455305,347134,204180,224284
O75446,SAP30,56698,48364,49669,38372
O75449;B7ZBC8,KATNA1,20800,0,8692,1815
O75460,ERN1,0,0,0,0
O75461;O75461-2;O75461-3,E2F6,0,0,0,0
O75475;O75475-2;O75475-3,PSIP1,546644,544395,390191,298779
O75477;B0QZ43,ERLIN1,20142,5155,3764,15328
O75486;O75486-2;O75486-3;B4E1H0,SUPT3H,11088,0,0,0
O75487;O75487-2,GPC4,0,0,0,0
O75489,NDUFS3,724291,592703,327003,461537
O75494;O75494-3;O75494-4,SRSF10,558893,371606,202743,442011
O75506,HSBP1,581689,384591,194942,282692
O75509,TNFRSF21,1657,0,0,1260
O75528;O75528-2,TADA3,17582,0,11854,15057
O75529,TAF5L,3085,17076,0,9468
O75530;O75530-3;O75530-2;E9PJK2,EED,251122,160169,128826,146238
O75531,BANF1,8292625,5969167,3293308,5093628
O75533,SF3B1,1099113,839435,546906,622443
O75534;O75534-4,CSDE1,535796,368776,229832,253770
O75534-2;O75534-3;E9PLT0,CSDE1,0,0,0,0
O75554;O75554-2,WBP4,15512,22888,6377,22211
O75558,STX11,103467,21135,43969,27256
O75563,SKAP2,1893,1403,779,327
O75569;O75569-3;O75569-2;G5E9Q4,PRKRA,260940,185968,144014,157493
O75570;O75570-2,MTRF1,5785,0,0,0
O75582;A0A0A0MQV2;O75582-3;O75582-2,RPS6KA5,5000,6054,2136,14591
O75592;O75592-2,MYCBP2,60034,46551,38101,53913
O75594,PGLYRP1,0,0,0,0
O75600;O75600-2,GCAT,11222,6684,5647,0
O75607,NPM3,393085,605177,174973,244669
O75608;O75608-2;A0A087X1K9;E5RGR0;B4DP64,LYPLA1,930706,868682,554948,583376
O75616;J3QSB2;J3QRV9;O75616-2,ERAL1,25595,19357,8951,19649
O75629,CREG1,0,407,1354,0
O75636;O75636-2,FCN3,0,1009,0,0
O75643,SNRNP200,610367,518883,354050,388943
O75648;O75648-2;O75648-4,TRMU,5789,5447,0,4398
O75663;O75663-2,TIPRL,561166,342488,264115,231938
O75665-3;O75665;A6NF31,OFD1,8667,13930,0,8653
O75676,RPS6KA4,3671,1989,1078,10739
O75683,SURF6,3759,35317,19359,40206
O75688;O75688-2;C9JIR6;O75688-4;B8ZZF0;O75688-5,PPM1B,192734,115864,115941,114767
O75689;O75689-2;H0Y7Q1;H7BZT6;H7C324;H7C4B3;H7C264,ADAP1,7912,12423,8910,6683
O75691,UTP20,57190,37871,22861,45453
O75694;O75694-2;E9PF10,NUP155,330430,256815,134111,216473
O75695,RP2,152672,92286,93321,140187
O75716;B8ZZI5;B8ZZN3,STK16,17443,0,0,0
O75717;O75717-2,WDHD1,58490,34821,24771,14922
O75718;C9JP16,CRTAP,28121,11660,0,27711
O75746;O75746-2,SLC25A12,185496,142910,116041,206713
O75764,TCEA3,0,36582,12189,30664
O75787;O75787-2;H0Y750;H7C3E1,ATP6AP2,10490,7277,10878,21998
O75791;O75791-2,GRAP2,795,2832,3673,8300
O75792,RNASEH2A,323330,224492,183674,169876
O75794;X6RA30;X6RF82,CDC123,55349,25301,20396,52268
O75808,CAPN15,0,0,0,0
O75815;O75815-3;O75815-2,BCAR3,9297,3158,5481,3999
O75818;O75818-2;X6RLL4,RPP40,46838,55255,27467,39244
O75821;K7EL20;K7ER90,EIF3G,823241,741779,371477,380513
O75822;O75822-3,EIF3J,874725,632407,380925,300408
O75828,CBR3,329478,196977,194961,145652
O75829;O75829-2,LECT1,0,0,0,0
O75832;B1AJY5;B1AJY7;O75832-2,PSMD10,410576,271348,225267,203243
O75843,AP1G2,119364,105024,63805,111713
O75844,ZMPSTE24,149959,124639,136711,205268
O75864,PPP1R37,1033,0,373,1220
O75865;O75865-2,TRAPPC6A,18808,11474,14193,22847
O75874,IDH1,596915,492707,341856,192168
O75880;J3QL56,SCO1,149517,242873,177410,188217
O75881,CYP7B1,0,0,0,0
O75882;O75882-2;O75882-3,ATRN,0,0,0,0
O75884;A0A087WYQ5;O75884-2,RBBP9,168562,85906,102291,93680
O75886;O75886-2,STAM2,56258,47027,34023,30730
O75888;Q2QBA2;A0A0A6YY99;O75888-4;O75888-2;O75888-3;O43508-2;C9JF68;O75888-5,TNFSF13;TNFSF12,0,4498,6443,0
O75896;G3V0I0;F2Z2A9,TUSC2,0,4317,0,22869
O75907;A0A0A0MR74,DGAT1,46776,24994,6087,10129
O75909;O75909-4;O75909-1;G3V5E1;O75909-2;G3V2Q3,CCNK,94332,61484,27241,52859
O75911,DHRS3,0,0,2002,6386
O75915;F8WF90;C9JQU6;F8WF33,ARL6IP5,1132377,736621,820468,835949
O75923-2;O75923;O75923-4,DYSF,0,0,0,0
O75923-5;O75923-7;O75923-3;O75923-6;O75923-15,DYSF,117,52,53,56
O75925;O75925-2,PIAS1,6512,5331,5078,6082
O75928-2;O75928;A0A087WUY7,PIAS2,0,0,0,0
O75934,BCAS2,558580,441258,280806,255856
O75935;O75935-3;X6RLR1;X6RA56;X6RCK5;O75935-2;A0A0A0MRV8,DCTN3,279945,212264,73900,116508
O75937,DNAJC8,1441642,1495460,1061535,543694
O75940,SMNDC1,349189,231054,129002,142870
O75943;O75943-2;O75943-4;O75943-3,RAD17,8715,4285,18292,6873
O75947;O75947-2,ATP5H,1205974,958594,619964,1209785
O75955;O75955-2;A2AB10,FLOT1,916076,455598,376941,571010
O75962;O75962-4;O75962-2;O75962-5;E7EWP2;E7EPJ7;F5H228,TRIO,25222,6736,7753,16073
O75964;E9PN17,ATP5L,3156612,1471255,1467318,3810201
O75976;O75976-2,CPD,638,0,360,543
O75995,SASH3,932830,775743,406928,333431
O76003,GLRX3,1438878,1141906,713288,760045
O76021;J3QSV6;I3L3U9;I3L3C4,RSL1D1,1194836,869573,509594,760754
O76024,WFS1,4530,760,1007,4051
O76031,CLPX,123566,92351,74546,84861
O76036;O76036-6;O76036-2;O76036-5;O76036-3,NCR1,0,0,0,0
O76050;O76050-2,NEURL1,4810,6996,1787,3510
O76054;B3KRD8;O76054-5;O76054-4,SEC14L2,0,0,0,0
O76062;O76062-2;E9PS18,TM7SF2,0,0,0,4606
O76071,CIAO1,152612,96111,65124,79094
O76074,PDE5A,89,0,0,80
O76080;Q5QPB1,ZFAND5,1875,3894,0,2766
O76094,SRP72,557708,392338,277800,434471
O76095;O76095-2,JTB,0,0,0,0
O76096,CST7,13071,0,0,0
O94760;O94760-2,DDAH1,1688,67757,8285,0
O94762;O94762-4;J3KTQ2,RECQL5,4181,4443,4287,5130
O94763;O94763-3;O94763-2,URI1,26450,25612,13337,7518
O94766;G3V150;O94766-2,B3GAT3,30377,8658,18840,41182
O94768,STK17B,94836,113162,56069,88856
O94776;O94776-2,MTA2,816609,697617,468037,628094
O94782,USP1,2858,2001,689,2171
O94788-3;O94788;H0YMG7;O94788-4;O94788-2,ALDH1A2,7152,0,4715,1902
O94804,STK10,477455,469176,230404,296155
O94806,PRKD3,1835,1974,2453,1613
O94808,GFPT2,0,0,0,0
O94811,TPPP,0,0,0,0
O94817,ATG12,74168,75422,56792,54346
O94819,KBTBD11,0,1300,0,1177
O94822;O94822-3,LTN1,12521,4900,9459,9369
O94826,TOMM70A,435385,316129,243265,376740
O94829,IPO13,8626,10911,3612,7288
O94830;O94830-2,DDHD2,10085,7446,3787,5092
O94832;K7EIG7;J3QRN6,MYO1D,30284,18707,26898,64210
O94842;O94842-3;O94842-2,TOX4,21084,24791,22572,22723
O94851-4;O94851-6,MICAL2,67120,39783,20784,47438
O94855;O94855-2;E9PDM8,SEC24D,69765,74976,65691,47281
O94864;O94864-2,SUPT7L,4762,7338,0,0
O94868;E9PG19;O94868-2;E7ENZ2;O94868-3,FCHSD2,15958,52842,46059,9097
O94874;O94874-2;O94874-3,UFL1,266608,233576,194534,254705
O94880,PHF14,15097,7729,8354,12875
O94880-2,PHF14,0,0,0,1126
O94886,TMEM63A,7289,4638,870,12226
O94887;O94887-3;O94887-2,FARP2,0,0,0,0
O94888;C9JAT7,UBXN7,141425,127206,60625,97598
O94889;O94889-2,KLHL18,0,2600,0,5275
O94900,TOX,8516,9993,6389,0
O94903;E5RG77,PROSC,555678,619788,381459,361673
O94906;O94906-2,PRPF6,188863,154627,142170,179177
O94910;O94910-2,LPHN1,0,0,0,0
O94913;E9PQ01;E9PKN0;A0A0C4DGU6,PCF11,20345,23888,4362,24058
O94915;F2Z2S2,FRYL,43419,38639,28371,32049
O94915-2,FRYL,0,0,1962,0
O94916-4;O94916;O94916-5;O94916-2;O94916-3,NFAT5,28624,3628,323,0
O94919,ENDOD1,31468,15447,12247,7833
O94921;O94921-3;O94921-2;E7EUK8,CDK14,8737,6628,4542,4802
O94925,GLS,695159,516404,435434,561349
O94925-3,GLS,74941,60623,41188,31923
O94927,HAUS5,13699,13520,10586,15418
O94929-2;O94929-3,ABLIM3,0,0,0,0
O94941;O94941-2,UBOX5,0,0,0,0
O94952;Q4G104;O94952-1;H0YIE9;H0YHF6,FBXO21,2624,0,0,0
O94964-2;O94964;X6R3R3;H0YDM2;O94964-4,SOGA1,7386,5568,2869,2268
O94966-6;O94966-7;O94966-5;E7EST9;B5MEG5;O94966-3;O94966-4;O94966;E7ESU0;O94966-2,USP19,13346,9197,8362,10374
O94967;O94967-2;O94967-3;O94967-4;A0A0A0MRE6,WDR47,3555,1619,0,3890
O94973,AP2A2,140956,94211,64363,86414
O94973-2;O94973-3,AP2A2,0,0,0,0
O94985-2;O94985;Q5SR54,CLSTN1,704,0,475,0
O94986;O94986-1;O94986-2;O94986-3,CEP152,3181,0,0,995
O94992,HEXIM1,99890,57696,23250,35217
O95049;O95049-5;O95049-4;O95049-3,TJP3,0,0,0,0
O95059,RPP14,0,34940,0,0
O95067;H1UBN3;H0YMP3,CCNB2;CCNB2V,10427,11756,0,10178
O95071;O95071-2;E7EMW7,UBR5,30443,24165,16589,19960
O95081;A0A0C4DG34;O95081-2,AGFG2,18876,14542,7797,7196
O95084;E9PRR2,PRSS23,0,0,0,0
O95104;O95104-2;O95104-3,SCAF4,56051,40681,22768,18687
O95136,S1PR2,0,0,0,0
O95139;A0A087WZX2;O95139-2,NDUFB6,0,44664,34915,72857
O95140;O95140-2,MFN2,43253,24489,30360,45164
O95147,DUSP14,0,0,0,0
O95149;H3BRI5;H3BUB4,SNUPN,45103,20528,13467,7159
O95155;O95155-2;O95155-4;O95155-3,UBE4B,29321,18914,14940,19129
O95159;E9PQ47;E9PNY1,ZFPL1,80101,38735,39190,55321
O95163;F5H2T0,IKBKAP,99648,67174,54831,67542
O95164,UBL3,47332,0,14080,22177
O95167;S4R3I5,NDUFA3,126979,52081,60405,60833
O95168;O95168-2;C9JXQ9,NDUFB4,348264,255007,212479,649081
O95169;O95169-3;E9PQ68;O95169-2;K9J7I2,NDUFB8,99445,67336,72102,130350
O95182,NDUFA7,843337,549804,415738,400633
O95183,VAMP5,0,0,23605,0
O95197;O95197-7;O95197-2,RTN3,13843,17805,13131,31926
O95197-3;O95197-5;O95197-4;O95197-6,RTN3,0,0,0,7889
O95202,LETM1,279310,185683,136040,197219
Q5VZF2;O95205;Q5VZF2-3;Q5VZF2-2,MBNL2;MBLL,0,0,0,0
O95210,STBD1,30377,0,0,0
O95219;O95219-2,SNX4,13764,8099,0,13758
O95229-2;O95229,ZWINT,30216,14267,0,31781
O95235;O95235-2,KIF20A,11904,13579,3092,3000
O95236;O95236-2;O95236-3,APOL3,13405,28730,20759,17241
O95237,LRAT,0,0,0,0
O95239;O95239-2,KIF4A,28288,39138,13084,10921
O95243-2,MBD4,103074,115203,53848,201685
O95248-4,SBF1,29459,16559,22610,21370
O95251;O95251-4;E7EUP3;O95251-2;O95251-3;O95251-5,KAT7,41635,73619,42959,57165
O95260;H0Y5C2;B4DK25,ATE1,0,0,0,0
O95260-2;B4E107,ATE1,25806,9799,11187,13497
O95273;O95273-2,CCNDBP1,24885,33010,0,13128
O95292,VAPB,166801,139168,106433,149324
O95294;O95294-2;O95294-4;O95294-3,RASAL1,8877,0,0,0
O95295,SNAPIN,401391,354198,262505,359105
O95297;O95297-4;O95297-2,MPZL1,30358,0,0,23396
O95297-3;Q9UEL6,MPZL1,0,0,0,0
O95298;E9PM14;A0A087WUM3;E9PQ53;O95298-2,NDUFC2;NDUFC2-KCTD14,166665,69967,34611,38463
O95336;M0R261;M0R0U3,PGLS,1336722,1127482,897667,921655
O95340;O95340-2,PAPSS2,0,0,0,11718
O95347;O95347-2,SMC2,191259,240200,132713,113389
O95352;O95352-2;O95352-3,ATG7,143290,90447,62636,78144
O95361;B3KP96;O95361-2,TRIM16,0,2242,1566,1747
O95363,FARS2,36268,28591,13515,44239
O95365,ZBTB7A,17051,11868,6636,11122
O95372;Q5QPQ0;Q5QPQ1;Q5QPQ3;Q5QPQ2,LYPLA2,1311510,1544393,1078700,774205
O95373,IPO7,500169,352504,198197,230109
O95376,ARIH2,53100,36334,13823,15098
O95379,TNFAIP8,1288062,1770221,1085985,718070
O95379-3,TNFAIP8,17638,20333,10413,7514
O95379-4;O95379-2;D6RCM8,TNFAIP8,0,0,0,0
O95382;O95382-3;H0Y894;O95382-2,MAP3K6,0,0,0,0
O95391,SLU7,19727,16152,6487,9009
O95394;O95394-3;O95394-4;A0A087WT27;J3KN95,PGM3,39389,23684,24046,22015
O95396,MOCS3,49365,37560,33086,38842
O95400,CD2BP2,145594,124725,62731,91332
O95402;B8ZZF3,MED26,6555,2943,0,2631
O95425-4;O95425;O95425-3;O95425-2,SVIL,1011,594,323,532
O95427;K7ESH9;K7EQG0,PIGN,22727,0,0,0
O95429;O95429-2,BAG4,10247,4950,4438,0
O95433;O95433-2;G3V438;H0YJG7,AHSA1,1093667,1007253,590704,471440
O95436;O95436-2;D6RBC0;D6RA94,SLC34A2,0,0,0,0
O95445;O95445-2;Q5SRP5,APOM,0,0,0,0
O95450;O95450-2,ADAMTS2,0,0,0,0
O95453;O95453-2;O95453-3;O95453-4;H3BRK1,PARN,165563,121522,86522,123785
O95456;O95456-2,PSMG1,111319,67426,66762,36987
O95466-2;O95466;O95466-3;K7EK60;A0A0A0MR62,FMNL1,456221,406325,298543,322662
O95470,SGPL1,47496,45031,56167,77165
O95477,ABCA1,0,0,0,0
O95478;A0A0A0MQZ6,NSA2,70109,31445,35206,67283
O95479;R4GMU1,H6PD,33736,18255,22003,30022
O95486,SEC24A,59367,49208,62355,47939
O95487;O95487-3;O95487-2,SEC24B,79799,62164,35152,45463
O95497,VNN1,0,657,0,0
O95498;J3KQ55;J3QT03;O95498-2,VNN2,24,0,0,12
O95498-6,VNN2,0,0,0,0
O95544;O95544-2;O95544-3;A0A0A0MR98,NADK,2379,5147,22475,9193
O95551;O95551-2;O95551-3,TDP2,19715,16621,18301,0
O95562;Q5TIH2,SFT2D2,0,0,0,0
O95563;Q5R3B4,MPC2,226142,104276,103693,223810
O95568,METTL18,0,19942,14406,17032
O95571;M0QXB5,ETHE1,367321,248404,258821,347480
O95573,ACSL3,97698,45308,42647,114795
O95602;B9ZVN9,POLR1A,56424,36878,21872,24310
O95613;O95613-2,PCNT,6914,10744,2857,13091
O95619;F8W0J4;F8W1B9,YEATS4,176193,127714,74464,91752
O95625,ZBTB11,0,5707,3113,8908
O95628-8;O95628-4;O95628-9;O95628-10;O95628;O95628-3;O95628-2;O95628-6,CNOT4,11195,13807,4764,5752
O95630;C9JK83;O95630-2,STAMBP,172778,189694,116516,138464
O95639;O95639-3;O95639-2;C9JEV9;B7Z7B0;H7C419,CPSF4,201369,189256,75186,137891
O95644;O95644-6;O95644-5;O95644-4;O95644-11;O95644-10;F5H4S8;O95644-17,NFATC1,65887,29625,17929,46410
O95644-8;O95644-3;O95644-2,NFATC1,0,0,0,0
O95671;O95671-2;O95671-3,ASMTL,125388,59235,83590,144113
O95674,CDS2,12555,12743,32218,69409
O95684;O95684-2;A0A087WV25,FGFR1OP,110590,101923,51048,32858
O95685,PPP1R3D,17015,14700,16515,8762
O95696,BRD1,6987,8675,9175,12978
O95696-2;J3KQ61,BRD1,0,0,0,0
O95707;K7ERD7;K7EQV2,POP4,27039,26901,24115,26045
O95711,LY86,2806,10976,25681,0
O95714,HERC2,2675,1764,6310,2162
O95716,RAB3D,1793,141,103400,0
O95721;C9JAF7,SNAP29,188975,101073,68829,110781
O95727,CRTAM,0,0,0,0
O95741;O95741-2,CPNE6,0,0,0,0
O95747;C9JIG9,OXSR1,500297,455048,328847,282894
O95749;C9J7M1;C9J6G3;O95749-2,GGPS1,43280,41189,27443,41549
O95758;O95758-5;O95758-6;O95758-4;O95758-2;O95758-7,PTBP3,324362,301608,206169,294042
O95758-1,PTBP3,0,0,0,0
O95772-2,STARD3NL,0,0,0,0
O95777;C9JIZ0;F2Z2Y6;C9JNV3,LSM8,2131340,1262765,795426,737201
O95782;O95782-2,AP2A1,357871,309107,256158,240965
O95785,WIZ,12191,5860,3706,5869
O95786;O95786-2;A2A376,DDX58,76336,50577,42384,72324
O95793;O95793-2;A0A087X1A5;Q5JW30,STAU1,169034,101401,60484,69411
O95801,TTC4,80192,51494,5951,55586
O95807,TMEM50A,4947,16963,9300,9114
O95810,SDPR,838,440,0,0
O95816,BAG2,256536,175373,92080,87339
O95817,BAG3,3810,3942,4730,1455
O95819;E7EX83;A0A0D9SG62;H7C0P6,MAP4K4,72893,29995,21698,21522
O95819-3;C9J840,MAP4K4,0,2661,2892,2932
O95822;O95822-2,MLYCD,86637,69723,51265,57937
O95825;A6NMA8;A6NND8;A6NHJ8;O95825-2;C9K0F7;C9JAL0;F8WF64;H7C3I5,CRYZL1,79334,77511,42663,46392
O95831;O95831-3;O95831-2;E9PMA0;O95831-5,AIFM1,732432,440060,377390,441713
O95833,CLIC3,0,0,0,117
O95834-3;O95834-2;C9JRL6;O95834;A0A0C4DGQ7,EML2,88228,75579,70372,93699
O95835,LATS1,2291,1137,0,0
O95857,TSPAN13,37778,35241,13278,46921
O95861;O95861-2;A6NF51;O95861-4,BPNT1,605020,508339,338923,448146
O95864;O95864-3;O95864-4;O95864-2,FADS2,47064,19610,26647,1759
