ENTREZ_GENE_ID,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state,pos,0.5,top 0.25
1,42776,0,0,1114,2237,9308,21018,21074,0.75,1,0
2,341085,46975,28588,44261,9396,14434,127584,119537,1.0,1,1
144568,0,0,0,1697,1512,663,637,884,0.625,1,0
8086,109983,107972,110925,62711,38733,73652,44777,59406,1.0,1,1
65985,13945,7500,14854,3286,338,1413,307,2021,1.0,1,0
79719,40410,24018,18055,8442,2299,0,1708,3298,0.875,1,0
22848,107204,103071,91246,58498,103898,106788,80207,159495,1.0,1,1
28971,1205,36045,14295,27745,37782,72506,19916,40227,1.0,1,1
14,56321,26085,37054,58951,20296,21548,17904,25017,1.0,1,0
25980,21278,24134,17024,14239,7893,3320,9045,9642,1.0,1,0
57505,42702,45307,35814,21472,26876,26451,32948,27769,1.0,1,0
80755,62860,40705,32966,35621,21283,18811,15179,24386,1.0,1,0
60496,155170,174578,128016,49069,55402,53765,30541,54689,1.0,1,1
10157,8577,5656,0,1590,2991,4662,6514,28556,0.875,1,0
26574,61253,40392,59796,37199,30258,45553,42204,44060,1.0,1,0
19,0,0,2138,2338,1037,0,497,1134,0.625,1,0
154664,62164,1734,31400,17039,4490,0,1100,3526,0.875,1,0
10347,0,0,0,631,0,0,494,0,0.25,0,0
5243,117,788,1297,1240,783,1990,0,941,0.875,1,0
23456,17835,21144,21840,16629,3988,3775,6169,4958,1.0,1,0
10058,341,3027,1851,2957,1555,0,2065,0,0.75,1,0
22,57186,58106,65448,53005,39460,41070,44729,45845,1.0,1,0
11194,8371,13259,11862,5679,4189,3985,4795,5421,1.0,1,0
4363,24157,34598,25255,21443,7433,8115,8288,10021,1.0,1,0
89845,0,384,368,1124,0,0,788,778,0.625,1,0
8714,0,0,0,342,318,273,265,454,0.625,1,0
10257,3542,3694,2529,0,1800,4512,0,864,0.75,1,0
10057,8014,8954,0,0,0,0,0,0,0.25,0,0
215,1234,1937,4152,1162,2940,1610,3421,7077,1.0,1,0
225,7206,6699,7504,2256,4418,7141,4667,2672,1.0,1,0
5825,73615,97152,79988,44395,30315,26266,32813,28296,1.0,1,1
5826,0,641,399,1103,0,0,0,0,0.375,0,0
6059,555719,587647,581118,379072,236227,220555,195368,296378,1.0,1,1
23,179991,307520,241580,284834,202248,156529,208252,226609,1.0,1,1
10061,243969,263925,256929,204436,60143,59612,48127,64947,1.0,1,1
55324,60730,56419,50262,44220,37039,32098,28180,48096,1.0,1,0
55347,583405,457017,408374,225878,373852,438832,273027,384502,1.0,1,1
83451,106117,58032,40579,33529,26012,43330,26748,34013,1.0,1,1
26090,14058,19001,32032,16971,20832,17549,15421,26335,1.0,1,0
84945,0,0,0,0,2804,1698,2851,3618,0.5,0,0
84836,978752,635741,523855,334845,709148,834176,452869,1097761,1.0,1,1
116236,0,0,0,0,0,0,0,0,0.0,0,0
7920,19905,39196,49862,18608,25040,20220,25078,28122,1.0,1,0
81926,0,0,3378,2331,6764,4994,5002,4171,0.75,1,0
51104,8030,3055,1249,3882,4651,1012,1133,4118,1.0,1,0
11057,0,0,0,0,0,0,0,0,0.0,0,0
171586,0,0,0,0,0,0,0,0,0.0,0,0
63874,0,0,0,0,0,0,0,0,0.0,0,0
51099,0,0,0,0,0,0,0,0,0.0,0,0
57406,0,0,7194,986,0,1665,1628,0,0.5,0,0
10006,100608,82613,59767,53102,95409,80273,100736,124477,1.0,1,1
10152,2034,0,1399,1336,0,0,0,530,0.5,0,0
51225,394957,165482,176733,97039,88058,84079,53667,137554,1.0,1,1
25,1953,2059,3026,1993,1663,958,1212,3970,1.0,1,0
27,1156,1188,1082,0,651,480,0,471,0.75,1,0
3983,53916,38820,54332,36099,163768,117681,175694,239467,1.0,1,1
22885,1856,0,0,873,20794,0,0,0,0.375,0,0
29,30216,37080,31552,7285,31484,27172,12947,30376,1.0,1,0
58527,4789307,3443714,2377462,1563359,1379169,2160320,1332434,2730508,1.0,1,1
29777,43499,58249,30587,22863,29108,35499,27643,36617,1.0,1,0
80325,235,0,0,0,0,0,0,0,0.125,0,0
25841,0,0,50,108,816,0,0,0,0.375,0,0
30,300064,204705,176212,128489,72824,105112,65260,78321,1.0,1,1
10449,2034423,1465774,1299091,1169695,619742,627424,581721,696804,1.0,1,1
31,12948,24833,18424,4143,580,404,329,1296,1.0,1,0
80724,2398,5048,4715,4078,1830,1521,2000,3484,1.0,1,0
27034,53528,17999,39907,41759,82189,111787,92553,118345,1.0,1,1
28976,234774,152925,164843,152030,103346,106165,132246,158824,1.0,1,1
34,523347,374946,310526,331000,203407,295913,212114,359317,1.0,1,1
35,360845,236873,265856,133486,235817,362774,285012,285481,1.0,1,1
36,298667,157404,157648,97668,151684,177750,200364,191199,1.0,1,1
37,1644313,1593559,1385658,675803,396234,399049,483235,423777,1.0,1,1
9744,322010,326509,324901,178499,251603,210258,175525,291851,1.0,1,1
23527,61054,54179,54626,22949,75649,49725,48273,71910,1.0,1,1
38,1198781,1119800,1063464,774547,528385,762543,734796,816242,1.0,1,1
39,606460,436497,483950,365631,151758,180213,126840,232883,1.0,1,1
64746,83458,69220,72560,68905,31748,38115,40288,45558,1.0,1,1
79777,0,0,0,0,772,0,0,0,0.125,0,0
91452,6183,5622,14934,20364,18380,0,5636,4009,0.875,1,0
84320,9791,13426,11506,5988,5361,5297,3592,4986,1.0,1,0
65057,16454,7013,9898,5698,6009,7696,6059,13205,1.0,1,0
1636,0,0,0,0,0,0,0,0,0.0,0,0
55331,0,0,0,0,0,0,0,0,0.0,0,0
22985,230598,177847,179172,166446,160046,170990,207975,209930,1.0,1,1
57007,0,0,0,0,0,0,0,0,0.0,0,0
47,544235,653710,545698,302653,101945,91379,69337,113458,1.0,1,1
48,75634,59534,81665,23959,44446,52614,41495,66300,1.0,1,1
50,802166,804905,705780,643613,784397,917921,850128,1023553,1.0,1,1
641371,0,0,0,0,5178,3158,5686,5095,0.5,0,0
26027,984,0,5735,6664,0,413,418,0,0.625,1,0
55856,437941,247750,234350,180305,160042,162126,84518,167597,1.0,1,1
10965,65947,40069,50125,67171,82409,127679,86167,118360,1.0,1,1
11332,592668,422591,323672,228743,7910,2746,5379,10740,1.0,1,1
10005,33590,17209,20650,45038,10277,17022,12254,22672,1.0,1,0
23597,110407,165353,122157,51529,68251,127151,95059,101845,1.0,1,1
51,38865,42486,48598,17391,6809,7871,7067,8281,1.0,1,0
8310,48922,39892,23212,58171,15730,23537,11132,25754,1.0,1,0
52,935557,605519,453006,285859,254701,344636,304357,358799,1.0,1,1
53,5654,15843,14341,9838,6198,8262,4877,10887,1.0,1,0
54,0,25501,934,0,0,0,0,0,0.25,0,0
51205,0,13422,5989,5641,10616,80254,25443,32660,0.875,1,1
55,738,0,703,278,0,0,0,0,0.375,0,0
84519,0,0,0,0,0,0,0,0,0.0,0,0
23205,0,0,0,0,0,0,0,0,0.0,0,0
80221,37227,21715,37184,8362,4403,16536,10985,15177,1.0,1,0
197322,71826,55409,63101,45351,84620,119647,142304,152430,1.0,1,1
2180,35154,36742,48899,31985,17005,12367,16945,23444,1.0,1,0
2181,28177,43940,71388,51771,34776,36659,44019,49264,1.0,1,0
2182,120080,192690,166316,71618,31224,27845,31522,42311,1.0,1,1
51703,48920,37306,25296,51419,25453,23215,34335,35174,1.0,1,0
23305,458,879,2798,897,510,618,522,836,1.0,1,0
6296,2625,0,0,0,3133,4919,3903,4503,0.625,1,0
84532,55379,15176,47712,37071,43659,42665,48422,35288,1.0,1,0
55902,25414,20473,23529,3495,9929,5432,4637,9901,1.0,1,0
59,0,0,0,0,0,0,0,0,0.0,0,0
60,54074251,44963592,43240493,38627406,17550742,22399800,24125124,31636685,1.0,1,1
345651,92966,305064,336509,487196,1527,28892,1242,358194,1.0,1,1
71,1209658,665716,450058,799990,56413,420035,556599,499149,1.0,1,1
86,434317,332084,325980,239419,190230,208621,164075,265970,1.0,1,1
87,612682,547919,599355,513484,689947,1018156,979402,1130560,1.0,1,1
88,12109,0,1493,2219,0,0,7420,1691,0.625,1,0
81,2314552,1613841,1675135,1590274,542877,720111,769262,813856,1.0,1,1
55860,30103,41640,20206,29098,37882,31941,19564,47207,1.0,1,0
10121,490861,497776,447666,282767,171506,248849,152001,260344,1.0,1,1
10120,76997,122162,82534,52380,76560,101958,83244,118023,1.0,1,1
10097,2663468,2630256,2295915,1812345,1785451,1580180,1392315,2538145,1.0,1,1
10096,4138593,3367268,3203260,2390768,2099591,2364482,1369229,2863720,1.0,1,1
57180,0,0,0,5076,4564,5904,3655,8806,0.625,1,0
79913,27410,15197,9466,7349,13765,15309,15502,22804,1.0,1,0
64431,758,6659,2410,6068,2961,5456,3209,4953,1.0,1,0
93973,11981,2741,6174,8290,8193,9069,6970,8861,1.0,1,0
90,2345,0,3005,2132,0,0,627,0,0.5,0,0
91703,2134,1039,0,0,0,0,0,0,0.25,0,0
98,19982,21074,27231,28122,14806,7514,27015,62359,1.0,1,0
100,324839,259444,274530,240690,198826,283785,215596,446345,1.0,1,1
161823,12841,0,0,5295,0,0,25502,16773,0.5,0,0
102,59325,59311,69995,54058,25023,35751,55193,32863,1.0,1,1
8751,0,0,0,1024,566,0,0,1009,0.375,0,0
6868,1404,2126,2359,2415,0,0,558,0,0.625,1,0
8728,1126,13246,11975,616,0,6817,11378,0,0.75,1,0
10863,0,0,0,0,0,0,0,0,0.0,0,0
101,350,481,272,1141,400,0,577,545,0.875,1,0
8754,956,0,3233,1545,0,0,198,0,0.5,0,0
27299,13304,35676,22951,0,14685,13807,13383,16959,0.875,1,0
9510,0,1698,0,0,0,0,3751,0,0.25,0,0
11093,0,0,0,0,0,0,0,0,0.0,0,0
9509,14908,8976,13493,16253,1238,12777,0,0,0.75,1,0
54507,0,0,1862,0,0,0,208,0,0.25,0,0
11033,0,6333,0,0,3405,0,0,3853,0.375,0,0
103,379237,416496,337550,279552,232973,262300,256257,289151,1.0,1,1
104,27251,17893,18890,9369,13118,12891,8159,14408,1.0,1,0
23536,0,0,0,1291,0,0,0,0,0.125,0,0
134637,2478,8879,8157,7409,2243,0,0,2193,0.75,1,0
57143,0,0,0,0,1375,0,3008,2970,0.375,0,0
79934,6106,5117,2840,11655,2356,3480,3030,2663,1.0,1,0
203054,0,0,707,0,812,1841,1256,1558,0.625,1,0
112,1799,0,0,0,0,0,0,0,0.125,0,0
113,2991,0,2885,702,914,493,820,1329,0.875,1,0
118,302417,255666,245176,300152,357685,372038,466190,516790,1.0,1,1
119,30215,19532,14754,11600,9482,18681,9134,37542,1.0,1,0
120,236769,177516,213721,234532,341742,310587,332170,411652,1.0,1,1
127,2425,0,0,0,3331,3114,3365,4695,0.625,1,0
128,1001206,730060,294856,411375,728477,777974,299198,828955,1.0,1,1
55256,664210,290399,214078,67154,12806,17485,10857,8674,1.0,1,1
9370,3232,0,0,0,0,0,0,3414,0.25,0,0
10974,0,0,0,0,0,0,0,0,0.0,0,0
132,624193,554837,429604,197691,212341,199385,171057,320361,1.0,1,1
79924,0,0,0,0,0,0,0,0,0.0,0,0
23394,78565,55701,50346,40432,39054,42676,49318,49347,1.0,1,0
22850,2501,3473,4105,1432,1436,1271,858,1520,1.0,1,0
84890,10551,25058,10438,5637,13810,9072,14526,12698,1.0,1,0
83440,105153,117753,106745,73847,65453,84545,66674,84419,1.0,1,1
141,3672,1487,2476,1152,0,1696,501,971,0.875,1,0
54936,222088,102073,101080,80858,134857,169864,100590,218312,1.0,1,1
150,0,0,0,0,0,0,0,0,0.0,0,0
154,0,0,0,0,0,0,0,0,0.0,0,0
156,291434,405445,347812,168089,129815,119173,106822,176255,1.0,1,1
157,1126,1376,2754,0,0,0,0,0,0.375,0,0
11047,84634,120538,78685,51119,28232,31297,29215,39589,1.0,1,1
158,437674,468941,368404,251683,165146,172492,144873,186394,1.0,1,1
159,362651,273469,192820,178768,71063,112362,73055,127845,1.0,1,1
121536,0,0,1460,1645,0,1110,0,0,0.375,0,0
60312,9798,16335,2991,1895,860,1394,2280,3050,1.0,1,0
84632,81,0,0,12,22,10,11,0,0.625,1,0
4299,0,1165,516,1649,2371,1091,0,2419,0.75,1,0
3899,0,0,2915,1855,0,0,9829,2044,0.5,0,0
27125,686,2923,3513,2669,2641,2585,6301,4526,1.0,1,0
10939,98259,120639,123499,102164,122183,123506,139729,162813,1.0,1,1
173,8227,0,0,394,3999,0,917,4123,0.625,1,0
125061,0,0,3115,0,0,0,0,0,0.125,0,0
54812,24975,19701,18725,12714,6932,7175,7901,11842,1.0,1,0
175,0,0,0,480,130,251,0,0,0.375,0,0
116986,45298,44654,51420,21463,29852,27891,21758,32632,1.0,1,0
116988,1793,1439,0,896,470,2099,0,1041,0.75,1,0
3267,82311,93473,56175,35565,37369,33294,30831,33421,1.0,1,1
3268,3835,8418,8784,1795,9734,10853,4427,11593,1.0,1,0
55109,0,0,0,0,0,0,0,1618,0.125,0,0
55750,375087,408443,339030,248153,267997,249375,287296,314513,1.0,1,1
178,73565,81699,77003,47998,73737,75633,56813,103641,1.0,1,1
79814,180778,147178,192373,51236,37561,156792,136930,192911,1.0,1,1
26523,58669,53575,38731,39534,91074,99640,84341,125119,1.0,1,1
27161,34341,38600,37998,35525,39858,51186,38247,55271,1.0,1,0
192669,2889,11166,8240,2466,13512,14259,19467,16657,1.0,1,0
192670,0,0,0,0,4554,2116,1574,1717,0.5,0,0
10554,14602,19830,15553,3261,49454,48256,63078,54357,1.0,1,1
10555,0,0,3257,0,0,0,0,5899,0.25,0,0
56894,28373,37891,65898,14062,25447,27662,37805,34775,1.0,1,0
56895,0,0,2672,1597,0,0,0,182,0.375,0,0
55326,30831,47762,58831,31954,46801,37333,70072,42061,1.0,1,1
8540,170160,171868,169413,120431,24551,24548,20939,30070,1.0,1,1
375790,0,0,0,0,0,0,0,0,0.0,0,0
183,0,0,0,0,0,0,12863,6967,0.25,0,0
57085,0,8405,0,8348,6672,0,0,1412,0.5,0,0
25909,36440,42703,36083,33393,30063,30603,32711,35725,1.0,1,0
191,1481461,1363451,1219901,919049,650127,546502,564227,1156094,1.0,1,1
10768,170216,147820,112388,123115,90093,97255,70094,112659,1.0,1,1
23382,11729,7622,6223,10772,12157,12026,5869,12522,1.0,1,0
27245,0,652,0,0,908,0,1262,1330,0.5,0,0
79026,169536,344912,311569,180243,327341,305312,165055,232511,1.0,1,1
196,2167,1665,1056,1665,0,0,0,282,0.625,1,0
10598,974098,995959,825691,478151,135059,152452,134999,194828,1.0,1,1
197,512429,186072,92838,373065,40641,35654,696640,510917,1.0,1,1
51327,0,0,0,0,0,0,0,0,0.0,0,0
57379,0,0,0,0,0,0,0,0,0.0,0,0
64853,88513,52301,67136,51996,31517,43407,30061,45653,1.0,1,0
199,0,0,52184,44577,0,0,26020,0,0.375,0,0
9131,455955,500661,480997,307281,309957,262883,398833,425828,1.0,1,1
84883,0,0,1336,1997,0,1595,544,0,0.5,0,0
51390,0,0,2369,0,0,1954,2325,0,0.375,0,0
51151,18533,25464,20430,10121,19495,26559,23423,26439,1.0,1,0
9447,0,0,0,9053,3497,0,0,1852,0.375,0,0
9255,580651,606734,447893,400746,153575,203569,117546,226194,1.0,1,1
7965,300952,373946,269043,159261,66405,87347,83375,112962,1.0,1,1
9049,1088198,740621,677839,433185,264953,325975,307401,473304,1.0,1,1
203,0,0,0,0,4021,8023,1708,26160,0.5,0,0
50808,279094,256925,401302,161269,295718,374791,277253,331263,1.0,1,1
205,291617,235510,171186,35102,356,0,0,0,0.625,1,1
26289,0,0,0,0,16979,16028,28814,52526,0.5,0,0
8165,3353,8671,12790,18806,5157,3685,9368,7944,1.0,1,0
11216,8201,7267,11623,4110,3446,2872,1203,2893,1.0,1,0
11215,7436,6181,10721,3230,10234,10774,6967,15280,1.0,1,0
9590,0,13,1,7,0,22,3,9,0.75,1,0
11214,14014,14903,14304,12752,24078,23064,18405,31535,1.0,1,0
8227,14001,44463,30183,26381,19343,27899,21907,25873,1.0,1,0
445815,9350,10853,23239,6088,312,0,67,84,0.875,1,0
9495,911,0,0,0,0,0,0,0,0.125,0,0
9465,28589,5021,0,5467,12340,6581,11516,8237,0.875,1,0
10270,75339,50917,56522,61147,24309,32255,23207,33765,1.0,1,0
26993,20648,20311,14989,16658,19193,17447,21737,20420,1.0,1,0
10142,4580,5191,3313,6742,9733,10701,10353,16970,1.0,1,0
80709,22121,12821,13568,13738,28404,15031,29421,18879,1.0,1,0
10327,1038007,824605,662857,371528,392051,497785,233946,475725,1.0,1,1
231,1106325,664435,683120,432119,846812,784308,504309,1036877,1.0,1,1
1645,0,0,0,0,0,0,0,0,0.0,0,0
8644,5540,6292,3981,0,7824,0,6561,9761,0.75,1,0
6718,0,0,0,0,2038,0,0,0,0.125,0,0
8574,199644,134653,117556,109435,162230,216417,154717,251004,1.0,1,1
207,78537,66059,69114,52060,47377,56318,35701,66329,1.0,1,1
84335,0,0,0,0,3143,5929,2734,4110,0.5,0,0
208,38625,52916,27196,29459,21620,19430,13829,32475,1.0,1,0
10000,0,0,1618,7483,3486,2274,2561,3548,0.75,1,0
64400,0,3255,0,70855,6192,10070,4758,6870,0.75,1,1
210,237127,128507,151969,111225,171833,172455,144711,298366,1.0,1,1
211,2754,2483,2290,1807,1278,0,0,0,0.625,1,0
214,4974,29931,20758,6228,0,0,20778,0,0.625,1,0
126133,121699,93259,122469,121665,88621,69405,86963,114647,1.0,1,1
5832,502408,481274,464238,281142,65498,89038,80855,82937,1.0,1,1
216,0,158,8062,27347,862,0,57,0,0.625,1,0
8854,5458,715,1417,3333,0,0,0,0,0.5,0,0
219,207527,150194,92572,75444,37924,64573,77269,70033,1.0,1,1
217,9077,2112,900,102124,1328,3215,2435,1881,1.0,1,1
224,73871,62062,110734,103342,79558,79772,122407,104628,1.0,1,1
221,233,286,267,0,0,0,0,265,0.5,0,0
8659,3484,2391,335,1427,1912,1365,1169,1404,1.0,1,0
7915,38198,42254,38118,42461,123630,162004,161343,192051,1.0,1,1
4329,174214,140721,123553,100817,169802,241325,171228,251713,1.0,1,1
501,10529,12083,1250,12970,1915,5819,4341,718,1.0,1,0
64577,0,0,0,0,0,0,0,0,0.0,0,0
223,649411,538647,546175,377881,754560,1100549,937527,917075,1.0,1,1
226,16129988,15192865,11867346,7072228,2809358,2912397,1766095,3746150,1.0,1,1
229,0,0,0,0,0,0,0,0,0.0,0,0
230,1981253,2117300,1635004,682171,604785,657411,454178,919250,1.0,1,1
56052,4489,15135,0,15573,22939,22287,3669,26310,0.875,1,0
440138,17528,25005,33178,7756,9352,20893,9682,3875,1.0,1,0
79087,5874,7425,0,3523,12218,23600,17653,20946,0.875,1,0
79868,5753,1415,1652,3766,0,7658,0,1278,0.75,1,0
85365,48224,69688,48988,23051,44917,35095,54786,56662,1.0,1,1
10195,0,0,2253,1242,0,0,1410,0,0.375,0,0
29880,36915,51250,52968,33384,28263,19501,26837,29924,1.0,1,0
29929,0,6531,11315,6478,8438,6364,13833,5837,0.875,1,0
79053,7150,18058,25582,16360,21373,16161,34059,27352,1.0,1,0
79796,964,3179,3709,1926,2134,2501,1569,2185,1.0,1,0
8846,1935,3723,5434,1220,1329,1299,1638,1225,1.0,1,0
221120,0,0,7006,2145,0,0,0,0,0.25,0,0
54784,3392,5154,0,2925,4763,4640,3506,5079,0.875,1,0
54890,60380,82055,51035,44226,54793,60903,61881,67146,1.0,1,1
84266,0,0,0,3736,0,1406,0,0,0.25,0,0
91801,2046,1869,4489,2187,3323,2131,1922,3735,1.0,1,0
7840,423,0,4164,1052,1426,1019,2233,1725,0.875,1,0
239,0,0,48,0,22,0,121,1675,0.5,0,0
242,0,0,0,0,6974,10979,0,18431,0.375,0,0
246,65,9,32,71,0,9,0,0,0.625,1,0
240,259,373,174,44,164,39,117,0,0.875,1,0
241,172101,273344,202925,118972,267314,281414,334910,449242,1.0,1,1
249,0,386,0,0,488,1403,0,478,0.5,0,0
57679,375,194,0,351,0,0,0,0,0.375,0,0
10189,1883263,2416311,1744211,1623158,1276850,1225704,1590934,1514799,1.0,1,1
23600,0,0,0,0,0,0,0,6491,0.125,0,0
259,15297,0,6,15642,6168,4731,149197,165205,0.875,1,1
55626,0,923,204,1184,0,0,332,462,0.625,1,0
262,0,0,0,0,0,0,0,0,0.0,0,0
51005,60668,42422,34571,17032,9232,14405,7383,7482,1.0,1,0
267,7377,8227,8167,3570,4219,4444,4169,5523,1.0,1,0
386724,0,0,0,0,0,0,0,0,0.0,0,0
9949,0,0,0,0,0,0,0,0,0.0,0,0
154796,0,0,0,0,3317,0,0,7305,0.25,0,0
271,74557,89959,67507,36392,72471,62057,47073,70979,1.0,1,1
272,1696,6871,3773,3366,58013,47523,40138,73355,1.0,1,1
275,12889,0,0,5316,5989,0,0,3745,0.5,0,0
51321,6250,12832,12261,2297,0,3909,0,0,0.625,1,0
64682,13471,14220,15973,13051,3398,4563,2983,6612,1.0,1,0
10393,31413,29964,32622,10978,0,0,0,3939,0.625,1,0
51529,19042,7924,6242,8959,0,0,0,0,0.5,0,0
25847,0,0,0,0,0,0,0,0,0.0,0,0
119504,0,11141,5641,0,9838,7253,8224,11191,0.75,1,0
29882,8962,5935,10202,4234,1297,1526,3320,2269,1.0,1,0
29945,15000,13333,19101,10078,2817,3908,5673,5489,1.0,1,0
51433,15949,19467,19939,16816,5145,6644,10750,8833,1.0,1,0
51434,77849,76987,70939,73275,14007,22621,21998,29174,1.0,1,1
283,0,0,67628,0,1738,0,734,0,0.375,0,0
90806,0,0,3117,5219,5914,4286,5779,9264,0.75,1,0
284,0,0,0,388,0,0,0,0,0.125,0,0
27329,0,0,2776,690,0,0,345,0,0.375,0,0
286,0,55,0,358,950,2286,872,1826,0.75,1,0
288,295,77,605,1025,13711,23562,11777,13644,1.0,1,0
51479,43463,29704,29055,39651,48087,51355,53919,71960,1.0,1,1
56172,0,0,1608,0,0,1713,1872,2317,0.5,0,0
54882,36602,31412,25785,24215,11348,12873,9727,15923,1.0,1,0
54467,1414,1795,0,0,510,0,1073,1055,0.625,1,0
23141,85258,99815,151965,64675,8053,26426,18072,19365,1.0,1,1
57037,30936,27431,6593,7328,9429,25022,11415,18904,1.0,1,0
55608,10210,6003,7329,4319,1067,1582,1502,1796,1.0,1,0
29123,1288,2165,1098,1010,931,1071,106,1058,1.0,1,0
23253,1377,953,4398,1106,1536,2052,1928,1471,1.0,1,0
88455,55650,30473,41078,26764,30142,45393,38018,48641,1.0,1,0
338692,8900,5464,4984,0,1712,5216,2245,7191,0.875,1,0
54522,0,0,0,0,418,438,521,1326,0.5,0,0
118932,0,0,0,0,1235,0,0,0,0.125,0,0
22852,0,0,0,0,75,0,0,0,0.125,0,0
84079,6348,8789,1078,2522,2929,3802,1182,4163,1.0,1,0
23243,14668,17945,14607,7175,2232,2161,1329,3196,1.0,1,0
651746,0,0,1283,0,0,1526,0,0,0.25,0,0
51239,2374,1980,20119,2968,0,0,0,0,0.5,0,0
91526,350421,223873,242689,205290,172862,211139,162716,263561,1.0,1,1
54851,6187,4193,3301,0,0,0,0,0,0.375,0,0
283373,2940,1722,1556,2190,905,1015,818,667,1.0,1,0
129138,3090,2055,5339,0,2967,3476,0,2610,0.75,1,0
23294,1043,1344,1309,1860,1976,1351,1621,2083,1.0,1,0
55139,83668,99437,95678,33694,8421,12744,4517,11065,1.0,1,1
54443,127,2797,8248,3951,6923,0,0,0,0.625,1,0
55129,2437,3629,2658,0,1527,1594,2058,1466,0.875,1,0
196527,2133,7688,16696,0,15767,18989,20888,24824,0.875,1,0
338440,0,0,0,0,0,1332,0,0,0.125,0,0
8125,3347674,2373576,2101090,1712009,1885934,1768613,2094055,2674494,1.0,1,1
10541,1448280,929206,1450652,773136,561466,750952,776645,1065996,1.0,1,1
81611,1164928,842840,631884,502663,525312,556481,497609,556799,1.0,1,1
290,26,125,37,129,34,14,24,64,1.0,1,0
118429,2247,0,10595,3889,2528,1557,3348,1293,0.875,1,0
301,2197690,1229232,955700,1194524,4286514,3176028,2064024,3834740,1.0,1,1
311,974247,805736,865578,511890,762233,900758,541691,993915,1.0,1,1
306,131,697,177,82,879,328,1147,60,1.0,1,0
307,288685,273134,191385,143660,30436,83894,31390,81312,1.0,1,1
308,1364484,1483408,1101686,704815,609478,974542,514190,924431,1.0,1,1
309,4352228,3052037,2966912,2557265,3868370,3782198,3157446,4943255,1.0,1,1
310,545159,625266,492641,342264,309862,408366,303792,521429,1.0,1,1
313,0,0,5867,2626,2490,0,0,0,0.375,0,0
26,0,0,0,0,0,0,0,0,0.0,0,0
162,559307,500269,460552,303404,197416,212420,180903,263556,1.0,1,1
164,174256,171101,171426,95122,101347,109002,78684,119631,1.0,1,1
8906,103008,91000,88901,44615,31717,28961,20538,33473,1.0,1,1
8907,311989,349906,303263,222262,166532,141262,152117,155305,1.0,1,1
1174,91176,127824,117857,73436,35022,53117,34869,51316,1.0,1,1
8905,73620,78758,93248,56536,88140,110980,87070,112181,1.0,1,1
130340,0,0,2625,0,0,0,0,0,0.125,0,0
160,330189,396468,359828,170748,149231,145629,115111,177048,1.0,1,1
161,94934,99259,93573,53449,103599,88484,63742,111729,1.0,1,1
163,276615,212695,185455,130438,104787,113078,114457,163766,1.0,1,1
1173,246090,274962,254416,203658,180522,178258,119368,219082,1.0,1,1
1175,300900,235476,200959,161415,111701,62227,68255,83666,1.0,1,1
8546,166171,159523,153823,82905,60180,82071,66899,84925,1.0,1,1
8943,99828,90667,84805,52320,49414,41173,40407,55735,1.0,1,1
26985,142823,154613,159810,83847,65378,60121,65813,89813,1.0,1,1
10947,11714,15964,0,5301,4416,6572,4167,5270,0.875,1,0
1176,201735,145445,151880,97835,66558,87691,40983,151218,1.0,1,1
10717,6772,5112,5255,3099,4469,5592,3513,1997,1.0,1,0
23431,7837,4220,3918,3550,1862,3353,2436,2616,1.0,1,0
9179,0,8066,6881,2260,2680,4733,4311,0,0.75,1,0
11154,445,0,0,22277,16416,15073,17294,11091,0.75,1,0
91056,8709,4584,6069,0,3331,1626,2224,3713,0.875,1,0
55745,4903,3932,2069,0,1594,2278,1660,2650,0.875,1,0
55317,0,0,0,9480,2041,4812,2399,4892,0.625,1,0
9907,7618,6719,10162,6935,5435,6056,4812,6246,1.0,1,0
317,9739,9551,11385,1696,14609,11728,7578,14153,1.0,1,0
321,2735,1528,1557,1001,10057,6152,6956,4442,1.0,1,0
9546,0,0,0,0,0,0,0,0,0.0,0,0
54518,142081,105846,102938,99840,113456,104826,93187,145810,1.0,1,1
325,6833,4692,0,2339,0,0,3286,0,0.5,0,0
327,314559,247068,216681,166419,99122,96624,78801,153696,1.0,1,1
328,1026498,1072056,1123007,1376352,2052729,2224084,2293007,2773682,1.0,1,1
51107,0,0,0,0,0,2617,0,0,0.125,0,0
83464,0,0,0,2968,0,0,0,0,0.125,0,0
8539,819891,854305,642424,460571,501640,488805,504347,610702,1.0,1,1
51074,254521,144581,173911,53094,98664,100096,60710,89058,1.0,1,1
200558,0,2247,5923,2794,12921,12900,11061,16151,0.875,1,0
334,0,0,0,0,0,0,627,0,0.125,0,0
57136,250036,304153,307747,223480,441945,542918,494078,628470,1.0,1,1
335,11232050,2967625,838370,2586192,351512,265502,9091953,9661521,1.0,1,1
128240,336335,220208,208931,138387,171233,193161,132118,286708,1.0,1,1
336,3173391,1541612,1286796,2362689,88355,3083,5555196,9889327,1.0,1,1
337,697274,98356,60701,397219,30544,6957,1117818,853317,1.0,1,1
116519,0,0,0,7250,3996,0,5310,0,0.375,0,0
338,187354,104003,28476,173001,9321,9702,132760,146153,1.0,1,1
