ENTREZ_GENE_ID,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state,pos,0.5,top 0.25
5140,6106,6323,8962,12629,11555,10983,9688,5629,1.0,1,0
5141,520,0,1994,0,0,0,0,0,0.25,0,0
9659,1844,2071,1613,1474,1187,1397,1317,876,1.0,1,0
8654,0,108,185,85,56,0,0,20,0.625,1,0
5147,65049,40466,32531,18690,11684,23218,16710,17513,1.0,1,0
5150,0,1913,3973,958,0,0,0,0,0.375,0,0
64146,42158,53150,25775,26260,9084,22080,10443,10418,1.0,1,0
5155,0,0,0,0,0,0,0,0,0.0,0,0
56034,0,0,0,0,0,0,0,0,0.0,0,0
80310,0,0,0,0,0,0,0,0,0.0,0,0
5159,0,0,0,0,0,3344,1484,0,0.25,0,0
5160,669725,545427,536509,331098,431599,475939,521311,617656,1.0,1,1
5162,685331,539855,577194,389256,416098,635339,592429,684108,1.0,1,1
8050,63653,44724,42125,33549,29749,38354,43025,44324,1.0,1,0
2923,3570683,2323348,2340134,2514656,1470883,1626549,1822209,1775859,1.0,1,1
9601,977066,747728,631132,643120,342772,319555,402639,419388,1.0,1,1
10954,10912,16806,25407,6469,2734,5619,2912,5722,1.0,1,0
10130,1540472,782241,730716,678679,156727,142900,170870,191468,1.0,1,1
5163,61142,38298,32962,20362,79998,76918,93620,79486,1.0,1,1
5164,0,0,0,3727,8808,12674,7783,8769,0.625,1,0
5165,105149,115344,114025,64250,65997,117997,82502,137050,1.0,1,1
5166,0,0,0,0,0,0,0,0,0.0,0,0
9124,104121,11972,239946,562,0,6534,0,2725,0.75,1,1
64236,120866,24075,67693,32912,93418,168878,154541,205536,1.0,1,1
8572,0,0,5130,0,4813,0,4316,4727,0.5,0,0
10611,34429,33264,28598,23406,34930,31720,28132,41585,1.0,1,0
9260,7547,13035,27251,14197,1861,0,1273,4469,0.875,1,0
54704,40641,15967,37429,23354,65358,92547,94731,80502,1.0,1,1
57546,0,0,0,0,0,0,0,0,0.0,0,0
55066,47699,43546,44960,27976,44265,60878,67104,85343,1.0,1,1
81572,75277,77521,80095,0,25770,50778,22965,35877,0.875,1,0
23244,234597,280250,202662,216468,187371,216837,177480,214685,1.0,1,1
23047,103929,115932,102109,118173,136084,127202,150181,166191,1.0,1,1
23590,1070,1514,0,862,0,0,0,0,0.375,0,0
57107,3974,3309,2502,3586,0,0,0,0,0.5,0,0
23042,79884,48755,28821,22948,3625,2173,3839,7123,1.0,1,0
8566,631843,424371,344717,152073,226706,314745,145927,401160,1.0,1,1
57026,2818,51848,45331,28053,24895,28679,12008,33819,1.0,1,0
51248,2393,0,14773,7859,6077,5720,10238,8085,0.875,1,0
57595,0,0,0,0,0,0,0,0,0.0,0,0
118987,1879,2406,2198,0,862,0,1687,1774,0.75,1,0
8682,406978,200812,176097,109956,75852,80699,142385,119177,1.0,1,1
375033,0,0,0,0,0,0,0,0,0.0,0,0
5037,2360028,1514160,1235531,1343590,2281704,2540635,1695596,3018123,1.0,1,1
5175,10271,1750,5177,5662,17443,2441,28828,14978,1.0,1,0
55825,14280,30380,31669,3996,53393,53493,39471,44418,1.0,1,1
553115,60615,38571,59343,20089,90673,91116,74018,123640,1.0,1,1
246330,0,0,0,851,0,0,367,0,0.25,0,0
53918,36873,84870,90513,42906,11890,13592,9959,31871,1.0,1,1
27043,111907,129640,107497,110563,89322,86823,104190,117683,1.0,1,1
5184,246186,143502,132398,75674,69628,98817,71282,130391,1.0,1,1
23481,147549,152646,149919,159893,60690,61533,58078,61927,1.0,1,1
100303755,9136,9170,9170,5201,3122,2818,0,4445,0.875,1,0
5189,8149,3533,4099,2092,1383,1427,1440,1781,1.0,1,0
5192,0,4558,0,0,3094,1544,0,0,0.375,0,0
8799,86575,136801,105559,90933,113613,107488,113064,150720,1.0,1,1
5193,0,0,0,0,0,0,0,0,0.0,0,0
5194,5535,7121,0,4338,0,0,0,0,0.375,0,0
5195,43263,40011,55618,21913,13196,18974,12235,11335,1.0,1,0
9409,5374,19479,21140,22819,5256,10292,13093,18161,1.0,1,0
5824,126711,109316,91048,70149,24591,33709,43734,33234,1.0,1,1
55670,0,0,1932,0,1186,0,1612,1119,0.5,0,0
8504,33331,52336,47546,31224,33647,39611,46859,48455,1.0,1,0
5830,2946,9232,0,2274,0,1010,1100,1614,0.75,1,0
5190,6902,4437,3912,1564,1582,0,1128,1557,0.875,1,0
5191,0,0,0,0,0,0,0,0,0.0,0,0
5196,1807338,776652,274562,436937,19731,1994,162513,902807,1.0,1,1
5197,0,252356,211000,0,0,573927,0,20121,0.5,0,1
5198,354359,355064,284308,136821,46129,57073,33299,55279,1.0,1,1
5201,780608,737050,628970,435839,177562,253946,207316,176927,1.0,1,1
5202,1545402,826602,520658,441706,175980,165933,199240,310859,1.0,1,1
5203,220174,215420,97057,87518,54098,68887,43664,56355,1.0,1,1
5204,840157,578759,496715,342282,94717,184602,113155,214276,1.0,1,1
10471,1944922,1194717,1105481,866509,184747,291038,105230,458960,1.0,1,1
5208,6745,5415,2138,461,4559,1352,2627,2194,1.0,1,0
5209,5181,15043,5204,4131,3730,3343,1925,4481,1.0,1,0
5210,21502,9644,10622,0,0,0,0,0,0.375,0,0
5211,411686,467498,463254,303180,426051,418004,244867,457437,1.0,1,1
5213,117902,106323,111718,40616,25308,27789,15651,34853,1.0,1,1
5214,881351,1101230,1059167,470582,178204,172268,123115,213649,1.0,1,1
5216,31914805,25467667,24570203,18381495,9708205,12608153,12715746,18613999,1.0,1,1
5217,8678,4989,0,23916,86315,35235,63001,97097,0.875,1,1
5223,7963521,8646351,7602584,3403835,1704073,2043597,835301,2127999,1.0,1,1
192111,233232,321740,217324,190236,57588,60048,20482,47195,1.0,1,1
5226,955228,1192105,850074,544775,520268,527779,326704,586949,1.0,1,1
5229,41021,57476,51116,22141,21147,28582,34276,33811,1.0,1,0
5230,15716016,13638332,14261394,5183961,5164793,5753311,3147048,5754037,1.0,1,1
25796,873785,485356,517318,381015,363060,411070,324976,575418,1.0,1,1
8993,1129,0,0,589,422,539,0,173,0.625,1,0
114770,4997,836,0,1002,317,1125,35736,41777,0.875,1,0
5236,394112,400698,319824,193736,256133,247539,200361,316933,1.0,1,1
55276,266152,280917,238998,207604,547394,520870,463923,608204,1.0,1,1
283209,31143,44193,61672,23438,40346,22902,27874,39720,1.0,1,0
5238,24875,28438,16016,1299,2251,4884,2316,3170,1.0,1,0
5239,0,0,0,0,0,0,0,0,0.0,0,0
283871,155774,127339,96076,52073,40016,42622,40727,44297,1.0,1,1
54858,11534,8059,9157,2697,5774,3983,1375,6597,1.0,1,0
10857,155562,367735,281676,331032,90514,125673,121152,118584,1.0,1,1
10424,206717,229508,288399,198106,236324,319694,357663,348473,1.0,1,1
9489,4892,4944,5159,4047,3423,4833,5567,5928,1.0,1,0
65979,2235,7966,2435,2373,2028,1956,2494,1597,1.0,1,0
51808,65617,57147,42690,53096,36295,36116,35009,46171,1.0,1,0
5245,3062540,2924724,3289398,2016703,1223528,1863142,1458241,1963968,1.0,1,1
11331,2794844,3336666,3599805,1866722,1678351,1539569,1857592,1797129,1.0,1,1
1911,0,0,420,0,1154,1540,1734,0,0.5,0,0
1912,9990,5820,3524,5964,8793,12287,9296,14177,1.0,1,0
80012,9023,4585,5541,4400,11916,26037,19718,24081,1.0,1,0
5251,0,0,0,0,432,593,543,512,0.5,0,0
5252,1237,1656,11014,3693,62520,80441,53869,64123,1.0,1,1
55274,5392,6592,5202,12111,9222,6963,14430,15406,1.0,1,0
51131,0,0,0,2380,14276,19424,23891,19946,0.625,1,0
57649,1591,1791,1849,0,3626,1664,3558,1861,0.875,1,0
9678,18096,13335,16888,9978,18442,13947,25664,26344,1.0,1,0
26147,35808,28887,21855,42818,0,0,0,0,0.5,0,0
5253,4406,4062,4769,7809,20974,24288,27184,26609,1.0,1,0
51230,1780,1222,669,917,1716,1029,1464,1226,1.0,1,0
51105,2858,3159,2646,3147,1857,2257,3576,3035,1.0,1,0
51317,4009,2494,1508,0,652,1443,976,1605,0.875,1,0
79142,35559,20405,16273,13790,13325,21148,22858,18656,1.0,1,0
23469,7407,12682,8721,14563,20211,16713,18054,25056,1.0,1,0
84844,1480916,989225,618528,611923,506306,605473,443003,612085,1.0,1,1
84295,143891,236912,197865,134960,53553,50309,69371,67179,1.0,1,1
23133,15303,17913,20991,14085,14426,16377,16842,18205,1.0,1,0
26227,1030039,827050,862345,240535,82369,120672,41053,104899,1.0,1,1
55023,23838,23641,27971,18389,25313,25749,22790,28066,1.0,1,0
5256,4099,1886,2092,2199,4118,8697,2867,6556,1.0,1,0
5257,8459,9416,12432,4956,8423,6801,6797,6605,1.0,1,0
22822,0,0,0,0,0,0,0,0,0.0,0,0
90102,0,0,0,0,0,0,0,0,0.0,0,0
162466,737,0,3712,2300,0,0,0,0,0.375,0,0
8929,45622,28065,31492,0,0,0,0,0,0.375,0,0
29085,266946,90935,94560,80653,32076,49545,78102,126351,1.0,1,1
254295,0,0,0,2547,0,0,0,0,0.125,0,0
85007,36070,9956,10930,0,32143,40896,30910,45165,0.875,1,0
221476,0,0,0,0,1677,0,0,1297,0.25,0,0
5266,0,0,0,0,0,0,0,0,0.0,0,0
55361,8786,9296,5721,8564,7643,10071,9505,12461,1.0,1,0
5298,11097,17128,12759,8075,4030,7936,3307,7063,1.0,1,0
8554,14566,9301,6151,4739,5490,7520,7949,7707,1.0,1,0
9063,0,0,0,0,667,0,581,603,0.375,0,0
51588,9987,11119,12776,7332,0,0,3191,4427,0.75,1,0
10464,9262,6075,4827,4533,4379,2023,5378,3778,1.0,1,0
8301,19534,39772,83502,54673,22320,31199,26955,37190,1.0,1,0
55022,0,0,3148,0,6406,0,0,0,0.25,0,0
9780,0,0,706,313,327,354,511,397,0.75,1,0
54872,0,1600,1942,0,275,305,1367,0,0.625,1,0
10026,8536,9414,7956,9719,16590,27073,23515,25468,1.0,1,0
93183,0,0,0,0,465,375,551,607,0.5,0,0
23556,0,0,0,3312,5497,1892,2518,1344,0.625,1,0
84720,0,0,0,0,4605,4935,6802,7835,0.5,0,0
9091,14477,2636,1252,729,897,1009,726,0,0.875,1,0
5284,0,0,0,10340,6150,0,726,306,0.5,0,0
94005,36838,53823,63987,37092,56838,61912,64930,48569,1.0,1,1
51604,23148,36059,31843,24237,64181,36217,65851,70957,1.0,1,1
128869,22931,32576,23466,0,35509,56550,42710,59960,0.875,1,1
55011,133925,97378,63025,52789,19621,32788,14205,28141,1.0,1,1
118788,27,592,0,501,0,742,1449,503,0.75,1,0
5286,4358,2426,2510,0,1521,3694,1586,1958,0.875,1,0
5289,37823,41780,28793,18721,16142,16799,17138,22757,1.0,1,0
5290,69,7839,4913,8995,12981,10014,11603,15354,1.0,1,0
5293,86187,84111,72320,50942,130466,111393,79006,160187,1.0,1,1
5294,16502,13866,13905,3166,5155,3505,5332,1659,1.0,1,0
113791,0,10401,0,0,0,9795,0,8572,0.375,0,0
5295,90246,83674,74961,78261,165397,156852,127760,202453,1.0,1,1
5296,3057,3719,2091,1272,1124,865,810,1550,1.0,1,0
30849,30724,45024,41192,23846,18688,17887,15453,19261,1.0,1,0
23533,650,5242,1647,0,984,353,0,0,0.625,1,0
146850,463,1824,1617,361,2933,0,2466,3627,0.875,1,0
200576,4195,3208,1670,490,1309,2513,796,850,1.0,1,0
29992,0,0,0,0,0,18405,0,0,0.125,0,0
5292,296,5099,5478,3156,0,0,0,0,0.5,0,0
11040,0,0,0,0,0,0,0,1620,0.125,0,0
5300,269174,203560,173173,144646,122126,90656,108536,164434,1.0,1,1
5303,105134,199236,107160,98648,156619,165499,213697,173555,1.0,1,1
54984,2705,12353,28346,56376,11703,8490,14204,15559,1.0,1,0
5304,23935,6668,4376,0,0,0,0,0,0.375,0,0
5305,276493,238712,217713,125798,241491,229771,177045,237764,1.0,1,1
8396,37618,16155,33905,50862,79152,41545,59481,62475,1.0,1,1
79837,31938,31214,31693,19438,17535,26224,5944,21462,1.0,1,0
8394,21606,20179,18229,12917,4079,2479,3968,3797,1.0,1,0
8395,0,0,0,0,0,0,0,0,0.0,0,0
23396,8642,8713,8535,0,4163,4286,2631,4329,0.875,1,0
8544,5879,5818,2328,1683,0,0,0,0,0.5,0,0
23761,9193,12466,12661,9645,13626,10264,7053,15166,1.0,1,0
57095,341713,175865,132881,135125,155232,159005,123368,146687,1.0,1,1
5306,162654,119536,92379,72023,88478,104656,83986,148466,1.0,1,1
23760,331288,376865,258252,204301,102721,169188,104568,179140,1.0,1,1
26207,19360,12205,16074,5704,13404,17972,11125,18537,1.0,1,0
9600,5482,11205,6638,1597,7614,9392,11665,12196,1.0,1,0
57605,2444,0,3878,5974,2275,986,2340,2568,0.875,1,0
10531,146474,124366,106260,113240,86623,113257,103684,108418,1.0,1,1
9867,876,1510,1159,1497,797,287,0,0,0.75,1,0
93035,0,0,2928,569,300,271,539,0,0.625,1,0
5569,0,34010,0,0,12578,0,0,20894,0.375,0,0
5570,0,0,0,0,0,0,0,0,0.0,0,0
11142,0,0,0,14748,0,0,0,0,0.125,0,0
5313,0,0,0,0,0,0,0,0,0.0,0,0
5315,11612590,13757397,10599258,7202185,3722431,4149736,2563987,4230152,1.0,1,1
9088,0,37428,0,8226,0,0,0,0,0.25,0,0
5585,129157,133023,122929,71585,72878,81158,58717,94224,1.0,1,1
5586,2837,6014,4175,1500,950,2027,2091,1682,1.0,1,0
5316,7133,0,0,1789,2922,2071,2097,3605,0.75,1,0
5317,0,0,2513,3388,268,5,339,747,0.75,1,0
5318,0,9673,7170,0,3322,0,2982,0,0.5,0,0
23659,4887,0,5575,0,0,0,0,237,0.375,0,0
11145,0,0,0,0,0,0,0,0,0.0,0,0
26279,0,0,0,0,0,0,0,0,0.0,0,0
5321,0,0,0,0,0,0,1235,2055,0.25,0,0
8398,0,0,0,0,0,686,0,0,0.125,0,0
7941,0,0,0,0,0,531,1541,0,0.25,0,0
9373,136826,146161,135369,100228,52704,67958,51816,70759,1.0,1,1
51316,0,0,0,0,0,0,4551,0,0.125,0,0
5326,0,0,0,0,0,0,0,5006,0.125,0,0
5327,0,0,0,0,0,0,0,0,0.0,0,0
5328,0,0,2082,0,0,0,0,0,0.125,0,0
5329,11253,7460,1907,378,0,0,0,0,0.5,0,0
79887,226,0,0,51,8,0,56,274,0.625,1,0
196463,11893,5733,11103,11427,1371,2532,2193,5436,1.0,1,0
23236,0,0,0,0,0,0,0,0,0.0,0,0
5330,45248,25278,35486,19211,35732,35795,22394,40978,1.0,1,0
5331,2107,12302,7685,4552,5342,760,1137,1444,1.0,1,0
5332,3459,2735,4550,0,0,0,0,0,0.375,0,0
5333,24106,4722,8861,5178,4053,8747,6983,5902,1.0,1,0
5335,140065,127694,150686,71166,85215,89472,61095,102151,1.0,1,1
5336,5086,4680,8009,3313,485,995,303,779,1.0,1,0
9651,0,0,8035,1436,1840,1072,769,1310,0.75,1,0
5334,0,455,901,741,6453,11240,6830,7837,0.875,1,0
23228,15309,9337,14191,14578,22112,24712,19261,35646,1.0,1,0
89869,1624,32937,1476,0,0,0,0,0,0.375,0,0
5337,652,333,0,0,1414,572,0,579,0.625,1,0
5338,2496,0,1359,0,175,0,924,0,0.5,0,0
23646,0,171,4838,2339,0,432,31,534,0.75,1,0
201164,0,0,0,0,0,0,0,0,0.0,0,0
5339,191270,211315,298476,196171,625907,511917,670122,516162,1.0,1,1
5341,9460,1346,607,2681,483,3133,1715,764,1.0,1,0
59338,8836,4945,6988,1209,22587,25438,13584,12077,1.0,1,0
59339,60309,55415,51960,16773,27958,24112,17430,36496,1.0,1,0
65977,2062,0,0,0,0,0,0,0,0.125,0,0
57664,1080,1495,127,2211,1035,5444,245,2793,1.0,1,0
54477,0,0,1479,148,0,0,0,1384,0.375,0,0
55041,0,0,0,0,0,0,0,0,0.0,0,0
400224,0,0,0,4747,0,0,0,0,0.125,0,0
79156,62847,42608,48133,29981,64153,86610,58284,82793,1.0,1,1
79666,5481,8463,3641,7622,5737,10682,5315,3176,1.0,1,0
57480,1256,0,1095,425,1020,533,0,423,0.75,1,0
64857,509,0,2070,409,0,0,0,0,0.375,0,0
26030,0,2279,2952,2658,5576,5232,5129,9060,0.875,1,0
9842,0,405,0,0,0,0,0,0,0.125,0,0
23207,2475,4046,1883,0,1107,1165,459,1042,0.875,1,0
51177,2907,1828,6957,10453,2040,1556,6820,7701,1.0,1,0
80301,42746,35601,28712,8152,37352,27253,42234,45471,1.0,1,0
5340,130299,80787,52381,28586,1772,9009,148046,124652,1.0,1,1
55848,95780,152052,111269,265447,213284,480781,278420,332067,1.0,1,1
123,10182,20074,13962,724,0,0,0,0,0.5,0,0
10226,205948,251021,242364,77440,128894,209035,163325,253492,1.0,1,1
5347,17913,37949,49751,19971,0,0,0,5685,0.625,1,0
5351,567,621,462,1456,0,171,0,0,0.625,1,0
8985,19874,19930,12885,2504,823,1516,858,1516,1.0,1,0
5355,156203,130597,183893,135952,142038,135799,14544,160877,1.0,1,1
5356,261107,180881,171395,152003,120109,105201,115323,162968,1.0,1,1
5357,4283,10188,10235,4987,2565,5786,4848,5422,1.0,1,0
5358,12071,6652,11959,0,392,1053,1185,2621,0.875,1,0
5359,0,0,0,10041,1015,0,0,2206,0.375,0,0
5360,0,0,0,235,0,0,6316,5573,0.375,0,0
83483,1841,0,7597,0,0,0,0,0,0.25,0,0
84898,0,0,0,0,0,0,0,0,0.0,0,0
5361,394,462,0,0,355,354,290,560,0.75,1,0
91584,14710,710,548,274,3347,1622,0,0,0.75,1,0
23654,1313,0,207,655,63,457,30,0,0.75,1,0
5365,0,0,160,0,0,0,0,0,0.125,0,0
10154,145,392,5379,186,133,0,162,262,0.875,1,0
23129,0,709,1042,0,133,533,0,0,0.5,0,0
135293,40857,30173,9980,8346,8177,17433,4986,12160,1.0,1,0
11243,77497,37587,84487,38263,28803,36067,60526,48468,1.0,1,1
5371,175455,144502,130989,189295,204869,273743,300205,347754,1.0,1,1
5372,7644,12968,16996,4343,905,0,0,0,0.625,1,0
5373,246820,203937,163246,112940,83758,100688,71878,126035,1.0,1,1
23203,350076,279082,275806,183179,91747,80016,93399,97285,1.0,1,1
9512,377880,265068,267320,192172,51843,71911,106826,86557,1.0,1,1
5378,3201,11446,12035,8192,0,3091,0,0,0.625,1,0
5395,9810,16001,12789,13203,4498,3884,2313,7682,1.0,1,0
441194,0,0,0,0,0,0,0,0,0.0,0,0
107161145,0,0,0,0,0,0,4433,0,0.125,0,0
10654,452578,394628,318734,147125,45415,76771,28466,82509,1.0,1,1
25957,205,0,5005,13341,7153,9069,8683,8855,0.875,1,0
25953,32748,17088,27433,27781,15248,17521,28747,24016,1.0,1,0
11284,42318,59416,59289,54547,27773,43605,46314,64150,1.0,1,0
29944,2014,2807,1715,2429,0,0,0,0,0.5,0,0
5411,139926,187708,224599,201039,154730,162122,212035,215113,1.0,1,1
56902,109576,190475,153027,99834,55742,64822,61379,67664,1.0,1,1
5368,0,0,0,0,0,0,0,0,0.0,0,0
4860,2866541,1718903,1866774,1144859,830029,565044,538818,1051588,1.0,1,1
57104,1028,0,1036,1075,0,1552,0,1234,0.625,1,0
8228,0,0,0,0,0,0,0,0,0.0,0,0
10908,14584,28403,29767,17615,20177,16958,18444,21308,1.0,1,0
375775,0,5181,0,0,0,0,0,0,0.125,0,0
50640,1781,2506,1817,7019,1910,1923,3295,1796,1.0,1,0
55163,179431,122807,88282,61026,22023,38349,24755,74943,1.0,1,1
87178,201474,173627,201663,134583,94467,89847,116228,103178,1.0,1,1
25886,8897,4276,13108,5092,0,0,0,0,0.5,0,0
134359,604,2015,0,2252,14307,4759,4981,7676,0.875,1,0
79883,0,0,0,0,0,0,0,0,0.0,0,0
5420,0,0,0,0,0,0,0,0,0.0,0,0
79983,0,0,2060,0,0,0,0,0,0.125,0,0
23509,71410,104233,102769,33780,16293,14022,13161,27500,1.0,1,1
23275,0,2562,0,0,0,0,0,0,0.125,0,0
57645,6977,7105,4578,2476,3334,0,2198,558,0.875,1,0
56983,9685,17120,13780,24031,35228,33644,41473,47109,1.0,1,0
23126,32796,37505,38321,26828,31033,32559,38599,38811,1.0,1,0
5422,100216,110085,102048,72753,1635,353,252,416,1.0,1,1
23649,32014,13068,17750,17301,0,264,0,486,0.75,1,0
5423,30379,44404,48659,21558,54438,45304,45101,62486,1.0,1,1
5424,223174,285010,256621,106029,13428,20644,10521,26167,1.0,1,1
5425,334481,212118,187109,93635,8765,14407,6913,16385,1.0,1,1
10714,139823,152343,143452,20720,1868,1851,0,7141,0.875,1,1
57804,190664,91818,79684,0,38888,67343,63932,97798,0.875,1,1
26073,163769,139568,159960,131576,34806,40769,38933,58541,1.0,1,1
84271,245698,255625,189620,232104,113636,128439,133445,130468,1.0,1,1
5426,18159,15564,15534,3220,0,2467,0,0,0.625,1,0
5427,9274,6846,7725,3260,4021,3807,3665,3893,1.0,1,0
54107,246827,292629,254919,140399,68143,48771,80339,81158,1.0,1,1
56655,115183,0,25009,33732,2464,17429,0,0,0.625,1,1
5428,12436,19209,36189,7607,30738,10514,9373,6629,1.0,1,0
11232,9529,9315,10077,5595,11998,11029,17074,7291,1.0,1,0
5429,0,0,537,0,512,383,0,0,0.375,0,0
51426,0,0,838,0,0,0,0,0,0.125,0,0
27434,0,0,4640,2564,449,2088,3357,3188,0.75,1,0
25885,24928,33491,32805,31932,19683,20920,14319,21601,1.0,1,0
84172,30204,30094,23061,23754,16048,17367,12780,16950,1.0,1,0
9533,139080,86804,137717,111889,48301,73211,49832,86501,1.0,1,1
51082,206334,119167,135784,115478,61720,93672,75962,102240,1.0,1,1
64425,26964,51280,45311,39651,16186,20241,10681,21802,1.0,1,0
5430,104154,108629,99376,107560,85524,88823,90956,102390,1.0,1,1
5431,148948,148807,144400,126919,120160,114304,105318,125998,1.0,1,1
5432,175054,145756,109078,156665,90150,132843,194129,196706,1.0,1,1
5433,239389,176323,144318,128419,122632,117901,186848,179621,1.0,1,1
5434,63311,130319,156719,120743,86332,165378,159895,193500,1.0,1,1
5435,60894,27889,46570,15805,6251,0,48842,15319,0.875,1,0
5436,276278,231089,228160,126164,85628,128200,102891,168913,1.0,1,1
5437,989306,693701,461818,422658,172107,214307,202105,281890,1.0,1,1
5438,201303,104759,181899,193129,171849,168141,218286,237862,1.0,1,1
5440,345828,146452,143100,125260,196196,152325,108364,214269,1.0,1,1
5441,237725,158765,141085,168869,158371,105267,64391,141381,1.0,1,1
81488,665917,549965,443374,238139,310942,0,496284,635434,0.875,1,1
11128,21467,19790,18536,8240,18028,18828,10790,21181,1.0,1,0
55703,7514,10720,8340,3883,7700,4743,4309,7340,1.0,1,0
10623,41711,12798,4239,25455,8664,9123,6553,12773,1.0,1,0
661,23366,22356,14713,13514,9282,9838,9697,8436,1.0,1,0
55718,17980,20685,6268,11966,5000,6138,7138,16538,1.0,1,0
10621,21020,19229,21606,7865,7837,10471,7358,13425,1.0,1,0
10622,0,0,0,0,0,0,0,0,0.0,0,0
84265,0,0,0,0,0,0,0,0,0.0,0,0
51728,11250,0,0,0,0,5449,0,0,0.25,0,0
5442,4862,15909,12287,7546,0,0,157,685,0.75,1,0
9883,9685,12587,15418,13809,10675,14870,14443,14810,1.0,1,0
100101267,9290,7019,8748,7851,4762,7707,4407,5673,1.0,1,0
55624,0,0,0,906,0,283,891,1475,0.5,0,0
84892,0,0,1001,0,1374,2353,1988,3592,0.625,1,0
84197,4831,1168,0,3761,1741,2657,4667,3544,0.875,1,0
51371,60189,16154,0,24137,2729,0,5497,10256,0.75,1,0
5444,114150,31153,32999,69759,16737,19769,284123,272753,1.0,1,1
5445,7247,1129,6068,609,876,0,4554,2372,0.875,1,0
5446,0,0,0,0,0,0,0,5905,0.125,0,0
10940,31239,57740,44766,50110,18188,14935,17874,14433,1.0,1,0
10775,12079,7036,9593,9091,5285,12395,7377,10821,1.0,1,0
51367,33390,24976,32937,15166,27412,14094,13111,16322,1.0,1,0
10248,27577,10970,14647,15343,22766,9679,13931,15638,1.0,1,0
5447,69570,67994,78139,83827,59657,65711,71967,83282,1.0,1,1
10631,0,4691,3230,0,0,879,0,0,0.375,0,0
25913,10870,10948,6063,5154,6851,5797,3043,5143,1.0,1,0
445582,43228,31277,31921,36573,1428,3207,3115,0,0.875,1,0
728378,0,0,0,0,0,0,0,0,0.0,0,0
440915,153039,42576,43736,0,0,0,0,0,0.375,0,1
5450,0,0,1258,0,0,0,0,5283,0.25,0,0
5451,6706,5973,5104,634,4436,4641,4206,4547,1.0,1,0
5452,28060,29404,27701,20776,9568,20914,11904,12777,1.0,1,0
5453,0,0,0,0,0,0,0,0,0.0,0,0
5464,2833150,2208996,1867328,1140523,514762,581932,377127,621252,1.0,1,1
27068,781649,551453,495385,320140,415310,529990,377809,557246,1.0,1,1
56342,20591,31544,28634,34599,27610,24753,23612,23165,1.0,1,0
8611,262,3056,6476,7950,0,0,0,0,0.5,0,0
5471,188800,168592,170675,97116,72408,118120,49496,87011,1.0,1,1
5473,341378,84002,31947,1175,2403,0,105948,89990,0.875,1,1
60490,92856,20692,16311,26230,16139,13198,8330,27467,1.0,1,0
79717,66304,113584,91382,42463,60504,65118,58180,84316,1.0,1,1
79144,15863,5653,9893,0,7412,8556,0,0,0.625,1,0
8500,1393,7364,8740,7762,3392,4065,2916,4027,1.0,1,0
8496,1116,6550,851,729,450,0,0,467,0.75,1,0
8495,0,550,3491,1268,2344,3460,3991,12096,0.875,1,0
51535,19079,35814,48723,18143,22085,25744,35510,33624,1.0,1,0
5478,31222522,25605228,19591043,15812495,12966523,12192792,12308670,16295749,1.0,1,1
5479,3411028,2692988,2646539,2835798,907537,1437993,1078105,1723053,1.0,1,1
5481,523830,604172,440829,244525,69410,105902,61600,100068,1.0,1,1
10450,270123,178644,126200,96154,74367,83901,67217,107767,1.0,1,1
10105,357908,327131,269493,165199,17792,36599,28379,33429,1.0,1,1
9360,41630,39353,24258,45434,39353,43526,53021,48879,1.0,1,1
10465,755741,432927,432395,481978,265056,307824,367451,347905,1.0,1,1
51645,328927,386895,247494,249233,197129,286240,173650,234853,1.0,1,1
23759,45696,42646,42346,47463,44103,48650,43935,55285,1.0,1,0
53938,625976,407239,433939,182569,301623,368311,314400,294920,1.0,1,1
85313,70664,38750,50826,40286,62337,46882,54203,60479,1.0,1,1
9677,0,0,0,0,0,0,0,0,0.0,0,0
23262,17264,20052,29399,10269,15832,16131,13209,24667,1.0,1,0
5494,68791,41406,52160,34903,38992,41887,27715,55366,1.0,1,0
5495,81387,81476,82726,45803,65100,69154,63265,101550,1.0,1,1
8493,0,0,0,0,0,0,1488,0,0.125,0,0
9647,49279,35932,61528,35583,50007,54334,56534,61553,1.0,1,1
5496,378189,247495,303250,309732,94314,107046,121091,137319,1.0,1,1
57460,604,0,0,418,0,0,0,0,0.25,0,0
152926,0,14011,0,0,5436,8582,9347,11693,0.625,1,0
151742,0,0,0,2684,0,0,0,0,0.125,0,0
51400,117001,125040,99364,45236,45472,40845,39660,62467,1.0,1,1
5498,82431,59416,67837,15787,27377,22366,28050,25162,1.0,1,0
5499,2682269,2443132,2020034,1521851,1169977,1266990,866056,1410792,1.0,1,1
5500,498537,326745,274216,226121,155454,225340,136048,215230,1.0,1,1
5501,92543,111149,95986,72226,63973,56536,75037,87679,1.0,1,1
5514,20211,24420,30062,23718,15372,15660,13199,16306,1.0,1,0
6992,18516,0,18445,14856,42799,28275,23750,19854,0.875,1,0
4659,116476,94179,102513,77133,72368,92057,74798,97087,1.0,1,1
4660,0,2992,0,0,126,0,0,1199,0.375,0,0
