Majority protein IDs,Gene names,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state
A0A087X2C0;A0A075B6N9;P01871;P01871-2,IGHM,439874,125112,80624,158018,47418,69120,539689,525442
Q5T7M9;A0A087X2C2;A0A087WZK6;A0A087WZ97,FAM69A,10931,6813,18088,7083,4636,8413,7283,7590
Q9BRJ2;A0A087X2D5;A0A087WU62,MRPL45,95730,80694,82728,98664,31906,40781,44123,52252
P31997;A0A087X2E2,CEACAM8,718,897,134,71,0,108,0,0
P62333;A0A087X2I1,PSMC6,776988,948741,665675,513036,287529,281413,195223,387004
A0A087X2I3,,0,0,3753,0,0,0,0,0
Q8TBZ3;Q8TBZ3-2;A0A088AWN2;Q8TBZ3-4;Q8TBZ3-5;Q8TBZ3-6;Q8TBZ3-7,WDR20,0,0,0,1861,0,0,0,2132
Q9UHQ1;E7EP87;A0A088AWN8;Q9UHQ1-4;Q9UHQ1-3;Q9UHQ1-2;J3KT43;E9PH27,NARF,20184,15830,27691,10032,0,0,0,2839
Q8WUY3;A0A088AWP5;Q8WUY3-4;Q8WUY3-2;Q8WUY3-3;H7BZH9;E9PDC2;Q5JUB9;Q5JUB8;Q8WUY3-5,PRUNE2,0,0,0,0,0,45,0,0
Q9BZA7;Q9BZA7-6;A0A096LNH1;Q9BZA7-7;Q9BZA7-2;Q9BZA7-5;Q9BZA7-4;Q9BZA7-3;Q9BZA7-8;Q9BZA8;Q9BZA8-3;Q9BZA8-2;Q9BZA8-4,PCDH11X;PCDH11Y,0,0,0,0,0,0,0,0
Q14185;A0A096LNH6,DOCK1,0,0,0,121,0,0,0,0
A0A096LP25;Q6ZSR9;A0A096LNZ0,,115690,113775,92892,42724,83548,79908,71157,96963
A0A096LP38,,0,239916,0,0,0,0,0,0
A0A096LP69,,19,0,4981,22001,4978,9618,11412,16990
A0A096LP75;C4AMC7;Q6VEQ5;A0A096LP26;A0A096LNU2,WASH3P;WASH2P,39603,40167,37342,22673,20489,19582,15299,29340
A0A0A0MR88;A0A096LPC5;Q9Y4E1;Q9Y4E1-2;Q9Y4E1-4;J3KP36;Q9Y4E1-3;Q9Y4E1-6;Q9Y4E1-5,FAM21C,36608,26240,25031,16963,13384,16148,13428,18219
A0A096LPE2;P35542,SAA4,26670,3652,1523,23613,0,0,41648,34833
A0A096LPF5,,0,9654,0,0,5671,3655,4391,3935
A0A096LPI6;A0A096LNH5;H7C2G3,C21orf33,1268907,679505,599864,311852,424272,368293,403967,671662
A0A096LPJ3;A0A096LP07;A8K070,,0,0,0,0,0,0,0,0
Q9Y4K4;A0A0A0MQR1,MAP4K5,2930,0,3696,1879,784,0,571,1091
Q9BY42;A0A0A0MQR2;A2A2L5;A2A2L6,RTFDC1,97077,63273,31738,98149,43320,37502,42138,34410
P27448-6;A0A0A0MQR8;P27448-7;H0YIY6,MARK3,0,0,0,0,0,0,0,0
A0A0A0MQS0;F8W9L8;A8MW92;A8MW92-2;E9PM57,PHF20L1,2858,3159,2646,3147,1857,2257,3576,3035
Q8N2M8;F5H0Q6;A0A0A0MQS2;Q8N2M8-3;Q8N2M8-4,CLASRP,623,7924,4044,8392,4003,4883,4514,6492
A0A0A0MQS8;Q02094;A0A087WZZ4,RHAG,0,0,0,0,0,0,0,0
Q16363;A0A0A0MTC7;A0A0A0MQS9;Q16363-2,LAMA4,4525,2952,2842,3942,1849,1979,1387,0
A0A0A0MQU4;H7C3V9,SCLY,149881,87184,63369,71859,56562,106344,63250,139758
P05013;A0A0A0MQU8,IFNA6,0,0,0,0,1222,0,0,0
Q9UPS6;A0A0A0MQV9;Q9UPS6-2,SETD1B,66,4242,1795,1697,3356,2695,3642,5163
Q9UIV8;A0A0A0MQW3;Q9UIV8-2,SERPINB13,0,0,0,0,0,0,0,0
Q9NR56;C9JP00;A0A0A0MQX8;Q86VM6,MBNL1,767804,702672,570258,346964,170003,142275,185031,198526
Q8N3J5;A0A0A0MQZ4;V9GY69,PPM1K,0,14011,0,0,5436,8582,9347,11693
A0A0A0MR39;Q9P2K5;A0A087WUT0,MYEF2,11096,16254,13381,8408,6823,4903,5685,5684
A0A0A0MR49;Q9HCS2,CYP4F12,0,0,0,1590,0,0,0,0
A0A0A0MR61;Q6UWY2,PRSS57,1329,0,0,0,1080,464,1841,1795
A0A0A0MR66;P98175,RBM10,82464,76765,58746,44253,47180,45630,50681,47992
A0A0A0MR85;Q03013;Q03013-2,GSTM4,154669,0,0,0,41839,0,0,0
Q15468;A0A0A0MR87;E9PSF2;Q15468-2;Q5T0C7,STIL,0,1474,906,1311,0,1246,0,826
Q8WXG6-3;A0A0A0MRB5;Q8WXG6-2;Q8WXG6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4,MADD,3701,12557,8616,3140,2541,2560,1811,3387
Q9ULH1;A0A0A0MRE5;Q9ULH1-2;H0YBF7,ASAP1,7988,10233,15602,3491,17619,14910,21558,23023
A0A0A0MRH7,,0,0,0,0,0,0,0,0
A0A0A0MRI0,,0,0,0,0,0,0,0,0
A0A0A0MRI1;Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3,GPALPP1,32190,34371,26680,25554,26328,26208,34241,41874
P18847;A0A0A0MRJ2;Q5VTZ4;P18847-5,ATF3,0,0,0,98254,0,0,0,0
A0A0A0MRJ3;Q8NEY1;Q8NEY1-2;Q8NEY1-7;Q8NEY1-4;Q8NEY1-3;Q8NEY1-5;Q8NEY1-6,NAV1,231,653,576,0,300,123,313,883
P22061;A0A0A0MRJ6;H7BY58;P22061-2;F6S8N6,PCMT1,1043291,877540,750377,635671,601562,793967,646983,991592
P12259;A0A0A0MRJ7,F5,2726,1073,1146,1953,203,3624,3756,11062
Q5T8I9;A0A0A0MRN1,HENMT1,0,0,0,2531,0,0,0,0
Q5VV52;Q5VV52-2;A0A0A0MRR1;Q5VV50;Q5VV52-3,ZNF691,298,1224,4151,1992,746,7305,3753,2683
Q96BW1;A0A0A0MRR5;Q96BW1-3;E9PSD7,UPRT,20893,13595,13266,11344,0,1716,0,4868
P09234;A0A0A0MRR7,SNRPC,425766,374981,485812,314590,236952,232917,256078,251165
Q8IZP0;Q8IZP0-3;Q8IZP0-2;B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0-11,ABI1,100608,82613,59767,53102,95409,80273,100736,124477
Q9P2E9;A0A0A0MRV0;A0A087WVV2;F8W7S5,RRBP1,89984,96524,91138,95229,23334,20431,36357,25266
Q9P2S5;A0A0A0MRV3;Q5T0D5,WRAP73,0,10762,9126,5299,5159,6746,4919,4067
A0A0A0MS09;P01880-2,IGHD,4007,0,88,104,215,0,1718,393
A0A0A0MS11,,0,0,0,0,0,0,0,0
A0A0A0MS12;A0A0C4DH40;A0A0C4DH41;A0A0A0MS13,,35946,0,0,0,0,0,0,0
A0A0A0MS14,,0,0,0,0,0,0,0,0
A0A0A0MS20,,0,0,0,0,0,0,0,0
A0A0A0MS41;Q9BWM7;S4R3N9,SFXN3,81265,123185,123880,113845,98135,111108,133364,152169
Q9H9E3;A0A0A0MS45;J3KNI1;Q9H9E3-3,COG4,24035,20016,29149,11284,7653,7728,7396,10442
A0A0A0MS51,,0,0,0,0,0,0,0,0
Q13555;Q13555-2;A0A0A0MS52;A0A0A0MT11;Q13555-4;Q13555-8;Q13555-6;Q8WU40;H0Y6G2,CAMK2G,3397,0,2059,1073,3538,3473,3356,4213
Q14123;A0A0A0MS69;Q14123-3;Q14123-2,PDE1C,0,0,117,0,0,939,0,0
K9N2S2;K9N1J3;K9N0C7;K9N163;K9N2Q6;A0A0A0MS77;Q5JVA3;E9PQ64;E7ETI1;Q13261-5;Q13261-10;Q13261-3;Q13261-4;Q13261,il15ra;IL15RA,0,0,0,0,0,0,0,0
A0A0A0MSA7;O43432;O43432-4,EIF4G3,6903,10428,11084,2597,898,371,2270,361
P15151;A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4,PVR,0,0,0,689,0,0,0,0
Q9UPT5;A0A0A0MSB8;Q9UPT5-5;Q9UPT5-6;Q9UPT5-2;Q9UPT5-1;B4DJ07;A0A0A0MRE1,EXOC7,34955,36233,34871,19218,17720,17085,16613,19938
Q16836;A0A0A0MSE2;Q16836-3;Q16836-2;E9PF18,HADH,932154,895230,860807,374498,688369,774993,496909,787066
Q96CS7;A0A0A0MSI4;A0A0A0MSE9;B7WPA5;Q96CS7-4;Q96CS7-5;Q96CS7-3;Q96CS7-6;Q96CS7-2,PLEKHB2,0,0,0,0,0,0,0,0
Q8N954;A0A0A0MSF9;Q8N954-2,GPATCH11,18998,14572,13403,10431,12101,11380,15294,13155
A0A0A0MSH9;A0A0A0MRH8,,0,0,0,0,0,0,0,0
Q8IXK0;B3KPJ4;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0-5,PHC2,9990,5820,3524,5964,8793,12287,9296,14177
Q15283;A0A0A0MSJ9;Q15283-2,RASA2,44526,55915,43926,31035,87336,108940,80255,125037
Q13017;A0A0A0MSK6;Q13017-2,ARHGAP5,2381,3366,1953,915,2657,2737,2055,3133
Q9ULE0;A0A0A0MSQ8;Q9ULE0-2,WWC3,700,0,0,0,0,0,1229,880
Q86VX9;A0A0A0MSQ9;X6R3V9;Q86VX9-2;Q86VX9-4;Q86VX9-3,MON1A,766,0,0,0,534,1121,0,2019
Q8ND83;A0A0A0MSS3;Q8ND83-4;A0A0C4DFN6;Q8ND83-2;X6RGK9,SLAIN1,472,2652,5505,5644,1573,3271,2099,3281
P42330;A0A0A0MSS8;S4R3Z2,AKR1C3,5540,6292,3981,0,7824,0,6561,9761
A0A0A0MSV7,,0,0,0,0,0,0,0,0
O15533;A0A0A0MSV9;O15533-3;A2AB90;O15533-2;A0A0A0MT98;O15533-4,TAPBP,793725,820880,840448,484759,323461,301605,452918,299448
Q86UQ4;A0A0A0MT16;Q86UQ4-4;Q86UQ4-3;F5H7B7;Q86UQ4-5,ABCA13,62164,1734,31400,17039,4490,0,1100,3526
P08575;A0A0A0MT22;X6R433;P08575-2;M3ZCP1;A0A075B788,PTPRC,1241461,1173876,1089767,1085948,1083628,1118213,1251135,1306891
P27448;P27448-3;A0A0A0MT23;P27448-4;A0A0A0MSZ1;J3KNR0;P27448-2;A0A0A0MST9;P27448-8,MARK3,8652,3645,3760,7875,7248,6055,7346,8948
P13637;M0R116;A0A0A0MT26;P13637-2;P13637-3,ATP1A3,0,0,0,0,0,0,0,0
Q04828;A0A0A0MT30;H0Y804;A6NHU4,AKR1C1,0,0,0,0,0,0,0,0
P38571;A0A0A0MT32;P38571-2;Q5T073,LIPA,26328,21693,25271,19412,55346,61186,26424,135991
Q9UPN6;A0A0A0MT33;Q9UPN6-2,SCAF8,7693,18919,20286,36894,25717,25789,25049,32399
Q8TBF2;A0A0A0MT35;Q8TBF2-3;Q8TBF2-8;Q8TBF2-5;A0A0A0MRV4;Q8TBF2-4;Q8TBF2-6;J3KPF6;J3KPF5;Q8TBF2-2;Q8TBF2-7;J3QKK8;J3KRV9,FAM213B,79005,34319,24548,11930,53391,57962,31454,115611
A0A0A0MT72;Q9BSQ5;Q9BSQ5-2;C9JUH3;Q9BSQ5-3;Q9BSQ5-4;E9PEC4,CCM2,87091,53507,59283,17119,19359,28477,23177,37824
A0A0A0MT74,,0,0,14884,7239,0,0,0,0
P26440;A0A0A0MT83;P26440-2;H7C4G6,IVD,163629,96975,104281,130052,122123,171880,149469,243904
A0A0A0MT87,,0,0,0,0,0,0,0,0
A0A0A0MTB5;Q5HY62;Q8TE69-2;S4R3G8,CXorf40B,0,0,0,0,0,0,0,0
Q9NUL3;E9PH62;A0A0A0MTC5;Q9NUL3-2;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;A0A0A0MTC4;A0A0A0MTC6;Q9NUL3-6;Q9NUL3-7;E5RJN7;E7EVI1;Q9NUL3-4,STAU2,101640,73873,85975,22444,2415,8790,8400,9149
Q13418;A0A0A0MTH3;Q13418-3,ILK,216081,196141,190578,123695,42985,57107,47829,73200
O14981;A0A0A0MTH9,BTAF1,25013,38182,30776,19175,10235,9692,8366,11434
O14492;A0A0A0MTI2,SH2B2,0,0,0,0,0,0,0,0
Q13309;A0A0A0MTL5;Q13309-2,SKP2,0,0,0,1354,0,0,0,0
Q6ZS17;A0A0A0MTL6;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4,FAM65A,483,989,745,178,170,0,166,222
A0A0A0MTQ6;A0A075B6P5;P01617;P06309,IGKV2D-28,93010,0,2086,0,1459,0,90854,101793
Q63HN8;A0A0A0MTR7,RNF213,170495,273386,271943,188391,107291,100111,84184,121640
Q9Y240;A0A0A6YY95,CLEC11A,0,0,0,0,0,0,0,0
P48200;A0A0A6YY96,IREB2,13657,18479,13894,11238,7539,8823,5926,10340
Q12851;A0A0A6YYA7;Q12851-2,MAP4K2,27707,33719,25528,7663,22059,18586,11356,21861
Q8IV61;A0A0A6YYA9;Q8IV61-2,RASGRP3,0,0,0,0,0,0,0,0
Q8TAS1;A0A0A6YYC2;Q8TAS1-3;Q8TAS1-2,UHMK1,2635,2889,0,0,4941,3386,2857,4243
A0A0A6YYC5,,0,0,0,0,0,0,0,0
Q96JP5;A0A0A6YYC7;Q96JP5-2;H3BTR0,ZFP91;ZFP91-CNTF,3688,15592,16477,15538,9191,10799,11906,12577
I3L1I5;A0A0A6YYC8,,0,0,7883,9210,46099,29765,39037,43584
A0A0A6YYG2,,37129,0,0,0,20621,0,24309,28218
A0A0A6YYG5;Q53S48;Q9Y6Q2-3;A0A0A6YYH4;Q9Y6Q2-2,ALF;STON1,18143,21095,2725,7880,0,0,0,0
A0A0A6YYH1;Q7Z6K5-2;Q7Z6K5,ARPIN,10740,8284,11241,4218,0,0,0,0
A0A0A6YYJ7,,9740,0,0,0,9005,0,0,0
A0A0A6YYJ8;Q96HJ9-2,C7orf55,535918,424806,404211,436512,346059,361759,366778,387337
A0A0A6YYK7;P04436,,0,0,0,0,4464,10587,10377,8623
A0A0A6YYL2;P0DMN0;P0DMM9;P0DMM9-3;P0DMM9-2,SULT1A4;SULT1A3,0,0,0,177,0,170,0,147
A0A0A6YYL4;P57737-3,CORO7,154219,138811,141001,94216,121173,165510,92603,155069
A0A0B4J1R6,,5164,3873,0,0,3090,2629,0,0
O15392;A0A0B4J1S3;H3BLT4;O15392-5;O15392-4;O15392-2;K7EMW2,BIRC5,46789,26076,37181,39281,2942,0,0,0
Q9UBF8;Q9UBF8-2;A0A0B4J1S8;Q9UBF8-3,PI4KB,11097,17128,12759,8075,4030,7936,3307,7063
A0A0B4J1U3,,0,0,0,0,0,0,0,0
A0A0B4J1V0,,0,0,0,0,5226,0,0,0
A0A0B4J1V2,,0,0,0,0,0,0,0,0
P01743;A0A0B4J1V4,,0,0,0,0,0,0,0,0
A0A0B4J1V5,,0,0,0,0,0,0,0,0
A0A0B4J1V6,,0,0,0,0,0,0,0,0
A0A0B4J1V8;Q9NQ55;A0A0A6YYI3;Q9NQ55-2;Q9NQ55-3;A8MV53,PPAN,20591,31544,28634,34599,27610,24753,23612,23165
Q9NRZ9;A0A0B4J1V9;Q9NRZ9-2;Q9NRZ9-3;F6XU50;Q9NRZ9-5;Q9NRZ9-4;A0A087WSW7;Q9NRZ9-6,HELLS,55108,41210,71249,77022,102,0,49,165
O75448;A0A0B4J1W0;O75448-2;F5GY88;F5H5K2;B4DDR8,MED24,15387,22276,15369,11507,16812,12692,16021,18148
A0A0B4J1W3,,591,907,0,0,0,0,0,0
A0A0B4J1X5,,0,0,0,0,0,0,0,0
A0A0B4J1Y8,,0,0,0,0,0,0,0,0
A0A0B4J1Z4,,0,0,0,0,0,0,0,0
A0A0B4J1Z7;A0A0C4DH57,,0,0,0,0,0,0,0,0
A0A0B4J220;E9PLD3;E9PRG8,LOC102288414,7958,139591,135861,263999,50635,122974,115675,100262
A0A0B4J235,,0,0,11101,0,16429,0,19019,16690
A0A0B4J241,,0,0,0,0,5913,0,6032,0
A0A0B4J245,,22320,0,3739,0,2675,5315,3506,4333
A0A0B4J249,,0,0,0,0,0,0,0,0
A0A0B4J263,,0,0,0,0,0,0,0,7102
A0A0B4J266,,0,0,1759,535,0,0,0,231
A0A0B4J268,,25118,11490,0,0,0,0,4624,0
A0A0B4J269;Q13509;Q13509-2,TUBB3,2867,2006,4022,0,1018,0,0,0
A0A0B4J270;Q9H2X8,IFI27L2,6652,0,0,0,0,0,0,0
A0A0B4J275,,18663,34408,12378,11755,3333,9239,6005,7925
Q8N8U2;A0A0B4J291,CDYL2,0,4944,3522,0,1992,0,4229,0
Q9UL33;A0A0B4J294;H3BP13;Q9UL33-2;A0A0B4J286;H3BPN3;H3BUK6,TRAPPC2L,78463,57581,55781,38759,21282,29899,18681,32454
A0A0B4J2A0;Q9UHJ6,SHPK,56941,60406,42113,23206,14697,27675,18075,26483
Q5XKP0;A0A0B4J2A5,QIL1,0,0,0,0,77835,111863,122601,200156
P43119;A0A0B4J2A7;M0QZW0,PTGIR,0,0,0,0,0,0,0,0
A0A0B4J2B4,,0,0,0,0,0,0,0,0
A0A0B4J2B7,,80579,20798,14301,11717,0,0,16937,22973
P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;P13693-2,TPT1,1668420,991070,1289240,1238262,431928,355277,293881,677273
P30042;A0A0B4J2D5;H7C1F6;A0A0B4J2H4;P30042-2,C21orf33,96556,45424,48796,0,2788,0,2514,3955
A0A0B4J2D9,,0,0,0,0,0,0,0,0
A0A0B4J2E5,,72434,94932,74432,44389,38324,47603,52917,49645
A0A0B4J2E8;Q96D31;Q96D31-2,ORAI1,6749,11143,10705,11667,12391,21254,35904,30143
Q01362;A0A0B4J2E9;E9PLJ1,MS4A2,0,0,0,0,0,0,0,0
A0A0B4J2F0,,0,9619,0,27255,84617,185441,98619,266266
P52435;A0A0B4J2F8;F6S314;E2QRJ6;D6RAG0;E7EP90;A0A0B4J1Z8;F8WF84,POLR2J;POLR2J3,338529,178505,209097,164106,131569,129495,194952,203144
Q15345;A0A0B4J2G4;A0A087X0S7;A0A0C4DH00,LRRC41,61068,46174,3501,5598,4541,4027,2414,3825
A0A0B4J2G9,,0,0,0,0,0,0,0,0
A0A0B4J2H0,,0,0,0,0,0,0,0,0
A0A0C4DFL7;Q16850;Q16850-2,CYP51A1,10638,26221,51917,7491,718,0,391,2073
A0A0C4DFL8;F5GX28;O94953;K7EQ54,KDM4B,8831,12746,11807,508,533,6812,236,68
G3V5T0;A0A0C4DFM0;G3V267;G3V4T6;A0A0A0MR33,GSTZ1,43927,38112,28215,13381,4743,10851,7817,22644
Q92544;A0A0C4DFM1,TM9SF4,8646,36237,77548,30300,21264,22160,29292,32316
Q5TAX3;A0A0C4DFM7;E9PKY2;Q5TAX3-2,ZCCHC11,3257,4778,9412,3871,3729,1851,3938,2814
A0A0C4DFN1;Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2,MFN1,4107,0,3090,7110,5144,4315,5183,6225
Q99685;A0A0C4DFN3;Q99685-2;E7EWX8;H7C4E0,MGLL,178,238,0,670,615,559,809,609
A0A0C4DFP5;P35398-1;P35398;P35398-4;A0A0C4DG53;P35398-3,RORA,1798,0,1197,1626,0,1195,0,0
Q9NQ79;A0A0C4DFP6;Q9NQ79-2;Q9NQ79-3;Q5T4F6,CRTAC1,3325,4182,0,0,0,0,1689,0
Q8NCN2;A0A0C4DFQ2,ZBTB34,0,0,0,0,862,0,0,0
Q9UBK9;A0A0C4DFR8,UXT,17953,34528,25263,14631,18055,11508,15504,20207
P13942;H0YIS1;Q4VXY6;A0A0C4DFS1;P13942-8;P13942-6;P13942-7;P13942-4;P13942-5;P13942-2;P13942-3;A2AAS7,COL11A2,0,0,0,0,0,0,0,0
Q9NQC1;A0A0C4DFT8;G3XAA4;Q9NQC1-2;Q9NQC1-3;B5MBX1,JADE2,7937,9982,6903,2521,18403,21169,35614,15697
A0A0C4DFU2;A0A0C4DFU1;F5H4R2;F5GYZ5;A0A0C4DG56,SOD2,0,0,0,0,0,0,0,0
Q9H469;A0A0C4DFV0;X6RJB2;X6RGT4;X6RHD7,FBXL15,9537,6874,6085,3155,0,0,8176,0
Q9UK53;A0A0C4DFW2;Q9UK53-2;A0A087WXF7;Q9UK53-4;Q9UK53-5;Q9UK53-3,ING1,0,0,0,0,5420,5752,11057,11534
A0A0C4DFX3;Q9Y6C2,EMILIN1,270,0,3794,766,316,0,0,0
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7,NELFA,124739,123950,114401,71285,71220,79241,66375,85519
Q14242;A0A0C4DFY0;Q14242-2,SELPLG,18006,12042,13082,9412,7225,7958,11160,12987
A0A0C4DFZ2;P15289;P15289-2,ARSA,13581,3217,4766,2572,12359,18596,19814,23077
P08865;C9J9K3;A0A0C4DG17;A6NE09,RPSA;RPSAP58,7995540,4634843,4415967,5010856,1717888,2197966,1344056,2427610
Q9NYB9;Q9NYB9-2;E7EW77;E7EP65;A0A0C4DG21;F8WAL6;Q9NYB9-4;E9PEZ7;B7Z836;Q9NYB9-3,ABI2,2034,0,1399,1336,0,0,0,530
Q8NF91-4;A0A0C4DG40,SYNE1,0,27,83,86,414,0,347,353
A0A0C4DG89,,290738,269907,248721,182828,146547,152722,173406,196737
C9J9V6;A0A0C4DG91;O75414;C9JQB1,NME6,5763,12260,11841,2552,2594,3443,6650,7600
Q9P2N7;A0A0C4DG99;Q9P2N7-2;Q9P2N7-3;Q9P2N7-4;Q9P2N7-5;Q9P2J3,KLHL13;KLHL9,0,2002,0,1231,0,0,0,0
O75521;A0A0C4DGA2;O75521-2,ECI2,73164,92305,81205,44718,92112,90604,90880,81469
A0A0C4DGA4;Q495A1,TIGIT,309,7358,1769,8672,0,0,0,0
Q14527;A0A0C4DGA6;Q14527-2,HLTF,2506,3539,2921,1316,1185,2683,696,1886
O94929;A0A0C4DGA7,ABLIM3,1856,0,0,873,20794,0,0,0
Q9UIL1;A0A0C4DGB0;Q9UIL1-3;Q9UIL1-2,SCOC,40095,16608,17014,0,22444,30086,26184,38625
A0A0C4DGB6,,0,0,0,0,0,0,0,0
A0A0C4DGB9,,30775,11656,17824,11600,6606,8360,2377,0
Q8TDR2;A0A0C4DGC9,STK35,0,0,1620,0,0,0,0,0
Q8WZ60;A0A0C4DGF2,KLHL6,0,0,5104,883,1026,2288,2694,2526
Q14839;F5GWX5;A0A0C4DGG9;Q14839-2,CHD4,240615,287384,265567,187711,123968,127893,116906,144686
Q5ZPR3;A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;H0YL10;Q5ZPR3-2,CD276,2094,0,0,0,0,0,0,0
P62070;A0A0C4DGH2;P62070-4;P62070-3;E9PK85;P62070-2,RRAS2,24675,40649,37514,30541,13983,21361,18975,24687
Q9Y6R0;A0A0C4DGH3;M0QYC2;M0QXQ4,NUMBL,1562,3206,9477,3170,1618,2779,1852,2380
A0A0C4DGJ8;Q6IPR1;G3V521,LYRM5,0,0,0,0,16228,16621,19221,19611
Q96DA0;A0A0C4DGN4;I3L1H9;I3L3X0,ZG16B,0,0,0,0,0,0,0,0
E7EU35;A0A0C4DGP0;Q9UKF7-2,PITPNC1,0,0,0,0,0,0,0,0
A0A0C4DGP2;Q86Y91-2;Q86Y91;A0A0C4DGP5;Q86Y91-3;Q86Y91-4,KIF18B,14115,17175,12213,12802,9798,0,11664,16048
Q9HAH1;A0A0C4DGQ3,ZNF556,0,0,0,0,12725,8608,0,9416
P04632;A0A0C4DGQ5;K7ELJ7;U3KQE2;K7EIV0;K7EM73,CAPNS1,839867,616059,636363,538660,506765,635131,391333,980773
Q6IAN0;A0A0C4DGQ8;J3KRS1,DHRS7B,20418,21374,34217,9245,5441,8047,9026,10201
P56556;A0A0C4DGS0;R4GN43,NDUFA6,55020,272823,268990,459762,210596,235856,260270,267405
P39656;A0A0C4DGS1;P39656-3;P39656-2,DDOST,463389,533544,492152,422893,238603,211597,251250,217933
Q08379;A0A0C4DGS5;Q08379-2,GOLGA2,30556,12668,15991,25743,18463,20480,26726,25370
A0A0C4DGS8;P35680-2;P35680-4,HNF1B,0,0,0,0,0,0,919,0
Q96AP0;A0A0C4DGT6;Q96AP0-2;R4GNJ5,ACD,16454,7013,9898,5698,6009,7696,6059,13205
Q9Y4U1;A0A0C4DGU2,MMACHC,5733,3017,1993,0,0,0,0,0
A0A0C4DGV5;O95218;O95218-2,ZRANB2,91213,98258,85028,125047,124121,105717,138210,157166
A0A0C4DGV9,,0,0,0,0,0,0,0,0
Q9NV92;H7C5F7;B4DGY6;A0A0C4DGW0,NDFIP2,0,640,0,256,0,0,0,0
A0A0C4DGW2;P57768;P57768-2,SNX16,1023,917,5387,4368,0,0,0,0
Q8IZI9;A0A0C4DGW8,IFNL3,0,0,0,0,0,0,0,0
Q9NWU5;E7ESL0;A0A0C4DGX2;J3KQY1;Q9NWU5-2;Q9NWU5-3,MRPL22,69469,68458,83325,88074,39749,41652,54904,51533
Q9NZS2;A0A0C4DGY9;A0A0C4DFN7;Q9NZS2-2,KLRF1,0,0,0,3539,1779,1511,3547,0
A0A0C4DGZ0;P24928;A0A087WWE2,POLR2A,104154,108629,99376,107560,85524,88823,90956,102390
Q8N5P1;A0A0C4DGZ1,ZC3H8,6993,3755,0,2198,3294,4683,6089,6009
P07359;A0A0C4DGZ8,GP1BA,113,224,411,112,0,2545,168,252
Q8N2S1;Q8N2S1-2;Q8N2S1-3;A0A0C4DH07,LTBP4,0,0,766,0,316,0,255,0
A0A0C4DH14;Q6P5X5,C22orf39,54,0,0,0,2128,2216,4147,4563
Q9H4G0;A0A0C4DH22,EPB41L1,0,0,0,0,0,0,0,0
A0A0C4DH24,,0,0,0,0,0,0,0,0
A0A0C4DH25,,22903,0,0,0,0,3880,36587,30252
A0A0C4DH26,,0,0,0,6748,0,0,0,0
A0A0C4DH31,,0,0,0,0,0,0,0,0
A0A0C4DH34,,550,0,0,0,0,0,5903,0
A0A0C4DH35,,0,0,0,0,0,0,0,0
A0A0C4DH36,,0,0,0,0,0,0,0,0
A0A0C4DH38,,0,0,16898,0,0,0,8813,8732
A0A0C4DH43,,0,0,0,0,0,0,0,0
A0A0C4DH68;A0A075B6R9,IGKV2D-24,54959,0,0,3676,0,0,9145,0
A0A0D9SEI0;Q9P0P8,C6orf203,39688,21257,13085,7262,47436,68064,107720,0
Q96EK7;A0A0D9SEJ5;F5GY05;Q96EK7-2,FAM120B,14297,34530,30525,18739,35289,35345,29383,27987
A0A0D9SEM9,,0,0,111506,48812,0,0,0,0
Q6VN20;A0A0D9SEU5;R4GMX8;Q6VN20-3;Q6VN20-2,RANBP10,13837,12513,9626,7047,2465,4540,5154,6359
A0A0D9SF30,,0,0,0,0,0,0,0,0
O00571;A0A0D9SFB3;A0A0D9SG12;A0A0D9SF53;O00571-2,DDX3X,905040,849685,840021,939616,347760,359560,347184,482154
A0A0D9SF54,,0,0,0,0,0,154,0,0
P08319;A0A0D9SFB5;P08319-2;D6R9K8,ADH4,2425,0,0,0,3331,3114,3365,4695
Q06413-6;A0A0D9SFD0;A0A0D9SGI5;Q06413-4;D6RC63;D8L7E9;A0A0D9SET2;D6R942,MEF2C,0,0,0,0,0,0,0,0
A0A0D9SFE4,,0,0,1972,3345,550,0,639,3464
