ENTREZ_GENE_ID,Express
100287082,0
100287083,0
100287102,0
100287114,0
100287144,0
100287171,0
100287177,0
100287178,0
100287205,0
100287225,0
100287226,1
100287238,0
100287284,0
100287327,0
100287362,0
100287364,0
100287366,0
100287399,0
100287404,0
100287441,0
100287478,0
100287482,0
100287513,0
100287520,0
100287559,0
100287569,0
100287592,0
100287596,0
100287616,0
100287639,0
100287718,0
100287722,0
100287792,0
100287814,0
100287879,0
100287898,0
100287902,0
100287932,0
100287944,0
100287948,0
100288072,0
100288077,0
100288079,0
100288122,0
100288142,0
100288175,0
100288181,0
100288198,0
100288208,0
100288287,0
100288323,0
100288332,1
100288380,0
100288413,0
100288485,0
100288486,0
100288520,0
100288527,0
100288637,0
100288687,0
100288695,0
100288728,0
100288748,0
100288778,0
100288797,0
100288801,0
100288814,0
100288831,0
100288842,0
100288846,0
100288866,0
100288966,0
100289087,0
100289092,0
100289097,1
100289098,0
100289137,0
100289150,0
100289178,0
100289187,0
100289188,0
100289211,0
100289255,0
100289274,0
100289279,0
100289341,0
100289373,0
100289388,0
100289462,0
100289473,0
100289495,0
100289635,1
100289650,0
100289656,0
100289678,0
100291105,0
100292680,0
100293516,1
100294362,0
100294720,0
1003,0
100302111,0
100302112,0
100302113,0
100302114,0
100302115,0
100302116,0
100302118,0
100302119,0
100302121,0
100302122,0
100302123,0
100302124,0
100302125,0
100302126,0
100302127,0
100302128,0
100302129,0
100302130,0
100302131,0
100302132,0
100302133,0
100302134,0
100302136,0
100302137,0
100302138,0
100302139,0
100302140,0
100302141,0
100302142,0
100302143,0
100302144,0
100302145,0
100302146,0
100302147,0
100302148,0
100302149,0
100302150,0
100302152,0
100302153,0
100302155,0
100302156,0
100302157,0
100302158,0
100302159,0
100302160,0
100302161,0
100302163,0
100302164,0
100302166,0
100302167,0
100302168,0
100302170,0
100302171,0
100302172,0
100302174,0
100302175,0
100302177,0
100302178,0
100302179,0
100302181,0
100302182,0
100302183,0
100302184,0
100302185,0
100302186,0
100302187,0
100302188,0
100302190,0
100302191,0
100302192,0
100302193,0
100302196,0
100302197,0
100302201,0
100302202,0
100302203,0
100302204,0
100302205,0
100302208,0
100302209,0
100302210,0
100302211,0
100302212,0
100302213,0
100302214,0
100302217,0
100302218,0
100302219,0
100302220,0
100302221,0
100302222,0
100302223,0
100302224,0
100302225,0
100302226,0
100302227,0
100302228,0
100302229,0
100302232,0
100302233,0
100302234,0
100302235,0
100302236,0
100302237,0
100302238,0
100302239,0
100302240,0
100302242,0
100302243,0
100302246,0
100302250,0
100302251,0
100302254,0
100302255,0
100302256,0
100302257,0
100302258,0
100302259,0
100302260,0
100302261,0
100302263,0
100302265,0
100302267,0
100302268,0
100302270,0
100302274,0
100302275,0
100302276,0
100302277,0
100302278,0
100302279,0
100302280,0
100302281,0
100302282,0
100302283,0
100302284,0
100302285,0
100302286,0
100302287,0
100302288,0
100302289,0
100302290,0
100302401,0
100302522,0
100302652,0
100302691,0
100302692,0
100302736,0
100302743,0
100303491,0
100303728,0
100303755,0
100306951,0
100310812,0
100310846,0
100313770,0
100313771,0
100313772,0
100313773,0
100313774,0
100313777,0
100313778,0
100313779,0
100313780,0
100313781,0
100313806,0
100313822,0
100313824,0
100313829,0
100313830,0
100313835,0
100313837,0
100313838,0
100313839,0
100313840,0
100313841,0
100313842,0
100313843,0
100313884,0
100313886,0
100313887,0
100313892,0
100313895,0
100313914,0
100313921,0
100313923,0
100313938,0
100316904,0
100329135,0
100337591,0
100359394,0
10036,0
100379132,0
100379141,0
100379174,0
100379220,0
100379250,0
100379661,0
10038,0
100381270,0
10039,0
1004,0
10040,0
100419008,0
100419170,0
100419743,0
10042,0
100420587,0
100421372,0
100421577,1
100422737,0
100422821,0
100422823,0
100422824,0
100422825,0
100422826,0
100422827,0
100422828,0
100422829,0
100422830,0
100422831,0
100422832,0
100422833,0
100422834,0
100422835,0
100422836,0
100422837,0
100422838,0
100422839,0
100422840,0
100422841,0
100422842,0
100422843,0
100422844,0
100422845,0
100422846,0
100422847,0
100422848,0
100422849,0
100422850,0
100422851,0
100422852,0
100422853,0
100422854,0
100422855,0
100422856,0
100422857,0
100422858,0
100422859,0
100422860,0
100422861,0
100422862,0
100422863,0
100422864,0
100422865,0
100422866,0
100422867,0
100422868,0
100422869,0
100422870,0
100422871,0
100422872,0
100422873,0
100422874,0
100422875,0
100422876,0
100422877,0
100422878,0
100422879,0
100422880,0
100422881,0
100422882,0
100422883,0
100422884,0
100422885,0
100422886,0
100422887,0
100422888,0
100422889,0
100422891,0
100422892,0
100422893,0
100422894,0
100422895,0
100422896,0
100422897,0
100422898,0
100422899,0
100422900,0
100422901,0
100422902,0
100422903,0
100422904,0
100422905,0
100422907,0
100422908,0
100422909,0
100422910,0
100422911,0
100422912,0
100422914,0
100422915,0
100422916,0
100422917,0
100422918,0
100422919,0
100422920,0
100422921,0
100422922,0
100422923,0
100422924,0
100422925,0
100422926,0
100422927,0
100422928,0
100422929,0
100422930,0
100422931,0
100422932,0
100422933,0
100422934,0
100422935,0
100422936,0
100422937,0
100422938,0
100422939,0
100422940,0
100422941,0
100422942,0
100422943,0
100422944,0
100422945,0
100422946,0
100422947,0
100422948,0
100422949,0
100422950,0
100422951,0
100422952,0
100422953,0
100422954,0
100422955,0
100422956,0
100422957,0
100422959,0
100422960,0
100422961,0
100422962,0
100422963,0
100422964,0
100422965,0
100422966,0
100422967,0
100422968,0
100422969,0
100422971,0
100422972,0
100422973,0
100422974,0
100422975,0
100422976,0
100422977,0
100422978,0
100422979,0
100422980,0
100422981,0
100422982,0
100422983,0
100422984,0
100422985,0
100422986,0
100422987,0
100422988,0
100422989,0
100422990,0
100422991,0
100422992,0
100422993,0
100422994,0
100422995,0
100422996,0
100422997,0
100422998,0
100422999,0
100423000,0
100423001,0
100423002,0
100423003,0
100423004,0
100423005,0
100423006,0
100423008,0
100423009,0
100423010,0
100423011,0
100423012,0
100423013,0
100423014,0
100423015,0
100423016,0
100423017,0
100423018,0
100423019,0
100423020,0
100423021,0
100423023,0
100423025,0
100423026,0
100423027,0
100423028,0
100423029,0
100423030,0
100423031,0
100423032,0
100423033,0
100423034,0
100423035,0
100423036,0
100423037,0
100423038,0
100423039,0
100423040,0
100423041,0
100423042,0
100423043,0
100423062,0
10043,1
100431172,0
10044,0
10045,0
10046,0
100462977,0
100462981,0
100462983,0
100463285,0
100463289,0
100463482,0
100463486,0
100463488,0
10047,0
10048,0
10049,0
100499171,0
100499405,0
100499467,0
100499483,0
100499484,0
1005,0
10050,0
100500801,0
100500802,0
100500803,0
100500804,0
100500807,0
100500808,0
100500809,0
100500810,0
100500811,0
100500812,0
100500813,0
100500814,0
100500816,0
100500817,0
100500818,0
100500819,0
100500820,0
100500821,0
100500822,0
100500823,0
100500824,0
100500825,0
100500826,0
100500827,0
100500828,0
100500829,0
100500830,0
100500831,0
100500832,0
100500834,0
100500835,0
100500836,0
100500837,0
100500838,0
100500839,0
100500841,0
100500842,0
100500843,0
100500844,0
100500845,0
100500846,0
100500847,0
100500849,0
100500850,0
100500851,0
100500852,0
100500853,0
100500854,0
100500855,0
100500856,0
100500857,0
100500858,0
100500859,0
100500860,0
100500861,0
100500862,0
100500863,0
100500864,0
100500865,0
100500866,0
100500867,0
100500868,0
100500869,0
100500870,0
100500871,0
100500872,0
100500873,0
100500875,0
100500876,0
100500877,0
100500878,0
100500879,0
100500880,0
100500881,0
100500882,0
100500883,0
100500884,0
100500885,0
100500886,0
100500887,0
100500888,0
100500889,0
100500890,0
100500891,0
100500893,0
100500894,0
100500895,0
100500896,0
100500897,0
100500898,0
100500899,0
100500900,0
100500901,0
100500902,0
100500903,0
100500904,0
100500905,0
100500906,0
100500907,0
100500908,0
100500909,0
100500910,0
100500911,0
100500912,0
100500913,0
100500914,0
100500915,0
100500916,0
100500917,0
100500918,0
100500919,0
100500920,0
100500938,0
100505385,0
100505474,0
100505477,0
100505478,0
100505495,0
100505501,0
100505515,0
100505538,0
100505540,0
100505545,0
100505549,0
100505555,0
100505561,0
100505566,0
100505573,0
100505583,0
100505585,1
100505588,0
100505591,0
100505609,0
100505616,0
100505619,0
100505621,0
100505622,0
100505624,0
100505625,0
100505635,0
100505641,0
100505648,0
100505658,0
100505659,0
100505664,0
100505676,0
100505678,0
100505681,0
100505685,0
100505687,0
100505696,0
100505715,0
100505718,0
100505724,0
100505738,0
100505741,0
100505746,0
100505753,0
100505761,0
100505767,0
100505768,0
100505771,0
100505776,0
100505782,0
100505783,0
100505795,0
100505797,0
100505811,0
100505812,1
100505817,0
100505826,0
100505839,0
100505841,0
100505851,0
100505854,0
100505876,0
100505877,0
100505879,0
100505881,0
100505890,0
100505893,0
100505894,0
100505915,0
100505933,0
100505964,0
100505967,0
100505975,0
100505978,0
100505984,0
100505985,0
100505989,0
100505993,0
100505996,0
100506012,0
100506013,0
100506020,0
100506022,0
100506025,0
100506033,0
100506035,0
100506036,0
100506049,0
100506050,0
100506060,0
100506068,0
100506071,0
100506082,0
100506083,0
100506084,0
100506085,0
100506098,0
100506100,0
100506107,0
100506108,0
100506113,0
100506119,0
100506122,0
100506125,0
100506126,0
100506127,0
100506142,0
100506144,0
100506159,0
100506164,0
100506172,0
100506175,0
100506178,0
100506195,0
100506207,0
100506215,0
100506229,0
100506237,0
100506241,0
100506243,0
100506258,0
100506271,0
100506274,0
100506275,0
100506281,0
100506286,0
100506289,0
100506302,0
100506305,0
100506314,0
100506319,0
100506334,0
100506356,0
100506368,0
100506374,0
100506376,0
100506380,0
100506385,0
100506392,0
100506394,0
100506403,0
100506405,0
100506406,0
100506409,0
100506411,0
100506412,0
100506413,0
100506421,0
100506422,0
100506428,0
100506433,0
100506444,0
100506457,0
100506462,0
100506465,0
100506469,0
100506474,0
100506475,0
100506489,0
100506492,0
100506495,0
100506497,0
100506498,0
100506504,0
100506506,0
100506516,0
100506526,0
100506527,0
100506530,0
100506540,0
100506542,0
100506551,0
100506564,0
100506571,0
100506581,0
100506599,0
100506603,0
100506606,0
100506622,0
100506637,0
100506650,0
100506655,0
100506658,0
100506660,0
100506668,0
100506675,0
100506677,0
100506679,0
100506680,0
100506682,0
100506686,0
100506688,0
100506691,0
100506696,0
100506697,0
100506710,0
100506713,0
100506714,0
100506724,0
100506733,0
100506736,0
100506737,0
100506742,0
100506749,0
100506755,0
100506757,0
100506765,0
100506776,0
100506779,0
100506790,0
100506791,0
100506795,0
100506797,0
100506801,0
100506810,0
100506826,0
100506827,0
100506834,0
100506835,0
100506840,0
100506866,0
100506869,0
100506874,0
100506881,0
100506885,0
100506895,0
100506897,0
100506907,0
100506915,0
100506922,0
100506930,1
100506937,0
100506963,0
100506994,0
100506999,0
100507003,0
100507027,0
100507032,0
100507034,0
100507050,0
100507053,0
100507055,0
100507057,0
100507058,0
100507059,0
100507062,0
100507064,0
100507071,0
100507086,0
100507091,0
100507096,0
100507114,0
100507117,0
100507118,0
100507127,0
100507143,0
100507144,0
100507156,0
100507170,0
100507171,0
100507173,0
100507175,0
100507178,0
100507203,0
100507206,0
100507210,0
100507240,0
100507246,0
100507250,0
100507254,0
100507257,0
100507261,0
100507266,0
100507274,0
100507277,0
100507283,0
100507290,0
100507291,0
100507300,0
100507303,0
100507308,0
100507316,0
100507331,0
100507334,0
100507336,0
100507341,0
100507347,0
100507362,0
100507373,0
100507377,0
100507384,0
100507388,0
100507389,0
100507391,0
100507392,0
100507401,0
100507403,0
100507404,0
100507406,0
100507420,0
100507421,0
100507423,0
100507428,0
100507433,0
100507435,0
100507436,0
100507437,0
100507459,0
100507461,0
100507462,0
100507463,0
100507464,0
100507468,0
100507470,0
100507475,0
100507477,0
100507487,0
100507495,0
100507500,0
100507506,0
100507516,0
100507524,0
100507527,0
100507528,0
100507533,0
100507534,0
100507537,0
100507540,0
100507547,0
100507551,0
100507564,0
100507567,0
100507582,0
100507584,0
100507588,0
100507600,0
100507602,0
100507605,0
100507607,1
100507608,0
100507612,0
100507629,0
100507632,0
100507633,0
100507639,0
100507642,0
100507650,0
100507657,0
100507661,0
100507679,0
100507747,0
100508046,0
100508631,0
100509620,0
100509894,0
10051,1
10052,0
100526664,0
100526693,0
100526694,0
100526737,0
100526739,0
100526740,0
100526760,0
100526761,0
100526767,0
100526772,0
100526773,0
100526783,0
100526794,0
100526820,0
100526830,0
100526831,0
100526832,0
100526835,0
100526842,0
100527943,0
100527949,0
100527963,0
100527964,0
100527978,0
100528017,0
100528020,0
100528021,0
100528030,0
100528032,0
100528062,0
100528064,0
100529063,0
100529097,0
100529144,0
100529145,0
100529215,0
100529239,1
100529240,0
100529241,0
100529251,0
100529257,0
100529261,0
10053,0
100532726,0
100532731,0
100532736,0
100533105,0
100533106,0
100533177,0
100533181,0
100533182,0
100533183,0
100533467,0
100533483,0
100533496,0
100533952,0
100533997,0
100534012,0
100534592,0
100534599,0
10054,1
10055,1
10056,1
10057,0
10058,0
10059,1
1006,0
10060,0
10061,1
100616109,0
100616110,0
100616111,0
100616112,0
100616113,0
100616114,0
100616115,0
100616116,0
100616117,0
100616118,0
100616119,0
100616120,0
100616121,0
100616122,0
100616123,0
100616124,0
100616125,0
100616126,0
100616127,0
100616128,0
100616129,0
100616130,0
100616131,0
100616132,0
100616133,0
100616134,0
100616135,0
100616136,0
100616137,0
100616138,0
100616139,0
100616140,0
100616141,0
100616142,0
100616143,0
100616144,0
100616146,0
100616147,0
100616148,0
100616149,0
100616150,0
100616151,0
100616152,0
100616153,0
100616154,0
100616155,0
100616157,0
100616158,0
100616159,0
100616160,0
100616161,0
100616162,0
100616163,0
100616164,0
100616165,0
100616166,0
100616167,0
100616168,0
100616169,0
100616170,0
100616171,0
100616172,0
100616173,0
100616174,0
100616175,0
100616176,0
100616178,0
100616179,0
100616180,0
100616181,0
100616182,0
100616183,0
100616184,0
100616185,0
100616186,0
100616187,0
100616188,0
100616189,0
100616190,0
100616191,0
100616192,0
100616193,0
100616194,0
100616195,0
100616196,0
100616201,0
100616202,0
100616203,0
100616204,0
100616205,0
100616206,0
100616207,0
100616208,0
100616210,0
100616211,0
100616212,0
100616213,0
100616214,0
100616215,0
100616216,0
100616218,0
100616219,0
100616220,0
100616221,0
100616222,0
100616223,0
100616224,0
100616225,0
100616226,0
100616227,0
100616228,0
100616229,0
100616230,0
100616231,0
100616232,0
100616234,0
100616235,0
100616236,0
100616237,0
100616238,0
100616239,0
100616240,0
100616241,0
100616242,0
100616243,0
100616244,0
100616245,0
100616246,0
100616247,0
100616248,0
100616249,0
100616250,0
100616251,0
100616252,0
100616253,0
100616254,0
100616255,0
100616256,0
100616257,0
100616258,0
100616259,0
100616260,0
100616261,0
100616262,0
100616263,0
100616264,0
100616265,0
100616266,0
100616267,0
100616268,0
100616269,0
100616270,0
100616271,0
100616272,0
100616273,0
100616274,0
100616275,0
100616276,0
100616277,0
100616278,0
100616279,0
100616280,0
100616282,0
100616283,0
100616284,0
100616285,0
100616286,0
100616287,0
100616288,0
100616289,0
100616290,0
100616291,0
100616292,0
100616293,0
100616294,0
100616295,0
100616296,0
100616297,0
100616299,0
100616300,0
100616301,0
100616302,0
100616303,0
100616304,0
100616305,0
100616306,0
100616307,0
100616308,0
100616309,0
100616310,0
100616311,0
100616312,0
100616313,0
100616314,0
100616315,0
100616316,0
100616317,0
100616318,0
100616319,0
100616320,0
100616321,0
100616322,0
100616323,0
100616324,0
100616325,0
100616326,0
100616327,0
100616328,0
100616329,0
100616330,0
100616331,0
100616332,0
100616333,0
100616334,0
100616335,0
100616336,0
100616337,0
100616338,0
100616339,0
100616340,0
100616341,0
100616342,0
100616343,0
100616344,0
100616345,0
100616346,0
100616347,0
100616348,0
100616349,0
100616350,0
100616351,0
100616352,0
100616354,0
100616355,0
100616356,0
100616357,0
100616358,0
100616359,0
100616360,0
100616361,0
100616362,0
100616363,0
100616364,0
100616365,0
100616366,0
100616367,0
100616368,0
100616369,0
100616370,0
100616371,0
100616372,0
100616373,0
100616374,0
100616375,0
100616376,0
100616377,0
100616378,0
100616379,0
100616380,0
100616381,0
100616382,0
100616383,0
100616384,0
100616385,0
100616386,0
100616387,0
100616388,0
100616389,0
100616390,0
100616391,0
100616392,0
100616393,0
100616394,0
100616395,0
100616396,0
100616397,0
100616398,0
100616399,0
100616400,0
100616401,0
100616402,0
100616403,0
100616404,0
100616405,0
100616406,0
100616407,0
100616408,0
100616409,0
100616410,0
100616413,0
100616414,0
100616415,0
100616416,0
100616417,0
100616418,0
100616419,0
100616420,0
100616421,0
100616422,0
100616423,0
100616424,0
100616425,0
100616426,0
100616428,0
100616429,0
100616430,0
100616431,0
100616432,0
100616433,0
100616434,0
100616435,0
100616436,0
100616437,0
100616438,0
100616439,0
100616440,0
100616441,0
100616447,0
100616449,0
100616450,0
100616451,0
100616452,0
100616453,0
100616454,0
100616455,0
100616456,0
100616457,0
100616459,0
100616460,0
100616463,0
100616464,0
100616465,0
100616466,0
100616467,0
100616468,0
100616469,0
100616470,0
100616471,0
100616472,0
100616473,0
100616474,0
100616475,0
100616476,0
100616477,0
100616478,0
100616479,0
100616480,0
100616481,0
100616482,0
100616483,0
100616484,0
100616485,0
100616486,0
100616487,0
100616488,0
100616490,0
100616491,0
100616492,0
100616493,0
100616494,0
100616495,0
100616498,0
100616499,0
100616500,0
10062,0
100628307,0
100628560,0
10063,1
100631378,0
100631383,0
100652739,0
100652740,0
100652748,0
100652749,0
100652759,0
100652791,0
100652824,0
100652833,0
100652846,0
100652853,0
100652911,0
100652929,0
100652997,0
100652999,0
100653515,0
10066,1
10067,1
10068,0
10069,0
1007,0
10071,0
10072,1
10073,0
10075,1
100750225,0
100750246,0
100750325,0
10076,0
10077,0
100775107,0
10078,0
10079,0
1008,0
10081,0
10082,0
100820709,0
100820829,0
10083,0
10084,1
100846978,0
100846991,0
100846992,0
100846993,0
100846994,0
100846995,0
100846996,0
100846997,0
100846998,0
100846999,0
100847000,0
100847001,0
100847002,0
100847003,0
100847004,0
100847005,0
100847006,0
100847007,0
100847008,0
100847009,0
100847010,0
100847012,0
100847013,0
100847014,0
100847015,0
100847016,0
100847017,0
100847018,0
100847019,0
100847020,0
100847021,0
100847022,0
100847023,0
100847024,0
100847025,0
100847026,0
100847027,0
100847028,0
100847029,0
100847030,0
100847031,0
100847032,0
100847033,0
100847034,0
100847035,0
100847036,0
100847037,0
100847038,0
100847039,0
100847040,0
100847041,0
100847042,0
100847043,0
100847044,0
100847045,0
100847046,0
100847047,0
100847048,0
100847049,0
100847050,0
100847051,0
100847052,0
100847053,0
100847054,0
100847055,0
100847056,0
100847057,0
100847058,0
100847059,0
100847060,0
100847061,0
100847062,0
100847063,0
100847064,0
100847065,0
100847066,0
100847067,0
100847068,0
100847069,0
100847070,0
100847071,0
100847072,0
100847073,0
100847074,0
100847075,0
100847076,0
100847077,0
100847078,0
100847079,0
100847080,0
100847081,0
100847082,0
100847083,0
100847084,0
100847085,0
100847086,0
100847087,0
100847088,0
100847089,0
100847090,0
100847091,0
100847092,0
100847093,0
10085,0
100852407,0
100852408,0
100852409,0
100856811,0
100859921,0
100859930,0
10086,0
100861402,0
100861412,0
100861468,0
100861504,0
100861510,0
100861513,0
100861514,0
100861516,0
100861517,0
100861518,0
100861520,0
100861522,0
100861540,0
100861542,0
100861544,0
100861545,0
100861546,0
100861547,0
100861548,0
100861549,0
100861552,0
100861553,0
100861554,0
100861563,0
100861573,0
100862662,0
100862671,0
100862679,0
100862680,0
100862692,0
100862704,0
100862728,0
10087,0
100873165,0
100873856,0
100873857,0
100873917,0
100873920,0
100873922,0
100873924,0
100873930,0
100873932,0
100873933,0
100873935,0
100873937,0
100873939,0
100873940,0
100873941,0
100873942,0
100873944,0
100873945,0
100873946,0
100873947,0
100873948,0
100873949,0
100873952,0
100873962,0
100873964,0
100873965,0
100873969,0
100873972,0
100873976,0
100873977,0
100873980,0
100873982,0
100873983,0
100873984,0
100873986,0
100873987,0
100873989,0
100873993,0
100873997,0
100873998,0
100874001,0
100874002,0
100874006,0
100874010,0
100874012,0
100874014,0
100874016,0
100874018,0
100874019,0
100874021,0
100874024,0
100874027,0
100874028,0
100874029,0
100874031,0
100874032,0
100874036,0
100874037,0
100874039,0
100874041,0
100874043,0
100874044,0
100874047,0
100874048,0
100874051,0
100874054,0
100874055,0
100874056,0
100874058,0
100874059,0
100874063,0
100874064,0
100874074,0
100874078,0
100874079,0
100874082,0
100874083,0
100874084,0
100874085,0
100874086,0
100874087,0
100874088,0
100874089,0
100874090,0
100874091,0
100874092,0
100874093,0
100874094,0
100874095,0
100874096,0
100874097,0
100874100,0
100874101,0
100874102,0
100874111,0
100874114,0
100874118,0
100874122,0
100874123,0
100874131,0
100874136,0
100874137,0
100874143,0
100874145,0
100874146,0
100874151,0
100874157,0
100874158,0
100874173,0
100874178,0
100874179,0
100874180,0
100874182,0
100874185,0
100874187,0
100874188,0
100874190,0
100874194,0
100874195,0
100874198,0
100874200,0
100874201,0
100874203,0
100874204,0
100874205,0
100874206,0
100874208,0
100874212,0
100874213,0
100874214,0
100874216,0
100874221,0
100874222,0
100874231,0
100874234,0
100874235,0
100874236,0
100874237,0
100874238,0
100874239,0
100874246,0
100874249,0
100874251,0
100874253,0
100874259,0
100874261,0
100874264,0
100874268,0
100874270,0
100874275,0
100874276,0
100874278,0
100874282,0
100874284,0
100874286,0
100874295,0
100874300,0
100874312,0
100874313,0
100874323,0
100874326,0
100874330,0
100874334,0
100874337,0
100874342,0
100874343,0
