uniprot,symbol,naiveB_S1R1,naiveB_S1R2,naiveB_S1R3,naiveB_S1R4
Q99996-2;Q99996;A0A0A0MRF6;Q99996-5;Q99996-3;Q99996-6;A0A0A0MRE9,AKAP9,14016,8880,13527,2905
Q9BPV8;Q9BPV8-2,P2RY13,0,0,0,0
Q9BPW8;H7C2U6,NIPSNAP1,191037,297122,210564,355911
Q9BPW9;Q9BPW9-4;Q9BPW9-2,DHRS9,0,0,0,0
Q9BPX3,NCAPG,265235,286295,164229,110277
Q9BPX5,ARPC5L,1408900,1446222,1335182,857200
Q9BPX7;Q9BPX7-2,C7orf25,9247,0,0,4609
Q9BPY8,HOPX,30282,31410,0,0
Q9BPZ3;D6R9Y1,PAIP2,28107,0,0,0
Q9BPZ7;Q9BPZ7-2;Q9BPZ7-3;Q9BPZ7-5;Q9BPZ7-4;Q9BPZ7-6;B1AMA5,MAPKAP1,0,11075,10764,19892
Q9BQ04;E9PLB0;E9PM61;U3KQD5,RBM4B,20204,13205,14816,18158
Q9BQ15;C9JT95;C9JMP5,NABP2,51941,23311,67434,29153
Q9BQ24;Q9BQ24-2,ZFYVE21,0,0,0,0
Q9BQ39,DDX50,152658,181188,188460,150573
Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-3;Q9BQ52-2,ELAC2,306031,307575,394541,162187
Q9BQ61;K7ELS0;K7ERU7;K7EN60,C19orf43,521988,170996,378600,0
Q9BQ67;M0QX71,GRWD1,252175,259871,232158,135260
Q9BQ69,MACROD1,28937,12866,7894,15256
Q9BQ70;H3BQ53;H3BTU3,TCF25,49533,55190,56431,35378
Q9BQ75;Q9BQ75-2;C9J384,CMSS1,73436,98907,85715,177487
Q9BQ89;V9GZ26,FAM110A,0,0,0,69405
Q9BQ95;J3KTF5;Q9BQ95-2;Q9BQ95-4,ECSIT;ZNF428,10367,15083,19631,10698
Q9BQA1;Q9BQA1-2,WDR77,348459,269566,303091,239791
Q9BQA9;J3QRG5;J3KSJ5;Q9BQA9-2;J3QKS6;J3KTF4;J3QRZ2;J3QLB7,C17orf62,197209,287620,161690,278881
Q9BQC3;Q9BQC3-3;Q9BQC3-2,DPH2,0,26366,38396,9295
Q9BQC6,MRPL57,0,212914,0,137048
Q9BQE3;F5H5D3,TUBA1C,42292,61295,20308,26325
Q9BQE4;E9PJB8;E9PN30,VIMP,20073,15471,7447,0
Q9BQE5;E9PM95,APOL2,0,0,0,0
Q9BQF6;J3QT09;Q9BQF6-2;Q9BQF6-5;Q9BQF6-4,SENP7,17070,5142,10088,13285
Q9BQG0;Q9BQG0-2;I3L1L3,MYBBP1A,221687,294536,227792,346641
Q9BQP7;Q5QPE7;Q5QPE8,MGME1,168777,135494,125851,78344
Q9BQQ3;Q9BQQ3-3,GORASP1,0,11455,4739,0
Q9BQS8;Q9BQS8-4,FYCO1,12094,13729,7849,92353
Q9BQT9;Q9BQT9-2,CLSTN3,0,0,10168,0
Q9BR61,ACBD6,30309,73337,22560,21972
Q9BR76,CORO1B,129305,181612,99367,67145
Q9BR77;Q9BR77-2;F5H0W5,CCDC77,0,0,0,0
Q9BRA0;I3L4V0;A0A0B4J297,NAA38,28531,50717,20406,66198
Q9BRA2;I3L0K2;I3L3M7,TXNDC17,1501465,1774002,1235325,829143
Q9BRB3-2,PIGQ,0,0,0,0
Q9BRD0;Q9BRD0-2,BUD13,52229,55535,40798,32986
Q9BRF8;Q9BRF8-2,CPPED1,142961,214191,113095,70233
Q9BRG1;K7ENE3;K7EKV4,VPS25,197223,335393,138401,134079
Q9BRJ6;C9JQV0;H7C0T1;H7C2R9,C7orf50,131579,60179,135368,41558
Q9BRJ7;K7EIN2;K7ENA3;W4VSQ8;Q9BRJ7-2,NUDT16L1,218199,145502,175044,151300
Q9BRK5;Q9BRK5-6;H0Y3T6;G3V1E2;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2,SDF4,44332,5219,20831,18534
Q9BRL6;Q9BRL6-2,SRSF8,21906,12174,12092,2413
Q9BRP1,PDCD2L,70002,40087,66520,22143
Q9BRP4;Q9BRP4-2;F5H0C4;F5H103;F5H3I1;Q9BRP4-3,PAAF1,136041,211264,107800,228103
Q9BRP8,WIBG,544425,441907,423242,271310
Q9BRP8-2,WIBG,0,0,0,0
Q9BRQ0;Q5T171,PYGO2,13296,15459,0,4344
Q9BRQ6;J3QTA6;H0Y922;J3QTB2,CHCHD6,115562,19559,59847,16550
Q9BRQ8;Q9BRQ8-2,AIFM2,3127,6439,11634,3727
Q9BRR6;Q9BRR6-2;H3BRS6;Q9BRR6-3,ADPGK,134205,104589,122818,129153
Q9BRR8,GPATCH1,13822,25141,19650,7400
Q9BRR9-2;Q9BRR9;J3KPQ4;R4GN15;Q9BRR9-5,ARHGAP9,175621,158552,171438,99202
Q9BRS2,RIOK1,39414,29905,32391,37360
Q9BRT2;V5IRT4;Q5TAQ0,UQCC2,0,120700,90275,99792
Q9BRT3;J3KTI2,MIEN1,104705,193788,65778,39098
Q9BRT6,LLPH,223807,237180,100680,197013
Q9BRT8;Q9BRT8-2;Q9BRT8-3;Q5RIA9;Q5JTY5;A0A0A6YYH9;Q5JTY5-2;Q4V339;Q5RIB0;A0A0A0MRU4;A0A087X140;A0A0B4J2F1;H0Y5V3;A6NM15;A0A087WWG3;Q5RIA9-3;F2Z2T4,CBWD1;CBWD5;CBWD3;CBWD6;CBWD7,100223,84199,49804,67713
Q9BRT9;E5RFF9,GINS4,198999,407938,102034,133757
Q9BRU9;G3XAM4;E5RGP0;Q9BRU9-2,UTP23,65191,0,26065,31783
Q9BRV8;Q9BRV8-2,SIKE1,130972,43386,70250,0
Q9BRX2,PELO,102647,107716,72601,86365
Q9BRX5;Q9BRX5-3;Q9BRX5-2,GINS3,147648,111277,115987,47982
Q9BRX8-2;Q9BRX8,FAM213A,1983,15771,1291,51017
Q9BRX9,WDR83,6903,24781,7117,0
Q9BRZ2,TRIM56,124340,67634,74035,68985
Q9BS18,ANAPC13,0,0,0,0
Q9BS26,ERP44,482178,381362,377191,317942
Q9BS40,LXN,73909,105680,26719,24223
Q9BS92;F2Z3L7,NIPSNAP3B,6502,0,8737,0
Q9BSA9;D6RCD9;D6RHV8;D6RAU7;D6RIZ2;D6RDY8,TMEM175,0,0,0,0
Q9BSB4;F8VQD9,ATG101,19660,28010,14476,13832
Q9BSC4;Q9BSC4-2;Q9BSC4-4,NOL10,22912,20557,46663,67836
Q9BSD7,NTPCR,287774,306361,207203,176844
Q9BSE4;C9JV48;C9JDD7;C9J4Q7,HERPUD2,0,0,5013,4119
Q9BSE5,AGMAT,225915,142819,116411,77374
Q9BSF0;H7BZ15,C2orf88,0,0,0,0
Q9BSF4,C19orf52,54294,44437,47247,23212
Q9BSH4,TACO1,268298,257271,252796,176671
Q9BSH5,HDHD3,115709,104258,143578,132097
Q9BSI4-2;H0YKG7;Q9BSI4-3,TINF2,15702,80037,20035,13193
Q9BSJ2;Q9BSJ2-4;F2Z2B9,TUBGCP2,60145,88411,62733,57883
Q9BSJ5;Q9BSJ5-3;I3L072;Q9BSJ5-2,C17orf80,0,44068,5430,28921
Q9BSJ8,ESYT1,769858,667600,754166,628733
Q9BSJ8-2,ESYT1,0,1855,1819,1193
Q9BSL1,UBAC1,11468,0,10171,11349
Q9BSM1;A0A087WUL5;Q9BSM1-3,PCGF1,9441,0,5851,11206
Q9BSR8;H7C0D5,YIPF4,18039,44570,21431,10106
Q9BST9;Q9BST9-2;Q9BST9-3,RTKN,0,9499,0,5380
Q9BSU1;H3BSG0,C16orf70,5264,5842,6662,2302
Q9BSV6;E7EQB3;B0V3J0;A9C4B9,TSEN34,15856,7112,0,9880
Q9BSW2-2;Q9BSW2,CRACR2A,856,7150,25281,2285
Q9BSY4;Q9BSY4-2,CHCHD5,305840,171641,103276,74856
Q9BT09,CNPY3,220188,189350,302249,260426
Q9BT17;U3KQ69;E9PI62;E7EVK2,MTG1,42494,26422,26058,12184
Q9BT22;Q9BT22-2;K7EID2,ALG1,33116,25538,39078,38365
Q9BT25;Q9BT25-2;Q9BT25-3,HAUS8,13454,13913,7988,9961
Q9BT30;M0QZI0,ALKBH7,3813,4735,0,0
Q9BT40;Q9BT40-2;C9JZB0,INPP5K,35237,41594,45370,21696
Q9BT43;A6NGX6,POLR3GL,9891,15555,11539,8354
Q9BT67;Q9BT67-2,NDFIP1,0,5905,3727,0
Q9BT73,PSMG3,104171,161900,129191,129634
Q9BT78;D6RFN0;D6RAX7;Q9BT78-2;D6RD63,COPS4,688029,560832,557974,390094
Q9BT88,SYT11,3348,0,0,0
Q9BT92,TCHP,15274,2769,0,0
Q9BTA9;Q9BTA9-2;Q9BTA9-3,WAC,75703,71812,50310,34033
Q9BTC0,DIDO1,56448,50172,38001,30498
Q9BTE1;H3BR94;Q9BTE1-2,DCTN5,58402,73218,105496,65859
Q9BTE3,MCMBP,0,0,0,421
Q9BTE3-2;Q9BTE3-3,MCMBP,238409,316072,217559,177981
Q9BTE6;Q9BTE6-2;C9J5N1,AARSD1;PTGES3L-AARSD1,0,0,0,0
Q9BTE6-3,AARSD1,111990,88740,114873,91052
Q9BTE7;H0YCN4;E9PM04,DCUN1D5,214739,226574,224870,73374
Q9BTK6;H3BTX0,PAGR1,0,0,14880,0
Q9BTL3,FAM103A1,178563,160877,122497,40847
Q9BTL4,IER2,0,0,0,0
Q9BTM1;Q9BTM1-2;H0YFX9,H2AFJ,5234664,20089293,9054906,11646446
Q9BTM9-2;Q9BTM9-3;Q9BTM9,URM1,106137,50198,81266,47346
Q9BTP6,ZBED2,0,0,0,0
Q9BTT0;Q5TB19;E9PLC4;Q9BTT0-2,ANP32E,1472817,1038237,1150715,719614
Q9BTT0-3,ANP32E,30596,0,10709,0
Q9BTT4,MED10,39676,49710,24482,22578
Q9BTT6;Q5T0G3;Q9BTT6-2,LRRC1,1164,1603,610,1104
Q9BTU6,PI4K2A,63442,86468,64718,90087
Q9BTV4,TMEM43,207814,178589,262087,294011
Q9BTV6,DPH7,0,0,3571,0
Q9BTV7;H0Y5H2,CABLES2,0,0,0,0
Q9BTX1;Q9BTX1-5;Q9BTX1-2;Q9BTX1-6;Q9BTX1-3,NDC1,10889,21596,19991,42696
Q9BTX7,TTPAL,50136,55378,31908,40953
Q9BTY2,FUCA2,3421,6952,2766,2124
Q9BTY7,HGH1,153312,190852,131691,123148
Q9BTZ2;Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2-5;F5GWZ1;Q9BTZ2-7;Q9BTZ2-2;Q9BTZ2-3,DHRS4,201598,204898,192754,91954
Q9BU02;G3V5Q5;G3V5B9;Q9BU02-2,THTPA,44508,74302,42878,15037
Q9BU23;Q9BU23-2;Q9BU23-3,LMF2,14964,5420,5773,57840
Q9BU61;Q9BU61-2,NDUFAF3,75307,72712,63440,44972
Q9BU64;Q9BU64-2,CENPO,0,0,0,11119
Q9BU76;Q9BU76-4;Q9BU76-3,MMTAG2,75882,44049,49989,37849
Q9BU89;K7EIV2,DOHH,126542,130605,82573,60314
Q9BUA3,C11orf84,0,0,0,0
Q9BUB4;Q9BUB4-2,ADAT1,2378,0,829,0
Q9BUB5;Q9BUB5-2;Q7Z319,MKNK1;DKFZp686E14208,20395,14060,9885,8356
Q9BUB7;Q9BUB7-2,TMEM70,147405,118561,158588,76525
Q9BUE0,MED18,68625,64231,15883,74935
Q9BUE6;Q9BUE6-2,ISCA1,0,0,9374,30040
Q9BUF5;K7ESM5,TUBB6,276668,103769,74446,175558
Q9BUH6,C9orf142,323815,325920,325771,236797
Q9BUI4;E9PHH9,POLR3C,31400,42058,31878,18225
Q9BUJ2;Q9BUJ2-2;A0A0A0MRA5;B7Z4B8;Q9BUJ2-4;M0R3F1;Q9BUJ2-3;M0QYZ0,HNRNPUL1,916262,784045,777149,386183
Q9BUK6;Q9BUK6-2;Q9BUK6-7;Q9BUK6-3;Q9BUK6-5,MSTO1,31043,37948,23011,25191
Q9BUL5;Q9BUL5-4;I3L4Q4;Q9BUL5-3;Q9BUL5-2;A0A087WVQ2;I3L0Y2;I3L1N0,PHF23,10241,24908,28185,12195
Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3,PDCD10,822994,730106,781030,560210
Q9BUL9,RPP25,26347,25427,0,3075
Q9BUM1;K7ESE6,G6PC3,0,0,5314,7965
Q9BUN1,MENT,0,0,0,0
Q9BUN5,CCDC28B,0,35472,0,4264
Q9BUP0;A0A087X1Z2;Q9BUP0-2,EFHD1,0,10806,0,14449
Q9BUP3-3,HTATIP2,164497,140944,101670,165780
Q9BUQ8,DDX23,218887,251027,266342,175460
Q9BUR4;E9PMG4,WRAP53,18705,24929,9384,7688
Q9BUT1;Q9BUT1-2;D6R9U8;D6RIR6;Q9BUT1-3,BDH2,101952,77612,37496,45100
Q9BUT9;I3L172;Q9BUT9-2,FAM195A,0,0,0,0
Q9BUV8;Q9BUV8-4;Q9BUV8-3;Q9BUV8-2;Q9BUV8-5,C20orf24,0,0,22749,0
Q9BUW7,C9orf16,145868,0,0,0
Q9BUZ4;F6SA91,TRAF4,61409,298028,185466,135529
Q9BV10;H7C5R7;H7C4I6,ALG12,16373,0,0,4832
Q9BV19,C1orf50,48645,0,12330,0
Q9BV20;Q9BV20-2,MRI1,155004,149980,62318,107716
Q9BV23,ABHD6,17240,33224,46653,32965
Q9BV29;Q9BV29-2;H0YN78;H0YM19;H0YLI5;H0YMC0;Q9BV29-3,C15orf57,38091,38336,66863,18077
Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,WDR18,269867,289357,221843,130877
Q9BV40;B8ZZT4,VAMP8,927150,1190020,963995,228422
Q9BV44;H7C3J3,THUMPD3,26452,51253,26602,25172
Q9BV57;Q9BV57-2,ADI1,582310,878710,321655,178320
Q9BV73;Q9BV73-2;H7C0P0,CEP250,25004,21274,11588,7940
Q9BV79;Q9BV79-2,MECR,63635,99854,53177,69452
Q9BV81,EMC6,0,16126,0,0
Q9BV86;Q9BV86-2,NTMT1,147465,122409,71033,104370
Q9BV94;Q9BV94-2,EDEM2,0,0,0,0
Q9BVA0,KATNB1,10141,9041,6424,5698
Q9BVA1,TUBB2B,37996,47470,61306,39894
Q9BVC3,DSCC1,40387,52874,27628,22294
Q9BVC4;Q9BVC4-5;H3BSZ4;Q9BVC4-3;H3BPT1;H3BN58;Q9BVC4-4;H3BM50;H3BPU5;H3BR25,MLST8,37296,14419,18971,11512
Q9BVC5;C9J4K0;Q9BVC5-2,C2orf49,42984,67626,32350,54295
Q9BVC6,TMEM109,714044,615625,647306,552303
Q9BVG4,PBDC1,886983,703862,671410,444187
Q9BVG9,PTDSS2,0,1706,0,0
Q9BVI0;Q5JWZ0;Q5JXL1;A0A0A0MT13,PHF20,0,0,0,0
Q9BVI4,NOC4L,240788,150942,164702,225026
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,UTP14A,107613,116168,103118,114063
Q9BVJ7,DUSP23,309172,221394,203311,219005
Q9BVK2;Q9BVK2-2,ALG8,9672,10291,7066,19499
Q9BVK6,TMED9,295435,323480,246891,241238
Q9BVM2;Q5JQQ2;Q5JQQ4,DPCD,0,0,0,0
Q9BVM4,GGACT,22486,38397,24169,19073
Q9BVP2;Q9BVP2-2,GNL3,229650,209174,166229,145018
Q9BVQ7;Q9BVQ7-2,SPATA5L1,29777,31436,26780,19746
Q9BVS4;Q9BVS4-2,RIOK2,5909,13497,4796,24560
Q9BVS5;F8WDR2,TRMT61B,10091,5332,0,0
Q9BVV7,TIMM21,11982,0,6426,13207
Q9BVW5;H3BU04,TIPIN,19901,8763,15688,10498
Q9BW04;Q9BW04-2,SARG,0,0,0,0
Q9BW11-4;Q9BW11;D6RED4;Q9BW11-3;Q9BW11-2,MXD3,0,0,10130,0
Q9BW19,KIFC1,407634,273056,334699,218981
Q9BW27;J3KT10;J3QL54;Q9BW27-2,NUP85,171401,334195,206186,192702
Q9BW30,TPPP3,0,18327,13836,0
Q9BW60;Q9BW60-2,ELOVL1,80337,171422,74626,159366
Q9BW61,DDA1,58146,156009,107606,48659
Q9BW62,KATNAL1,4916,0,0,2334
Q9BW71;Q9BW71-2,HIRIP3,45036,131313,63974,58363
Q9BW72,HIGD2A,0,0,0,0
Q9BW83;Q9BW83-2;F5GZ09;H0Y6C7,IFT27,184223,176616,124564,83108
Q9BW85;M0R2S3,CCDC94,133708,195236,186428,160494
Q9BW91;Q9BW91-2;D6RAW2;H7C386,NUDT9,79221,100104,43514,51335
Q9BW92;Q9BW92-2,TARS2,175479,261443,173952,142583
Q9BWD1;Q9BWD1-2,ACAT2,2270177,2785163,1414337,1959008
Q9BWE0;Q9BWE0-4;C9JYJ8,REPIN1,40540,34227,23326,44818
Q9BWF3;E9PB51;Q9BWF3-4;D6R9K7;J3QRR5;Q9BWF3-3;Q9BWF3-2,RBM4,642726,374983,373814,245189
Q9BWG4;Q9BWG4-2;V9GYB2;U3KPY3,SSBP4,0,0,0,0
Q9BWH2,FUNDC2,105249,139634,126366,100907
Q9BWH6;Q9BWH6-2;H3BRE8,RPAP1,34281,31079,30704,30976
Q9BWJ5,SF3B5,1606904,1675206,1296711,1137423
Q9BWN1,PRR14,0,6883,0,5907
Q9BWP8;Q9BWP8-9;Q9BWP8-6;Q9BWP8-4;Q9BWP8-2;Q9BWP8-10;Q9BWP8-8;Q9BWP8-7;Q9BWP8-5;Q9BWP8-3,COLEC11,0,0,0,0
Q9BWS9;Q9BWS9-2;Q9BWS9-3;E9PPA0,CHID1,24496,23300,24015,41818
Q9BWT1;Q9BWT1-5;Q9BWT1-6;Q9BWT1-2;Q9BWT1-3,CDCA7,5719,23717,0,9155
Q9BWT3;Q9BWT3-2,PAPOLG,3781,5009,3403,2905
Q9BWT6;D6R9E3;D6RCT6;A0A087WTC6;D6RIA0,MND1,0,27629,13050,8674
Q9BWU1;Q9BWU1-2;Q5JQZ9;F6QTA4,CDK19,13403,10072,15877,10555
Q9BWW8,APOL6,0,0,0,0
Q9BX10;Q9BX10-4;Q9BX10-2;H0Y7A5;X6RJ09,GTPBP2,0,3193,0,401
Q9BX40;Q9BX40-2;Q5TBQ0;Q5TBP9,LSM14B,75487,111205,69830,47499
Q9BX59;Q9BX59-2;Q9BX59-3;Q9BX59-5,TAPBPL,8426,6314,7954,9016
Q9BX63;J3QSE8;Q9BX63-2,BRIP1,0,3953,0,0
Q9BX67;Q9BX67-2,JAM3,0,7016,4200,2059
Q9BX68,HINT2,1271685,1026602,894868,645463
Q9BX69,CARD6,4741,0,0,1262
Q9BX95,SGPP1,27897,17588,26542,7387
Q9BX97;M0R310,PLVAP,1623,1966,1346,0
Q9BXA5,SUCNR1,18771,0,8370,0
Q9BXB4,OSBPL11,56487,75711,65018,53205
Q9BXB5;Q9BXB5-2;H7C487,OSBPL10,4738,8257,2597,3921
Q9BXB7,SPATA16,0,3673,0,0
Q9BXD5;Q9BXD5-2;Q9BXD5-3;Q9BXD5-4;A0A087WZ70,NPL,0,6574,0,0
Q9BXF6,RAB11FIP5,0,0,0,0
Q9BXH1;Q9BXH1-2,BBC3,0,0,0,0
Q9BXI6;B5MD46,TBC1D10A,23283,25448,25743,11023
Q9BXJ9;Q9BXJ9-4,NAA15,533862,504925,525418,397845
Q9BXK1,KLF16,9967,8312,25016,6199
Q9BXK5;A0A087WX97;A0A087WTL4,BCL2L13,36494,16219,35480,56860
Q9BXL5,HEMGN,0,0,0,0
Q9BXL7,CARD11,125728,138836,114197,57524
Q9BXM9;A0A0C4DG97;A0A0A0MRS5;F8W946;Q9BXM9-2;C9JD05;Q8N450,FSD1L,9929,11617,6667,3453
Q9BXN1,ASPN,0,0,0,0
Q9BXN2;Q9BXN2-3;Q9BXN2-5;Q9BXN2-4;Q9BXN2-2,CLEC7A,0,0,0,0
Q9BXP2,SLC12A9,882,1003,2087,586
Q9BXP5;Q9BXP5-2;Q9BXP5-4;Q9BXP5-3;Q9BXP5-5;H7C3A1,SRRT,628294,645413,606116,468806
Q9BXR0,QTRT1,99928,133221,96185,94178
Q9BXR6,CFHR5,0,0,0,172
Q9BXS4;Q5T6Z8;Q5T704,TMEM59,0,0,0,0
Q9BXS5;Q9BXS5-2;E7ENJ6;K7EJL1,AP1M1,884836,788847,706929,489718
Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-5;Q9BXS6-7;Q9BXS6-4;Q9BXS6-6,NUSAP1,239648,200509,209204,140136
Q9BXV9,C14orf142,381902,376845,304171,337434
Q9BXW6,OSBPL1A,1317,0,0,273
Q9BXW7;Q9BXW7-2,CECR5,169584,180500,203590,243378
Q9BXW9;Q9BXW9-1;Q9BXW9-3,FANCD2,15537,44883,46366,10692
Q9BXX0,EMILIN2,0,2500,987,0
Q9BXY0,MAK16,127583,118742,85130,99785
Q9BY11;F6U236,PACSIN1,976,25,28,0
Q9BY12;H3BS25;H3BPM0;Q9BY12-3;Q9BY12-2,SCAPER,4873,0,2530,1806
Q9BY15;Q9BY15-2;E7EW83;M0R1G2,EMR3,0,0,0,0
Q9BY32;Q9BY32-3;Q9BY32-2,ITPA,980692,879624,984761,436380
Q9BY41;Q9BY41-4;A6NGJ7;A6NMT1;Q9BY41-5;Q9BY41-2;E7EVA8,HDAC8,6064,3939,0,0
Q9BY43-2;Q9BY43;E9PQI5;E9PQ80,CHMP4A,319984,157086,176796,103229
Q9BY44;Q9BY44-3;F8WAE5;Q9BY44-4,EIF2A,429761,528001,311850,374008
Q9BY49;B4DJS2,PECR,22631,11223,28853,33760
Q9BY50;B4DI03;K7EJQ7,SEC11C;SEC11L3,69280,69355,55050,97295
Q9BY77;F6VRR5;F8WCX5,POLDIP3,485366,448796,443824,431066
Q9BY77-2;Q8WUT1,POLDIP3,0,0,0,0
Q9BY89;Q9BY89-2,KIAA1671,0,3644,9221,2065
Q9BYB4;Q9BYB4-2,GNB1L,40772,46353,28881,56949
Q9BYC5;Q9BYC5-3;Q9BYC5-2,FUT8,12685,19197,9252,16600
Q9BYC8,MRPL32,87521,73343,94988,38184
Q9BYC9,MRPL20,91364,166581,101292,146992
Q9BYD1;E5RJI7,MRPL13,337025,592200,657089,392543
Q9BYD2;Q5SZR1,MRPL9,197341,179125,201816,181718
Q9BYD3;K7ES61;X6RAY8;Q9BYD3-2;K7ELQ0;K7EKI4;K7ELF1,MRPL4,236730,325947,187209,258054
Q9BYD5,CNFN,0,0,0,0
Q9BYD6;H0Y8N7,MRPL1,176507,227632,130792,126378
Q9BYE7;Q9BYE7-3,PCGF6,8828,9138,2427,0
Q9BYG3;C9J808,NIFK,200870,278051,266857,263024
Q9BYH8;Q9BYH8-3;Q9BYH8-2;C9JZ23,NFKBIZ,16295,24779,6163,5562
Q9BYI3,FAM126A,42701,30267,45521,33069
Q9BYJ0,FGFBP2,0,0,0,0
Q9BYJ9,YTHDF1,22109,42075,23262,14527
Q9BYK8;Q9BYK8-2;Q9BYK8-4,HELZ2,821,1075,200,1226
Q9BYM8;Q9BYM8-3;G3XAG9;B4DML5,RBCK1,82162,88473,50587,25252
Q9BYN0,SRXN1,0,0,0,88112
Q9BYN8,MRPS26,166347,92989,89817,200986
Q9BYT8;H0YAK4,NLN,69368,72692,64116,54115
Q9BYV8;Q9BYV8-5;Q9BYV8-2,CEP41,27786,14260,16182,7217
Q9BYV9,BACH2,16830,28200,17652,70244
Q9BYW2;H7C3H4;Q9BYW2-2;Q9BYW2-3;C9JG86,SETD2,5492,8570,8001,10552
Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4,TBC1D2,794,0,0,0
Q9BYX4,IFIH1,17421,18777,9851,11937
Q9BYX7,POTEKP,0,54150,0,31632
Q9BZ23-4;Q9BZ23;Q9BZ23-3,PANK2,17927,19286,12619,18825
Q9BZ29-4,DOCK9,4735,2265,3006,7144
Q9BZ67;Q9BZ67-2;Q9BZ67-3;E9PS62,FRMD8,21624,12214,20418,11635
Q9BZ72;Q9BZ72-2;Q9BZ72-3,PITPNM2,2854,693,2650,282
Q9BZ95;Q9BZ95-2;Q9BZ95-5;Q9BZ95-4;Q9BZ95-3,WHSC1L1,4798,414,12307,11973
Q9BZD2;Q9BZD2-2,SLC29A3,0,0,0,0
Q9BZD4;E9PQC4;B1AQT4;E9PP32,NUF2,39432,53329,28386,16685
Q9BZE1,MRPL37,185206,265584,175529,195748
Q9BZE2;E9PRI9,PUS3,0,0,0,0
Q9BZE4;Q9BZE4-2;Q9BZE4-3,GTPBP4,324110,286062,249684,313644
Q9BZE9-2;Q9BZE9;Q9BZE9-3;J3QL04,ASPSCR1,61994,40190,65180,48411
Q9BZF1;Q9BZF1-3;Q9BZF1-2;F8VQX7;F8VUA7,OSBPL8,134047,107876,102839,120475
Q9BZF2;J3QLK7;Q9BZF2-2,OSBPL7,4448,8502,5161,3147
Q9BZG8;I3L1H5;Q9BZG8-3;Q9BZG8-2,DPH1,18084,40228,19898,14264
Q9BZG9-3;Q9BZG9,LYNX1,0,0,0,0
Q9BZH6,WDR11,56380,60940,40156,47167
Q9BZI7;Q9BZI7-2;A0A087WYC8,UPF3B,93482,126164,72483,75055
Q9BZK7;A0A0D9SF63,TBL1XR1,746902,820989,584826,452939
Q9BZL1,UBL5,390537,2372064,314328,2742135
Q9BZL4;Q9BZL4-2,PPP1R12C,34152,23186,14403,14325
Q9BZL4-3;K7EL81,PPP1R12C,0,0,0,0
Q9BZL4-4;Q9BZL4-5,PPP1R12C,0,0,0,0
Q9BZM4,ULBP3,0,0,0,0
Q9BZQ6;Q9BZQ6-2,EDEM3,929,0,1264,0
Q9BZQ8,FAM129A,173957,119565,174974,91960
Q9BZS1-2;Q9BZS1-3;Q9BZS1;A0A0C4DFW6;B7ZLG1;Q9BZS1-4,FOXP3,0,0,0,595
Q9BZV1;Q9BZV1-2;K7EP32,UBXN6,70089,103286,65940,66211
Q9BZW5;H3BM84;Q9BZW5-2,TM6SF1,0,0,0,0
Q9BZW8-2;Q9BZW8;Q9BZW8-3;Q9BZW8-4,CD244,0,0,0,0
Q9BZX2;Q9BZX2-2,UCK2,92656,136752,83158,35148
Q9BZZ2;Q9BZZ2-2;Q9BZZ2-3,SIGLEC1,0,1912,0,6677
Q9BZZ5;Q9BZZ5-6,API5,0,3438,0,1158
Q9BZZ5-2;G3V1C3;Q9BZZ5-5;Q9BZZ5-3;Q9BZZ5-1;H0YER7,API5,1236105,1376079,1010249,919412
Q9C000;Q9C000-2;Q9C000-4;Q9C000-3;Q9C000-5;I3L2G5;Q9C000-6,NLRP1,1722,0,2235,4978
Q9C002;H0YKW5,NMES1;C15orf48,0,0,0,0
Q9C005,DPY30,1016997,1571807,812374,633418
Q9C035;Q9C035-4;Q9C035-3;Q9C035-2;Q9C035-6;E7EQQ5,TRIM5,11648,16865,6108,10737
Q9C037;Q9C037-2;Q9C037-3,TRIM4,116802,29273,142005,34275
Q9C040;Q9C040-2,TRIM2,0,0,0,0
Q9C073;D6RFX7,FAM117A,7288,0,7045,5754
Q9C0B0,UNK,58708,39236,52045,16925
Q9C0B1,FTO,220794,186863,127063,94187
Q9C0B5;Q9C0B5-2;H0YEF4,ZDHHC5,10200,13198,8880,6045
Q9C0B7,TANGO6,5629,14399,7320,5626
Q9C0C2,TNKS1BP1,3206,7112,2777,0
Q9C0C4,SEMA4C,0,0,1231,0
Q9C0C9;K7ES11,UBE2O,78274,106238,74815,82244
Q9C0D3;A8DPD7,ZYG11B,10444,14706,11499,13195
Q9C0E8;Q9C0E8-2;Q9C0E8-4;Q9C0E8-3,LNP,15530,13486,20238,26359
Q9C0F1;Q9C0F1-2;D6RGX6,CEP44,22454,28810,15943,13710
Q9C0G0;Q9C0G0-3;Q9C0G0-2,ZNF407,557,2067,584,0
